# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
6365400416,-288.103,-839.360,488.732
6365449812,-285.480,-885.293,504.043
6365500431,-305.183,-966.057,571.509
6365600696,-317.688,-994.422,605.791
6365650276,-282.735,-910.120,526.613
6365700568,-250.588,-845.460,448.655
6365799802,-262.361,-833.443,508.801
6365850469,-312.808,-860.039,630.374
6365950199,-337.086,-780.007,632.082
6366000586,-315.614,-543.571,544.791
6366049958,-501.481,-520.025,439.505
6366150567,-1228.479,-1032.730,902.617
6366200933,-990.152,-664.046,923.845
6366249724,-686.311,-619.211,670.390
6366350287,307.745,155.001,-30.744
6366400903,1641.510,418.521,-728.218
6366449761,1105.564,-47.946,-527.711
6366550576,-789.645,-1896.673,1186.511
6366600270,-1998.604,-1235.433,663.070
6366700830,-1453.874,-467.443,511.851
6366750465,139.751,-1442.223,245.403
6366800169,-1277.096,-719.190,-1257.454
6366900780,-1573.922,-494.710,82.777
6366949976,-749.385,705.709,406.443
6367000570,-1165.710,-403.698,996.374
6367100657,-1042.917,-314.028,550.586
6367149860,-1379.637,-224.053,566.507
6367251232,-433.344,38.369,176.595
6367300371,1437.770,467.199,-1116.910
6367351050,460.855,635.315,-1104.710
6367450588,-1236.348,189.649,408.456
6367500786,-1998.604,255.590,831.918
6367551272,-940.681,-189.161,278.709
6367650446,1375.855,-948.367,-794.464
6367700032,484.645,-695.522,951.600
6367750178,1214.693,-572.119,648.735
6367850833,1962.126,-1002.474,465.918
6367900384,1660.847,-1092.693,165.127
6367999735,240.645,-590.846,-416.935
6368051010,-1166.442,-299.998,-193.858
6368100927,-1998.604,500.505,156.892
6368200431,-1451.922,540.704,182.573
6368251761,-1491.938,238.571,187.941
6368299869,-562.786,-184.830,107.726
6368400748,450.485,-282.125,-274.927
6368451351,1998.604,-667.340,455.487
6368500532,1953.464,-515.206,1210.423
6368600470,250.771,-398.452,155.428
6368650724,-980.453,-414.800,-492.941
6368749846,-1998.604,241.011,-1068.293
6368800280,-1380.552,496.723,-773.663
6368850842,190.564,-450.546,-164.700
6368950007,829.051,-825.818,713.883
6368999855,1294.115,-666.364,1042.185
6369049506,1751.981,-883.219,1801.452
6369149971,918.660,-693.570,923.052
6369199923,-33.794,-157.197,-342.637
6369249949,-55.815,-27.816,-612.684
6369350209,172.386,-22.997,-1896.673
6369400184,323.605,158.539,-1698.362
6369500457,109.983,-133.163,-282.186
6369550209,-98.454,-838.445,1110.688
6369600158,-449.082,-971.547,1476.444
6369699882,-491.416,-1195.417,1421.117
6369750595,-449.509,-858.087,1129.232
6369799882,255.285,-549.915,727.425
6369900413,-124.928,-54.595,386.130
6369950425,-1268.312,-29.768,892.308
6370049910,-634.217,177.388,75.640
6370100177,-916.525,292.190,-73.017
6370150246,-1117.886,255.773,-297.619
6370249846,-1402.878,285.663,-688.568
