acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[dps],gyro_y[dps],gyro_z[dps]
-1003,-30,-62,0.56,-0.42,-0.42
-1002,-29,-63,0.35,-0.35,-0.28
-1001,-27,-64,0.21,-0.28,-0.21
-1000,-28,-64,0.14,-0.21,-0.28
-1001,-29,-65,-0.07,-0.28,-0.49
-1000,-27,-64,-0.21,-0.21,-0.49
-1000,-23,-65,-0.35,-0.07,-0.63
-1001,-25,-63,-0.35,0.0,-0.84
-1002,-27,-66,-0.28,0.0,-1.05
-1002,-30,-66,-0.42,-0.14,-0.98
-1002,-30,-65,-0.42,-0.28,-0.91
-1001,-31,-64,-0.49,-0.42,-0.77
-1001,-31,-67,-0.56,-0.49,-0.91
-1000,-29,-63,-0.91,-0.35,-1.19
-999,-24,-60,-1.4,0.07,-1.68
-999,-19,-59,-1.4,0.63,-2.38
-1001,-22,-61,-1.12,0.98,-3.08
-1002,-28,-65,-1.19,1.33,-3.71
-1001,-31,-68,-1.33,1.61,-3.78
-1001,-31,-69,-1.33,1.47,-3.5
-1001,-34,-69,-1.05,1.19,-3.43
-1002,-38,-71,-0.7,0.77,-3.15
-1002,-44,-73,-0.21,0.14,-2.31
-1002,-45,-73,-0.21,-0.42,-1.4
-1000,-41,-71,-0.42,-0.7,-0.91
-999,-39,-69,-0.42,-0.91,-0.49
-1001,-37,-67,-0.35,-1.26,-0.14
-1001,-33,-66,-0.07,-1.33,0.14
-999,-29,-65,0.14,-1.19,0.21
-999,-28,-64,0.0,-1.12,-0.07
-1002,-29,-65,0.07,-0.84,-0.56
-1000,-31,-67,0.07,-0.63,-0.84
-1001,-34,-67,0.07,-0.56,-0.98
-1001,-33,-66,0.0,-0.7,-0.84
-1002,-32,-65,0.0,-0.7,-0.7
-998,-33,-65,0.14,-0.42,-0.77
-1000,-35,-67,0.28,-0.28,-0.98
-1002,-37,-67,0.35,-0.28,-0.91
-1001,-37,-69,0.35,-0.49,-0.56
-1000,-36,-66,0.28,-0.7,-0.35
-1001,-34,-66,0.21,-0.63,-0.56
-1003,-35,-64,0.21,-0.49,-0.56
-1001,-34,-67,0.28,-0.35,-0.42
-998,-31,-66,0.07,-0.35,-0.49
-999,-27,-67,0.14,-0.21,-0.91
-1000,-30,-68,0.28,-0.07,-1.33
-1001,-33,-68,0.28,-0.07,-1.54
-1001,-35,-70,0.28,-0.14,-1.54
-999,-34,-69,0.07,-0.14,-1.61
-1001,-35,-67,0.07,-0.07,-1.89
-1001,-36,-67,0.0,-0.14,-1.75
-1000,-37,-68,-0.28,-0.14,-1.68
-1000,-33,-67,-0.49,0.07,-1.96
-1000,-33,-67,-0.7,0.14,-2.17
-1002,-35,-67,-0.7,0.28,-2.38
-1003,-37,-68,-0.7,0.28,-2.24
-999,-37,-68,-0.84,0.28,-2.24
-999,-35,-66,-0.98,0.63,-2.59
-1000,-32,-65,-1.26,0.98,-3.15
-1001,-34,-66,-1.19,1.26,-3.57
-1001,-36,-67,-1.26,1.4,-3.78
-1001,-35,-66,-1.4,1.33,-4.06
-997,-38,-69,-1.47,1.33,-4.83
-1001,-40,-68,-1.19,1.75,-4.83
-1002,-46,-71,-1.26,2.1,-4.9
-999,-48,-72,-1.33,2.31,-4.62
-1005,-53,-77,-0.84,1.75,-3.64
-1002,-58,-79,-0.42,0.63,-2.03
-1000,-57,-82,-0.28,-0.21,-0.91
-998,-52,-79,-0.35,-0.77,-0.14
-1000,-45,-75,-0.49,-0.91,0.07
-1001,-40,-72,-0.28,-0.84,0.21
-1000,-39,-74,0.0,-1.05,0.35
-999,-39,-74,0.14,-1.47,0.35
-997,-39,-75,0.14,-1.54,0.0
-998,-37,-71,-0.21,-1.4,-0.56
-1002,-35,-70,-0.28,-1.05,-0.91
-1001,-38,-71,-0.07,-0.77,-1.12
-999,-44,-73,0.28,-0.84,-1.19
-1000,-50,-76,0.35,-1.05,-1.05
-1002,-52,-77,0.14,-1.33,-0.63
-998,-48,-73,0.14,-1.47,-0.07
-999,-43,-73,0.28,-1.75,0.21
-1001,-43,-72,0.56,-1.96,0.28
-1000,-45,-72,0.84,-1.89,0.42
-1001,-44,-71,0.56,-2.17,0.56
