# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
3175250652,-59.353,128.893,983.869
3175250692,-67.405,137.189,961.238
3175301313,-62.525,127.673,1021.201
3175351238,-63.501,120.597,997.350
3175450834,-65.331,129.076,963.739
3175500730,-41.907,121.817,1038.098
3175601029,-64.721,95.587,978.196
3175650695,-55.693,107.848,993.019
3175701599,-72.590,102.968,979.965
3175801062,-77.043,85.705,969.961
3175850994,-78.141,38.369,1015.833
3175901599,-56.730,57.096,1016.626
3176001096,-55.205,32.940,1038.830
3176051922,-19.154,99.857,1022.726
3176100629,-43.493,67.039,983.442
3176201475,-14.457,107.055,996.130
3176250628,-28.426,88.023,989.908
3176351156,-33.367,70.333,1005.463
3176402142,-30.622,64.843,991.860
3176451158,0.610,79.544,1000.705
3176550875,12.261,80.642,1015.406
3176601317,67.588,70.760,1037.061
3176651133,23.424,66.490,992.348
3176751640,-42.151,61.122,1011.746
3176801433,-44.774,37.942,1025.654
3176851136,-20.618,22.570,1033.706
3176950836,-36.234,18.910,1009.916
3177001662,-67.954,55.449,994.178
3177101740,-73.078,86.132,978.806
3177151997,-94.306,111.020,979.111
3177200867,-121.268,116.449,962.824
3177301402,-129.015,124.074,987.529
3177351758,-97.478,109.373,1016.016
3177401194,-104.615,132.919,1015.162
3177501143,-117.730,154.940,997.899
3177551043,-134.505,190.503,986.248
3177650702,-157.868,238.937,959.103
3177701555,-140.422,293.044,953.003
3177751730,-136.213,356.789,914.573
3177850871,-129.625,409.371,905.179
3177902160,-139.324,476.532,873.337
3177951590,-127.368,536.983,842.410
3178051285,-135.298,596.519,776.652
3178101757,-128.222,635.437,728.828
3178151228,-135.847,682.895,706.563
3178251843,-141.703,678.015,666.669
3178301278,-152.561,617.503,680.638
3178400729,-147.925,528.199,777.689
3178451095,-127.795,423.584,883.707
3178501295,-128.283,328.973,977.220
3178600899,-137.616,274.927,1014.186
3178651215,-127.429,245.281,976.854
3178701283,-128.222,217.465,943.365
3178800921,-111.203,166.530,931.043
3178850900,-73.383,78.568,982.954
3178900761,-80.215,7.442,973.316
3179001378,-69.113,-86.193,1037.244
3179051331,-102.297,-158.234,1016.443
3179150871,-104.493,-253.028,1045.601
3179200758,-107.665,-262.849,1062.437
3179251222,-99.064,-194.712,1061.827
3179351180,-109.251,-97.478,1027.240
3179400833,-130.479,25.315,896.761
3179450707,-151.280,82.289,893.101
3179551976,-139.263,71.309,863.150
3179601214,-110.349,-7.991,996.374
3179650998,-6.161,-99.735,1061.949
3179750831,63.440,-131.821,1018.151
3179801373,91.073,-155.062,1044.137
3179901094,81.313,-149.877,1051.213
3179950850,67.344,-103.944,1048.468
3180001461,15.311,-20.435,1024.007
3180101280,-24.156,70.821,965.447
3180151277,-56.547,105.652,900.055
3180201289,-71.980,96.258,933.788
