# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
3201550794,-347.334,-38.613,930.128
3201600586,-318.908,-13.725,891.027
3201650981,-353.861,-27.206,945.683
3201751616,-245.647,-5.551,1021.567
3201802249,-267.485,-16.409,989.298
3201852802,-219.783,36.356,932.507
3201951357,-173.545,43.615,955.565
3202001651,-182.329,9.089,1031.266
3202101002,-160.857,27.450,992.775
3202151581,-142.618,44.103,973.865
3202201550,-157.258,29.280,1008.269
3202301370,-173.728,29.890,971.791
3202352368,-168.665,20.679,1001.803
3202401190,-102.907,48.800,1033.401
3202501079,-140.361,70.028,1124.596
3202551616,-33.916,170.312,964.776
3202601429,14.884,250.832,824.903
3202701196,52.887,280.051,805.688
3202750990,53.436,160.064,1013.515
3202851841,34.160,-11.651,1038.647
3202901765,12.932,-119.255,1039.074
3202951104,-9.821,-192.577,1046.760
3203051428,-30.195,-204.045,1049.688
3203101566,-31.598,-132.309,992.775
3203151085,-25.437,-72.590,1003.084
3203250977,-7.747,-41.602,936.594
3203300786,24.522,-53.680,936.533
3203350784,50.386,-113.155,1020.286
3203451640,72.956,-170.800,1039.562
3203501809,76.799,-190.991,1006.744
3203601599,108.397,-191.052,973.926
3203651376,166.469,-231.556,994.361
3203701730,247.904,-219.539,945.256
3203801482,329.827,-200.995,897.432
3203850980,359.168,-214.659,902.312
3203901516,387.838,-236.558,894.016
3204001292,413.763,-255.285,909.876
3204050732,443.775,-248.880,855.647
3204151699,429.867,-265.899,885.964
3204201974,321.958,-257.359,927.444
3204251475,231.678,-264.618,959.896
3204350729,191.601,-248.758,1013.271
3204400707,294.752,-226.798,935.313
3204450813,461.221,-199.714,852.048
3204551358,569.618,-197.457,838.628
3204601966,633.729,-148.962,737.246
3204651597,548.756,-135.359,762.134
3204750832,402.844,-169.031,929.579
3204800873,228.689,-162.260,962.885
3204901254,61.671,-136.884,993.629
3204950940,-70.760,-118.584,995.154
3205000912,-190.625,-105.286,974.292
3205101330,-285.663,-104.554,964.410
3205150920,-368.257,-103.334,955.077
3205201896,-435.967,-61.366,881.328
3205301334,-475.983,-87.169,930.006
3205351901,-462.868,-55.754,907.253
3205401513,-375.699,-69.296,1034.865
3205500718,-218.319,30.317,828.807
3205551662,-126.331,-26.047,1014.308
3205651335,-69.052,-11.407,953.979
3205700745,-35.136,-46.055,998.326
3205751441,-30.500,-68.503,994.910
3205851542,-37.210,-96.929,951.173
3205901133,-18.178,-174.826,1006.195
3205951708,-15.250,-230.763,1039.684
3206051144,6.527,-257.542,1096.963
3206101761,54.961,-162.321,1016.504
3206151062,94.794,-93.696,993.385
3206251472,110.471,-19.032,954.345
3206301113,127.124,21.777,991.616
3206402896,117.425,63.074,1005.707
3206451163,97.722,107.360,964.715
3206500955,62.952,148.657,1020.164
3206602133,46.787,207.522,979.172
3206651220,13.786,264.862,973.438
3206701467,-38.613,315.675,921.039
3206801027,-68.930,330.132,889.685
3206852125,-90.280,296.765,852.414
3206951857,-52.643,212.951,951.783
3207001481,-28.487,78.934,1031.876
3207051685,-28.853,4.087,1015.711
3207151563,-28.670,-68.320,1020.042
3207201852,-23.729,-127.063,991.738
3207251999,-0.305,-192.089,988.993
3207351538,17.019,-263.642,1018.395
3207401127,42.761,-294.569,969.839
3207451192,41.297,-311.954,916.464
3207550899,53.924,-391.376,934.398
3207601059,69.235,-437.309,942.145
3207702039,84.119,-472.018,961.604
3207750856,106.689,-465.369,965.996
3207801751,152.744,-420.107,936.655
3207901091,214.842,-326.533,895.846
3207951511,191.845,-291.336,921.344
3208001525,157.624,-271.450,977.830
3208101142,39.040,-154.574,940.193
3208150810,-43.920,-115.900,966.362
3208200941,-123.586,-93.330,950.258
3208300933,-192.638,-121.878,981.429
3208351597,-177.266,-182.146,1121.668
3208451991,-1.891,-127.185,1017.297
3208501683,179.035,-77.775,902.861
3208551273,219.661,-84.241,1046.455
3208651806,252.540,-16.104,942.267
3208701691,272.060,27.816,997.472
3208751593,274.378,94.184,926.285
3208852218,258.579,131.028,959.225
3208901764,213.195,180.621,949.953
3208951158,187.697,210.206,948.184
3209051625,156.892,193.004,878.522
3209101272,66.429,149.877,917.928
3209201883,46.970,51.789,1020.591
3209251398,-4.941,-30.256,1030.900
3209300912,-71.187,-107.299,1035.475
3209401385,-95.526,-150.853,1006.256
3209451166,-98.149,-194.834,993.873
3209501160,-63.501,-228.506,978.501
3209601075,-13.664,-267.363,971.242
3209651008,59.963,-320.982,973.621
3209752288,131.089,-365.207,992.104
3209801507,216.184,-366.671,944.402
3209851657,276.269,-325.618,930.860
3209951561,270.840,-298.778,928.847
3210001402,232.105,-254.553,963.495
3210051189,173.179,-185.562,958.981
3210151470,122.122,-133.956,981.307
3210201134,87.474,-94.672,978.501
3210251609,74.115,-67.344,1017.663
3210351255,51.484,-30.988,1009.916
3210401302,27.450,12.810,1005.036
3210501937,-15.982,51.728,1005.707
3210550961,-58.865,90.585,926.224
3210601644,-184.525,91.073,852.353
3210701523,-234.850,20.374,951.051
3210751725,-222.040,-104.981,1054.202
3210801646,-214.110,-171.898,1020.774
3210901049,-225.090,-180.255,957.883
3210951518,-219.295,-201.361,962.336
3211001524,-309.148,-221.491,991.189
