# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
6106050113,-616.832,420.839,748.897
6106100080,-539.301,409.798,771.101
6106150231,-753.655,366.366,593.713
6106250094,-767.136,383.019,621.651
6106299996,-674.233,334.341,543.205
6106351018,-724.070,350.567,553.148
6106449932,-756.583,401.868,524.783
6106500042,-686.616,408.029,481.351
6106599913,-733.342,412.848,526.552
6106650224,-630.252,436.882,547.292
6106700271,-664.046,425.597,522.221
6106800349,-663.741,388.143,649.467
6106850908,-741.028,416.996,621.468
6106900863,-625.677,451.522,557.845
6107000453,-714.920,468.297,560.346
6107050452,-666.730,540.704,465.613
6107100480,-676.734,470.798,647.332
6107200540,-538.996,352.702,802.272
6107250630,-433.893,90.646,1046.821
6107350544,-360.449,67.771,1038.830
6107399815,-395.402,319.152,867.237
6107449997,-409.798,501.603,732.854
6107549950,-266.875,629.703,665.266
6107600832,-258.213,677.527,611.342
6107649913,-238.571,727.608,548.756
6107749913,-515.267,805.566,417.728
6107800291,-691.008,765.367,346.663
6107850220,-575.108,587.125,423.767
6107950175,-92.049,278.221,576.328
6108000008,-272.792,-123.708,992.653
6108100601,-159.942,-280.234,896.395
6108149829,-365.512,-524.783,1136.369
6108200530,-396.073,-517.402,1091.473
6108299884,-211.609,-453.352,986.004
6108350562,-351.360,-136.823,945.988
6108400568,-311.710,60.207,864.004
6108500359,-452.742,354.959,688.934
6108550165,-676.246,526.186,323.361
6108599914,-645.990,615.856,13.969
6108700060,-699.914,627.202,-316.346
6108750487,-626.897,582.245,-574.315
6108850571,-499.163,611.708,-838.140
6108900426,-315.004,593.225,-997.594
6108950268,-296.643,568.398,-815.997
6109050571,-426.024,547.780,-360.144
6109100224,-554.673,431.880,78.934
6109149875,-421.632,-13.237,572.729
6109249696,-514.108,-252.906,1121.912
6109300233,-532.286,-387.716,965.081
6109400334,-385.520,-489.159,1007.720
6109449968,-383.873,-390.827,1071.465
6109500387,-364.414,-298.412,752.801
