acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],acc_h_x[mg],acc_h_y[mg],acc_h_z[mg]
3425.272,1435.696,-746.152,2334.592,1132.16,163.968
994.544,-200.568,-181.048,983.808,-124.928,-359.168
995.032,-207.888,-183.976,983.808,-132.736,-374.784
989.176,-206.912,-184.952,991.616,-132.736,-374.784
976.976,-228.872,-178.608,983.808,-179.584,-366.976
969.656,-264.008,-162.016,999.424,-171.776,-413.824
1006.256,51.728,-250.832,929.152,218.624,-281.088
949.648,-172.264,-120.536,1007.232,-374.784,-413.824
943.304,-290.848,-177.632,905.728,-203.008,-343.552
937.936,-158.112,-177.632,936.96,-93.696,-413.824
953.552,-182.024,-195.2,952.576,-156.16,-366.976
989.176,-254.736,-173.24,991.616,-70.272,-390.4
986.248,-168.848,-170.8,976.0,-132.736,-335.744
960.384,-217.648,-196.664,905.728,-179.584,-359.168
947.696,-179.096,-176.168,952.576,-93.696,-359.168
995.032,-99.064,-182.512,991.616,-54.656,-366.976
1040.904,-101.992,-163.48,1054.08,-109.312,-390.4
1074.088,-151.768,-209.352,1030.656,-15.616,-327.936
1000.888,-42.456,-132.736,991.616,-15.616,-288.896
976.488,-244.976,-185.44,983.808,-242.048,-390.4
918.416,-578.28,-190.32,819.84,-851.072,-445.056
764.208,-1058.472,-256.688,702.72,-1054.08,-398.208
623.176,-1323.456,-120.048,288.896,-3794.688,-663.68
-2112.552,-13753.304,-8805.472,-3482.368,-46972.928,-15600.384
-10506.152,-15728.24,-9158.296,-12360.064,-73738.752,4840.96
-15988.832,-12636.76,15988.832,-17037.056,-23509.888,-6152.704
-14323.288,1549.888,3345.24,-13062.784,14593.152,8221.824
1974.448,15988.832,-8597.096,4427.136,140544.0,-20535.04
11013.672,-14106.616,6482.104,31653.632,-63151.104,-30271.616
15988.832,-15730.192,-15638.448,38071.808,-71357.312,-20558.464
-1155.584,-6650.952,14936.704,-3911.808,24228.224,-11017.088
-7971.48,15745.32,-1790.96,-2646.912,51977.856,-4903.424
-6865.672,15988.832,11734.448,-8698.112,27031.296,18434.688
-13138.912,-5975.56,13919.224,-12937.856,-11438.72,8245.248
-738.344,-15508.64,-8478.512,1936.384,-20870.784,6886.656
-1504.992,5915.536,11830.584,-3615.104,12203.904,3404.288
5104.48,15988.832,-11378.696,4239.744,554.368,2646.912
2240.896,-1913.936,-5398.744,1842.688,-1147.776,-4122.624
-219.112,3536.048,4782.888,70.272,4692.608,3505.792
3215.432,9381.8,-2530.768,3146.624,4458.368,-1139.968
3286.192,6283.976,717.36,3708.8,2397.056,335.744
2615.68,1282.952,839.848,2334.592,1030.656,-132.736
-1748.016,-116.632,-169.336,4833.152,2576.64,-3412.096
4410.544,1072.624,-2444.392,4380.288,163.968,-648.064
2115.968,-1018.456,919.392,1686.528,-835.456,132.736
1484.984,-936.472,-1403.488,-812.032,171.776,772.992
-1647.0,556.808,527.04,-1897.344,538.752,765.184
-1210.728,-1455.704,551.44,-905.728,-1858.304,-195.2
-592.92,-527.528,425.048,1374.208,1928.576,-624.64
855.952,1764.12,783.728,2514.176,2022.272,-1303.936
2616.168,1252.208,117.608,2724.992,1108.736,-140.544
2932.88,937.936,-1321.992,2342.4,1592.832,421.632
2055.944,1624.064,-959.408,1834.88,1733.376,-1561.6
1013.088,-166.896,-161.528,999.424,-85.888,-335.744
1000.888,-169.824,-162.504,976.0,-163.968,-288.896
961.36,-237.656,-142.008,960.384,-171.776,-335.744
985.76,-87.84,-270.84,921.344,117.12,-210.816
1023.336,-238.632,-206.912,1022.848,-187.392,-335.744
1045.296,-127.856,-83.936,1030.656,-23.424,-265.472
1037.488,-35.136,-143.472,1007.232,-257.664,-413.824
1034.072,-264.496,-230.824,991.616,-218.624,-312.32
966.24,-204.472,-189.344,944.768,-109.312,-413.824
964.776,-163.48,-202.52,936.96,-117.12,-304.512
978.44,-170.312,-149.328,991.616,-117.12,-359.168
959.896,-156.16,-135.176,913.536,-101.504,-273.28
937.448,-145.424,-93.696,976.0,-31.232,-359.168
1015.04,-108.336,-146.888,1030.656,-39.04,-335.744
1085.312,-170.312,-190.808,1077.504,-117.12,-421.632
1094.584,-129.808,-168.848,1061.888,-85.888,-398.208
1087.264,-147.376,-213.256,944.768,-163.968,-312.32
911.584,-332.328,-162.016,835.456,-320.128,-359.168
839.848,-526.064,-140.544,757.376,-780.8,-343.552
728.096,-975.512,-117.608,710.528,-968.192,-281.088
682.224,-1352.736,-201.544,632.448,-1389.824,-421.632
117.608,-6936.92,-1640.656,-7308.288,-70662.4,-16927.744
-14146.144,-15735.56,4092.856,-15694.08,-53313.024,28710.016
-15988.832,-10176.752,11124.448,-19535.616,-10056.704,2006.656
-15988.832,-14480.424,-2695.712,-8315.52,63627.392,-3201.28
-1850.496,15988.832,-13623.496,21417.344,128105.856,-3037.312
3225.68,-754.936,15928.808,8221.824,-17989.632,26000.64
15290.016,-15582.816,-9005.552,21229.952,-45262.976,10829.696
-7577.176,4755.56,14431.136,-9353.984,12375.68,9150.976
-4931.24,15988.832,-8290.632,-3513.6,33387.008,-16240.64
-3603.88,15988.832,-8923.568,-11165.44,2896.768,18028.672
-12667.016,-12280.52,4819.0,-9541.376,-23416.192,-4473.984
1041.88,-15717.992,-15713.112,-5067.392,2178.432,18973.44
618.784,15741.416,-6277.632,3427.712,17279.104,-18426.88
7274.616,13220.408,760.304,6949.12,9861.504,6121.472
3286.192,-796.416,-1518.168,-710.528,523.136,4333.44
470.92,-352.824,-75.64,3060.736,7847.04,-2607.872
2834.304,8886.48,-2297.504,2514.176,8534.144,1741.184
3555.568,3320.84,-692.472,1928.576,913.536,726.144
-478.728,-1124.352,-1043.832,710.528,-694.912,1100.928
4733.112,3738.08,1570.872,3466.752,4473.984,-2576.64
3002.176,2713.28,-1756.312,1897.344,-2194.048,-702.72
979.416,-8.784,183.488,851.072,640.256,-757.376
269.864,1625.04,527.528,23.424,1335.168,1038.464
-569.008,-993.08,313.296,-827.648,-124.928,1069.696
-685.152,-647.088,349.408,429.44,1569.408,421.632
1929.064,704.672,-1142.408,1936.384,616.832,-1303.936
987.712,866.2,569.496,3216.896,1342.976,-1686.528
3479.928,1454.24,-1512.8,3279.36,1499.136,-983.808
2026.664,1154.608,397.232,1780.224,1225.856,140.544
1607.96,1308.816,-666.608,694.912,1756.8,288.896
1020.408,-173.24,-196.176,991.616,-140.544,-398.208
1020.896,-183.0,-194.712,1038.464,-85.888,-366.976
1022.36,-165.92,-192.272,976.0,-78.08,-366.976
1042.856,-169.824,-201.056,999.424,-124.928,-351.36
1047.736,-184.464,-193.736,1061.888,-163.968,-374.784
1057.984,-175.192,-195.688,1038.464,-124.928,-343.552
1033.584,-265.96,-175.68,983.808,-218.624,-374.784
1088.24,-46.848,-268.888,1108.736,109.312,-445.056
1011.624,136.64,-73.688,1085.312,-148.352,-390.4
1121.424,-378.2,-247.904,1077.504,-343.552,-437.248
1067.256,-399.672,-243.024,1007.232,-273.28,-429.44
987.712,-124.928,-183.976,991.616,46.848,-366.976
1056.032,-77.104,-142.008,1077.504,-54.656,-327.936
1135.576,-153.72,-169.336,1132.16,-101.504,-382.592
1131.184,-211.304,-223.016,1022.848,-195.2,-351.36
958.92,-181.536,-164.944,936.96,-85.888,-390.4
961.36,-150.792,-228.384,960.384,-78.08,-421.632
1014.552,-143.96,-182.024,1085.312,-117.12,-406.016
1152.168,-337.208,-251.808,1108.736,-374.784,-437.248
1054.08,-797.392,-220.088,999.424,-819.84,-445.056
842.776,-1177.544,-202.52,507.52,-1506.944,-312.32
166.408,-4495.944,-613.904,-70.272,-7940.736,-2186.24
-3710.264,-15149.96,-13418.536,-5192.32,-60793.088,-18934.4
-11360.64,-15734.096,-2189.168,-19199.872,-12305.408,8588.8
-15988.832,-15245.12,-7429.312,-15038.208,-22315.264,-1319.552
-9405.712,11385.528,12051.16,-7370.752,41624.448,7636.224
-2465.376,15988.832,-14024.632,4216.32,890.112,40874.88
13001.296,-15157.768,218.624,37572.096,-73121.92,-52063.744
15988.832,-15706.28,-11445.064,-6956.928,-2740.608,9252.48
-6582.144,15695.056,-3416.976,-4294.4,20332.032,-5707.648
-790.072,15988.832,-9536.008,-203.008,58091.52,-9439.872
-6838.832,15988.832,7018.416,-15202.176,-9892.736,10978.048
-1364.448,-15230.48,-9041.664,3123.2,-36674.176,-16443.648
26.84,-15595.504,-4471.544,-1342.976,-21659.392,3451.136
-2151.592,-6273.24,7519.592,4146.048,18059.904,-5996.544
6545.544,8202.792,-3957.192,6121.472,5863.808,-1741.184
1155.096,363.072,539.24,843.264,-46.848,1350.784
1149.728,2589.328,1808.528,2951.424,6043.392,-663.68
3597.536,7319.512,1641.144,3255.936,6910.08,-148.352
1658.712,3204.696,-1475.224,2358.016,2857.728,1108.736
6122.936,1419.592,-2240.408,4450.56,3630.72,648.064
2921.168,2745.488,-633.912,2623.488,2764.032,-788.608
1727.032,1223.904,-1148.752,1569.408,905.728,-1491.328
-0.488,-659.776,113.704,265.472,-530.944,835.456
-893.04,708.088,691.984,-952.576,648.064,288.896
139.568,-1921.256,-758.352,226.432,-2373.632,-882.304
280.112,-1581.12,651.48,1296.128,398.208,-1413.248
1790.472,792.512,-392.84,1811.456,983.808,124.928
1801.208,358.192,-405.04,1842.688,187.392,-1452.288
2040.816,756.888,-604.144,1928.576,1959.808,-648.064
1791.448,2024.712,-334.28,1624.064,2069.12,-491.904
1633.824,1643.584,-625.128,1686.528,1756.8,-733.952
977.464,-293.776,-211.304,983.808,-242.048,-398.208
978.44,-297.192,-208.376,952.576,-234.24,-382.592
966.24,-356.24,-192.272,936.96,-312.32,-366.976
968.192,-354.776,-203.984,944.768,-288.896,-413.824
1044.808,-131.272,-301.096,991.616,-101.504,-429.44
1089.704,-360.632,-335.744,1100.928,-312.32,-491.904
1025.288,-422.608,-250.832,999.424,-335.744,-429.44
971.608,-342.576,-223.016,936.96,-210.816,-429.44
892.064,-300.608,-209.352,882.304,-234.24,-437.248
923.296,-343.552,-251.808,936.96,-296.704,-421.632
958.92,-299.632,-269.864,976.0,-281.088,-491.904
1011.136,-357.704,-292.312,991.616,-304.512,-445.056
995.032,-339.648,-254.248,968.192,-218.624,-484.096
986.736,-299.144,-309.88,929.152,-281.088,-460.672
924.272,-376.736,-262.056,929.152,-343.552,-452.864
925.248,-391.376,-268.888,929.152,-335.744,-445.056
927.688,-351.36,-284.016,874.496,-296.704,-468.48
916.952,-460.184,-282.064,890.112,-452.864,-476.288
883.768,-752.496,-295.24,835.456,-765.184,-437.248
781.776,-1060.912,-238.144,593.408,-1389.824,-429.44
482.144,-1414.712,-81.008,452.864,-1288.32,-109.312
381.616,-1458.144,207.4,-2428.288,-36619.52,-13718.656
-1293.2,-12087.272,-6683.648,-9799.04,-76448.128,-3115.392
-15407.624,-14516.536,15239.264,-17076.096,-22932.096,30607.36
-15988.832,-12858.312,-924.272,-21042.56,-22166.912,-6925.696
-12791.456,-4129.944,5895.04,10720.384,138779.392,-23603.584
3200.792,15988.832,-182.024,5457.792,53063.168,25251.072
7019.88,-11926.72,12665.552,39321.088,-85481.984,-51361.024
15988.832,-15721.408,-15988.832,257.664,-14148.096,23783.168
-11968.2,9513.072,11137.624,-10431.488,13695.232,1374.208
-4521.32,15988.832,-14550.696,-3669.76,33871.104,19004.672
-12764.616,-1474.248,15988.832,-11610.496,-5481.216,13164.288
-5836.968,-13091.576,-467.016,-3927.424,-24587.392,-10743.808
-305.0,-15231.456,-10677.928,320.128,-1577.216,5371.904
1861.232,2565.416,-7058.92,1257.088,4911.232,-3841.536
5767.184,8888.432,1490.352,4965.888,12242.944,-2568.832
4838.52,11615.864,-1180.96,-171.776,2818.688,3544.832
-613.904,-6742.696,-632.936,-320.128,-8221.824,-4185.088
-1251.72,-4961.008,540.704,-2935.808,-4224.128,296.704
329.888,3594.608,3054.392,4973.696,6863.232,-6558.72
4561.824,2171.6,-440.176,4442.752,1038.464,1553.792
3797.616,462.624,497.272,3864.96,4794.112,-1866.112
4049.912,3978.176,-2394.616,1920.768,4637.952,445.056
834.48,1643.584,-633.424,694.912,1015.04,-382.592
244.0,-406.016,1012.6,273.28,-335.744,1015.04
-131.272,109.312,170.8,-171.776,-1553.792,562.176
912.072,-1160.952,632.448,991.616,-1194.624,-530.944
1521.096,-1429.352,-727.12,1686.528,-1085.312,-288.896
1296.128,-660.264,-544.12,1522.56,-780.8,-1663.104
1386.408,-382.104,134.2,1163.392,7.808,1139.968
520.208,1036.024,244.0,1764.608,562.176,-117.12
998.448,-223.016,-215.696,968.192,-148.352,-421.632
999.424,-227.896,-206.424,1007.232,-171.776,-406.016
1042.856,-218.624,-227.408,1038.464,-140.544,-413.824
1050.664,-228.872,-225.456,1030.656,-203.008,-366.976
1047.736,-244.488,-221.064,1022.848,-156.16,-413.824
1013.088,-262.056,-202.52,991.616,-242.048,-351.36
1006.256,-334.28,-195.688,968.192,-257.664,-366.976
1013.088,-261.568,-294.264,991.616,39.04,-312.32
1004.304,-209.84,-145.912,1022.848,-171.776,-335.744
1052.128,-382.104,-205.936,1030.656,-226.432,-460.672
1032.12,-300.12,-244.488,976.0,-163.968,-476.288
998.448,-258.64,-245.952,999.424,-210.816,-429.44
1038.952,-278.648,-281.088,1015.04,-187.392,-429.44
1047.248,-164.456,-200.568,1054.08,-78.08,-406.016
1037.488,-254.248,-251.808,1007.232,-195.2,-390.4
956.968,-248.392,-153.72,921.344,-171.776,-304.512
1032.12,-208.864,-233.264,1022.848,-203.008,-452.864
1065.792,-517.768,-309.88,1054.08,-523.136,-507.52
1031.144,-605.608,-297.68,905.728,-413.824,-390.4
950.136,-486.536,-194.712,819.84,-882.304,-437.248
749.568,-1582.584,-367.464,679.296,-1647.488,-585.6
448.472,-2071.56,-217.648,390.4,-2069.12,-281.088
111.752,-2907.016,-306.952,-3177.856,-41874.304,-16240.64
-8665.904,-15725.312,-12330.784,-10103.552,-75628.288,421.632
-15988.832,-14664.4,15988.832,-19933.824,-29053.568,-6589.952
-12430.336,-381.128,7608.408,-11430.912,11657.344,12602.112
1179.984,15988.832,-8398.48,3310.592,141762.048,-33191.808
7015.976,15988.832,1387.872,20378.88,-51767.04,-7753.344
15988.832,-15725.312,-15988.832,42467.712,-77970.688,-49135.744
7967.576,-12979.824,10987.32,-2194.048,-12063.36,23564.544
-1021.384,15988.832,-15724.336,796.416,55272.832,-20699.008
-1850.008,15988.832,-1058.96,-4630.144,36596.096,17685.12
-13603.0,-1527.44,15988.832,-4224.128,-36385.28,-21573.504
-7915.36,-13471.24,917.928,2685.952,-28116.608,2568.832
-1105.808,-833.504,14114.912,-2209.664,2529.792,8151.552
742.248,14399.904,-7529.352,1678.72,16545.152,-10587.648
7941.712,10226.04,-474.824,2256.512,1647.488,-3537.024
-1157.536,-161.528,3120.272,-1389.824,-124.928,5387.52
-19.52,1669.936,-2600.064,2803.072,8042.24,288.896
3033.896,4908.792,-1541.104,1959.808,3904.0,-1475.712
2698.152,1002.84,418.704,4130.432,921.344,281.088
4633.072,710.04,-2276.52,4770.688,-632.448,1163.392
4406.64,-205.936,1369.328,3490.176,-249.856,-3802.496
1584.536,-431.392,-162.504,1257.088,-577.792,1319.552
-114.68,-1090.68,-142.496,-694.912,-1483.52,1405.44
-1816.336,12.688,-294.264,-1967.616,343.552,-93.696
-1663.104,-63.44,1527.928,-1670.912,70.272,1702.144
-500.688,401.624,695.4,1499.136,624.64,-296.704
2301.896,1068.232,-250.344,2303.36,1210.24,-437.248
2972.896,665.632,-614.392,3193.472,687.104,-1054.08
3060.248,1009.672,-475.8,2920.192,1108.736,-616.832
2692.784,1102.88,-914.512,1788.032,1717.76,-343.552
1057.496,-124.44,-195.688,1015.04,-124.928,-366.976
1064.328,-128.832,-193.248,1022.848,-46.848,-398.208
1058.96,-133.224,-187.88,1015.04,-93.696,-366.976
1049.688,-132.736,-182.512,1022.848,-70.272,-343.552
1048.224,-134.688,-186.416,1015.04,-93.696,-351.36
1035.536,-232.288,-170.312,1022.848,-171.776,-343.552
1045.784,-178.608,-251.808,1093.12,304.512,-249.856
1087.264,224.968,-146.888,1054.08,-54.656,-312.32
1123.864,-344.528,-273.768,1108.736,-351.36,-507.52
1077.992,-396.744,-253.272,1054.08,-273.28,-398.208
1022.848,50.264,-268.4,1022.848,93.696,-530.944
1038.464,-91.744,-145.912,1038.464,-31.232,-265.472
1114.592,-173.24,-196.664,1085.312,-117.12,-460.672
1049.688,-181.048,-257.176,1046.272,-156.16,-437.248
991.128,-270.84,-292.312,913.536,-210.816,-484.096
980.88,-167.872,-239.12,1061.888,46.848,-413.824
1128.744,-61.976,-238.144,1116.544,-23.424,-429.44
1151.68,-201.544,-258.64,1093.12,-163.968,-484.096
1083.848,-423.096,-306.464,874.496,-835.456,-460.672
737.856,-1241.96,-233.264,687.104,-1249.28,-366.976
578.768,-1473.76,-148.352,163.968,-6027.776,-1803.648
325.496,-3652.68,-581.208,-4310.016,-55194.752,-20043.136
-10443.688,-15732.632,-5490.0,-11922.816,-66844.288,15928.32
-15988.832,-14340.856,14726.376,-19074.944,-16022.016,12625.536
-15988.832,-15476.432,-5171.824,-9400.832,26711.168,8245.248
-4038.688,15988.832,-14205.192,3810.304,146891.904,-27960.448
1890.512,11674.424,8258.912,6902.272,7948.544,34300.544
9324.704,-14786.888,5388.984,31958.144,-62870.016,-17411.84
27.328,-9690.216,14257.896,-9065.088,-3482.368,13874.816
-7311.216,12471.816,814.472,3263.744,61113.216,-14241.792
1850.008,15988.832,-14880.584,-7120.896,18637.696,22081.024
-12680.68,-6975.96,15988.832,-13281.408,-8979.2,11087.36
-2892.376,-15086.52,-9784.4,921.344,-37978.112,-25844.48
3341.336,-14239.84,-1930.04,-3201.28,7776.768,-4669.184
1349.808,15988.832,-8408.728,3716.608,16248.448,-5293.824
6025.824,7831.912,2052.04,2678.144,429.44,-6386.944
3644.384,113.704,-3993.792,866.688,1007.232,5332.864
2650.816,4161.176,-5476.824,2732.8,6191.744,-4099.2
2570.296,7630.368,2151.592,1506.944,6621.184,648.064
2303.36,5576.376,666.12,4099.2,-31.232,-4067.968
5171.336,-394.792,2217.96,4185.088,-210.816,1405.44
3367.2,2023.736,-1573.8,2303.36,437.248,-1069.696
294.752,-734.928,1004.792,-78.08,-936.96,-23.424
-891.576,-796.416,207.4,-1155.584,-1342.976,54.656
-1010.16,-1388.848,234.24,-827.648,-2147.2,-101.504
-141.52,-670.024,172.752,-15.616,179.584,819.84
270.352,1008.696,-151.28,460.672,1015.04,-616.832
1727.52,545.096,-252.296,2037.888,710.528,-374.784
2763.056,1081.896,-522.16,2818.688,1241.472,-1257.088
2363.872,1813.896,-1014.552,1085.312,1061.888,-499.712
1393.24,1063.352,-87.352,1577.216,1405.44,-437.248
964.288,-122.976,-230.336,944.768,-31.232,-413.824
968.192,-122.488,-231.312,921.344,-46.848,-413.824
978.44,-123.464,-222.04,952.576,-78.08,-413.824
980.392,-126.88,-213.744,960.384,-85.888,-398.208
985.272,-132.248,-210.816,976.0,-78.08,-359.168
976.0,-197.152,-187.392,921.344,-163.968,-343.552
994.544,-197.64,-256.688,944.768,-117.12,-538.752
977.464,96.624,-178.12,929.152,7.808,-257.664
963.8,-73.2,-127.368,1022.848,-46.848,-320.128
1049.688,-233.264,-272.304,968.192,-281.088,-523.136
920.856,-109.8,-142.496,921.344,7.808,-273.28
959.408,78.08,-172.264,960.384,148.352,-390.4
1043.344,-83.448,-252.296,1054.08,-218.624,-398.208
1061.888,-266.936,-206.912,1015.04,-62.464,-406.016
980.392,-70.272,-222.04,936.96,-7.808,-374.784
920.368,-82.472,-172.752,866.688,-31.232,-335.744
1020.896,-114.68,-129.808,1007.232,-31.232,-312.32
1108.248,-113.704,-171.288,1155.584,-46.848,-452.864
1093.608,-274.744,-310.368,858.88,-655.872,-351.36
758.352,-1029.192,-296.216,718.336,-1061.888,-577.792
623.664,-1434.232,-358.68,585.6,-1421.056,-484.096
493.368,-1617.232,-172.752,195.2,-4466.176,-1007.232
338.184,-2914.336,-300.12,-3396.48,-47847.424,-18340.992
-8873.792,-15729.704,-9523.32,-10259.712,-71896.064,7308.288
-15988.832,-14162.736,15988.832,-18879.744,-26312.96,-5270.4
-11641.24,3689.28,9787.816,-8596.608,18793.856,12953.472
-3132.472,15988.832,-11290.856,1085.312,151826.56,-27796.48
2678.632,15988.832,4713.592,3466.752,27632.512,35495.168
8255.496,-13697.184,10393.912,41827.456,-77385.088,-31356.928
5301.632,-12773.888,10534.944,-8018.816,-8721.536,18208.256
-5865.76,12156.568,2890.424,4622.336,59278.336,-11352.832
-2189.656,15988.832,7054.528,-5574.912,32371.968,21550.08
-13334.6,-1115.08,15988.832,-14077.824,-5582.72,11594.88
-2875.784,-14247.16,-9068.504,-1444.48,-21503.232,9353.984
1338.096,-14548.744,-4061.624,-7120.896,936.96,3630.72
825.696,15114.336,-5809.64,3591.68,18739.2,-6402.56
6798.328,13431.224,-3095.384,6308.864,11134.208,-2170.624
1038.952,3925.96,-1729.96,1202.432,-1608.448,-54.656
4229.008,-454.816,-5114.728,5223.552,7144.32,-2685.952
2100.352,8037.848,-4320.264,616.832,7167.744,-609.024
4379.8,4257.8,4304.648,6059.008,3794.688,1717.76
5315.296,1248.304,-5568.08,5098.624,983.808,-5231.36
3114.416,-650.016,1231.712,1296.128,1061.888,-2490.752
-0.488,42.944,-711.016,-413.824,-460.672,31.232
-1496.208,-657.336,980.88,-1725.568,-538.752,851.072
-971.12,-2353.136,-779.824,-976.0,-2123.776,-772.992
-837.408,-1001.864,1468.88,-780.8,-609.024,1460.096
