acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],gyro_x[dps],gyro_y[dps],gyro_z[dps],acc_h_x[mg],acc_h_y[mg],acc_h_z[mg]
28.304,561.2,-672.952,-7.35,-40.25,-10.22,46.848,601.216,-710.528
22.936,563.64,-662.704,-7.7,-40.67,-10.71,46.848,616.832,-710.528
16.592,567.056,-655.872,-7.98,-41.02,-11.2,39.04,609.024,-671.488
9.76,569.984,-647.576,-8.54,-41.44,-11.62,31.232,632.448,-663.68
1.464,572.424,-636.352,-9.03,-41.79,-12.04,39.04,609.024,-679.296
-12.2,572.912,-626.592,-9.8,-42.49,-12.74,7.808,616.832,-640.256
-22.936,572.912,-616.344,-10.5,-42.98,-13.23,7.808,609.024,-648.064
-33.672,579.256,-610.0,-11.27,-43.75,-14.0,0.0,624.64,-624.64
-45.384,582.184,-604.632,-12.11,-44.38,-14.7,-23.424,648.064,-616.832
-60.024,584.136,-597.312,-13.3,-45.22,-15.4,-31.232,632.448,-624.64
-73.688,586.088,-591.456,-14.49,-46.41,-16.38,-46.848,648.064,-648.064
-81.496,592.432,-586.576,-15.96,-47.25,-17.22,-54.656,648.064,-609.024
-98.088,596.336,-582.672,-17.57,-48.16,-18.06,-70.272,640.256,-609.024
-110.288,604.144,-583.16,-19.11,-49.49,-18.97,-78.08,679.296,-601.216
-121.512,611.952,-580.72,-20.79,-50.68,-19.95,-93.696,648.064,-609.024
-132.736,619.76,-580.232,-22.75,-51.8,-20.79,-124.928,663.68,-609.024
-145.912,628.056,-575.84,-24.99,-53.06,-21.77,-93.696,687.104,-601.216
-156.16,636.84,-569.008,-27.44,-54.6,-22.68,-117.12,687.104,-585.6
-166.896,646.6,-560.224,-30.24,-56.14,-23.8,-148.352,687.104,-593.408
-174.704,655.384,-553.88,-33.32,-57.82,-24.85,-140.544,702.72,-569.984
-185.44,663.68,-543.632,-36.61,-59.22,-25.9,-156.16,718.336,-577.792
-196.664,677.344,-533.872,-40.39,-60.69,-27.09,-187.392,741.76,-562.176
-206.912,686.616,-523.136,-44.38,-62.23,-28.42,-179.584,726.144,-546.56
-219.112,696.376,-514.352,-48.37,-64.05,-29.68,-187.392,733.952,-530.944
-231.312,708.088,-504.592,-52.78,-65.73,-30.94,-218.624,757.376,-538.752
-240.584,716.872,-495.32,-56.98,-67.48,-32.2,-218.624,780.8,-523.136
-255.712,724.68,-485.56,-61.53,-69.23,-33.46,-218.624,757.376,-515.328
-267.424,732.488,-479.216,-66.15,-71.19,-34.72,-234.24,796.416,-515.328
-281.088,737.368,-467.016,-71.12,-73.15,-36.05,-273.28,796.416,-484.096
-293.776,738.344,-458.232,-76.23,-75.11,-37.38,-281.088,772.992,-507.52
-307.44,738.832,-444.08,-81.55,-77.21,-38.78,-273.28,804.224,-476.288
-318.664,739.32,-434.32,-86.94,-79.31,-40.39,-288.896,788.608,-445.056
-329.4,741.272,-422.12,-92.68,-81.34,-42.14,-273.28,804.224,-452.864
-341.112,741.76,-414.8,-98.7,-83.37,-43.89,-335.744,796.416,-429.44
-352.824,741.272,-406.992,-104.86,-85.4,-45.92,-343.552,788.608,-429.44
-363.56,743.712,-399.184,-111.23,-87.36,-48.16,-343.552,780.8,-413.824
-374.296,746.152,-390.4,-117.74,-89.39,-50.4,-312.32,788.608,-406.016
-384.544,748.592,-383.08,-124.53,-91.42,-52.78,-343.552,819.84,-429.44
-395.768,752.008,-379.176,-131.6,-93.45,-55.23,-374.784,788.608,-390.4
-401.624,755.912,-375.272,-138.53,-95.34,-57.96,-398.208,819.84,-398.208
-409.432,760.304,-374.784,-145.81,-97.16,-60.48,-390.4,812.032,-374.784
-417.24,770.064,-375.76,-153.23,-98.91,-63.35,-406.016,819.84,-390.4
-424.072,778.36,-377.712,-160.93,-100.38,-66.15,-398.208,827.648,-406.016
-434.808,785.192,-377.712,-168.91,-101.92,-69.23,-406.016,835.456,-406.016
-444.568,796.416,-376.248,-177.03,-103.53,-72.31,-413.824,835.456,-382.592
-453.352,806.176,-379.664,-185.29,-105.14,-75.67,-445.056,851.072,-406.016
-463.112,814.472,-381.616,-193.76,-106.47,-78.96,-437.248,874.496,-421.632
-474.824,817.888,-385.52,-202.3,-108.01,-82.11,-468.48,858.88,-421.632
-482.632,818.864,-391.376,-210.77,-109.9,-85.26,-445.056,866.688,-413.824
-492.392,821.304,-396.744,-219.1,-111.65,-88.41,-460.672,866.688,-413.824
-502.64,821.304,-406.016,-227.22,-113.12,-91.84,-476.288,874.496,-421.632
-510.936,819.352,-417.728,-235.41,-114.66,-95.2,-499.712,874.496,-445.056
-521.672,814.96,-436.272,-243.18,-116.13,-98.91,-484.096,866.688,-468.48
-531.432,806.664,-455.792,-250.81,-117.74,-102.34,-523.136,843.264,-484.096
-541.68,797.392,-476.776,-258.09,-119.42,-105.91,-530.944,819.84,-523.136
-552.416,793.488,-492.88,-264.6,-121.17,-109.34,-530.944,851.072,-530.944
-563.64,791.536,-505.08,-270.76,-123.27,-113.05,-523.136,843.264,-530.944
-572.424,793.488,-513.376,-277.48,-125.37,-116.9,-523.136,843.264,-530.944
-577.792,793.0,-526.064,-284.69,-127.4,-120.89,-523.136,835.456,-546.56
-580.72,791.048,-535.336,-292.18,-129.08,-125.09,-554.368,866.688,-546.56
-585.112,786.656,-544.12,-299.81,-130.34,-129.36,-562.176,835.456,-569.984
-589.016,779.824,-561.2,-307.23,-131.95,-133.49,-562.176,827.648,-569.984
-589.504,774.944,-579.744,-314.16,-133.7,-137.55,-530.944,796.416,-609.024
-589.016,766.648,-593.408,-321.09,-135.03,-141.19,-569.984,804.224,-601.216
-584.136,760.792,-602.68,-327.18,-136.22,-144.69,-554.368,804.224,-601.216
-583.648,752.496,-614.88,-333.13,-137.06,-148.05,-562.176,796.416,-655.872
-578.28,743.224,-632.936,-338.8,-137.83,-151.76,-569.984,780.8,-663.68
-574.864,730.536,-641.72,-344.54,-138.11,-156.52,-515.328,788.608,-687.104
-575.84,715.896,-649.04,-349.79,-138.67,-161.42,-562.176,780.8,-671.488
-569.496,710.04,-657.336,-354.27,-139.51,-165.97,-546.56,749.568,-687.104
-563.64,701.744,-660.264,-358.47,-140.07,-170.8,-562.176,749.568,-694.912
-561.688,691.984,-655.384,-362.6,-139.93,-175.7,-523.136,741.76,-694.912
-559.248,678.808,-648.552,-366.31,-139.72,-180.46,-515.328,765.184,-679.296
-560.712,666.608,-643.672,-369.6,-139.72,-184.73,-546.56,694.912,-655.872
-557.784,652.944,-641.232,-372.4,-140.07,-188.65,-523.136,679.296,-663.68
-545.096,642.696,-634.888,-374.22,-140.42,-192.78,-484.096,702.72,-663.68
-534.848,631.96,-635.376,-376.18,-140.0,-196.98,-507.52,679.296,-679.296
-533.384,616.344,-626.104,-378.14,-139.02,-201.25,-530.944,671.488,-655.872
-527.04,605.12,-615.856,-380.03,-138.46,-205.31,-523.136,671.488,-648.064
-514.352,587.064,-608.048,-381.5,-137.9,-209.02,-484.096,640.256,-632.448
-496.784,580.72,-600.24,-382.06,-136.78,-212.8,-468.48,616.832,-632.448
-484.096,579.744,-596.824,-382.55,-134.82,-216.93,-484.096,632.448,-616.832
-465.552,579.256,-595.36,-382.97,-132.86,-221.27,-437.248,624.64,-632.448
-453.84,579.744,-595.36,-383.25,-129.71,-225.61,-406.016,616.832,-616.832
-453.352,585.112,-599.264,-383.74,-126.42,-229.39,-437.248,648.064,-648.064
-446.52,587.552,-605.12,-384.09,-123.9,-233.03,-437.248,624.64,-632.448
-441.64,589.504,-610.976,-384.16,-121.03,-237.02,-390.4,640.256,-632.448
-447.984,591.456,-613.416,-383.32,-118.09,-241.22,-429.44,648.064,-640.256
-446.52,594.384,-616.344,-381.64,-115.85,-244.86,-413.824,655.872,-648.064
-441.64,596.336,-625.128,-379.68,-113.75,-248.22,-421.632,663.68,-648.064
-437.248,603.656,-629.52,-377.51,-111.16,-252.07,-421.632,655.872,-671.488
-424.072,611.464,-632.448,-375.62,-108.29,-256.62,-390.4,663.68,-632.448
-419.68,613.416,-628.056,-374.01,-104.51,-261.59,-406.016,624.64,-648.064
-419.68,615.856,-633.912,-371.56,-100.94,-266.35,-413.824,671.488,-671.488
-418.216,613.904,-641.232,-368.48,-97.3,-271.11,-406.016,655.872,-687.104
-412.36,616.832,-651.968,-364.98,-93.8,-275.38,-390.4,640.256,-694.912
-410.408,613.416,-663.192,-361.13,-90.02,-278.88,-398.208,648.064,-702.72
-406.016,615.856,-675.88,-356.86,-86.24,-281.68,-398.208,671.488,-702.72
-406.016,626.592,-681.248,-352.38,-82.67,-284.2,-374.784,671.488,-718.336
-401.136,645.136,-694.424,-348.53,-79.03,-286.51,-374.784,718.336,-726.144
-402.112,657.824,-694.424,-345.31,-74.97,-288.54,-390.4,710.528,-726.144
-399.184,675.392,-698.328,-342.16,-70.77,-290.5,-374.784,718.336,-726.144
-397.72,685.64,-697.84,-338.94,-66.08,-292.32,-382.592,733.952,-733.952
-407.48,688.568,-692.96,-335.23,-60.83,-293.58,-359.168,733.952,-726.144
-420.168,691.984,-677.344,-330.4,-56.21,-294.35,-390.4,741.76,-718.336
-427.488,699.304,-668.56,-325.01,-52.78,-294.56,-413.824,749.568,-702.72
-431.88,711.016,-668.072,-319.27,-49.28,-294.63,-413.824,757.376,-702.72
-428.464,716.384,-660.752,-313.88,-45.43,-294.77,-390.4,780.8,-687.104
-435.296,729.56,-641.232,-308.91,-40.25,-295.61,-437.248,796.416,-687.104
-450.912,724.192,-619.272,-304.43,-34.86,-296.8,-437.248,765.184,-640.256
-474.824,713.944,-592.432,-299.46,-29.89,-297.85,-468.48,772.992,-624.64
-479.704,705.16,-575.84,-294.0,-26.18,-298.34,-437.248,733.952,-609.024
-481.168,692.96,-560.712,-288.33,-22.26,-298.62,-437.248,726.144,-601.216
-492.392,677.344,-541.68,-282.31,-17.71,-298.97,-476.288,718.336,-562.176
-500.2,671.0,-519.72,-276.15,-13.37,-299.04,-460.672,726.144,-538.752
-508.984,664.168,-497.272,-270.62,-9.59,-299.04,-476.288,687.104,-515.328
-514.84,656.36,-472.872,-265.37,-5.74,-298.9,-491.904,702.72,-476.288
-521.184,650.016,-444.568,-260.82,-1.61,-298.48,-515.328,702.72,-460.672
-527.528,638.304,-416.264,-256.41,2.66,-297.43,-499.712,694.912,-445.056
-539.24,623.176,-386.984,-251.86,6.93,-296.59,-484.096,655.872,-421.632
-548.512,607.56,-360.632,-246.68,10.85,-295.19,-499.712,655.872,-382.592
-557.784,587.064,-336.72,-241.22,14.84,-292.95,-538.752,648.064,-359.168
-565.592,561.688,-309.88,-235.2,18.55,-290.15,-554.368,616.832,-327.936
-567.544,544.12,-281.576,-228.13,22.19,-287.21,-546.56,585.6,-312.32
-579.256,515.328,-251.32,-220.71,25.97,-284.06,-538.752,569.984,-257.664
-588.528,496.296,-226.432,-212.66,29.68,-280.49,-593.408,562.176,-249.856
-591.456,478.728,-206.424,-204.68,33.04,-277.06,-562.176,530.944,-234.24
-601.704,459.208,-189.832,-196.63,36.89,-274.26,-585.6,523.136,-226.432
-625.128,445.544,-176.168,-188.3,40.74,-271.67,-609.024,523.136,-187.392
-643.672,438.224,-163.48,-179.55,44.03,-269.29,-640.256,468.48,-195.2
-662.704,436.76,-158.112,-170.59,47.04,-267.26,-648.064,507.52,-187.392
-680.76,438.224,-152.256,-161.21,49.7,-264.95,-671.488,491.904,-156.16
-696.376,454.816,-144.448,-152.11,52.22,-262.15,-663.68,499.712,-148.352
-714.92,474.336,-142.008,-143.36,54.32,-259.7,-679.296,507.52,-163.968
-728.096,500.2,-141.032,-134.75,56.28,-257.32,-694.912,546.56,-163.968
-736.88,535.336,-146.888,-126.35,58.31,-255.22,-741.76,609.024,-148.352
-752.496,575.352,-155.672,-118.16,60.55,-253.47,-741.76,609.024,-187.392
-771.04,619.272,-162.992,-110.25,62.44,-251.51,-757.376,671.488,-179.584
-781.288,665.632,-169.336,-102.83,64.33,-249.27,-741.76,702.72,-187.392
-798.368,706.136,-178.12,-95.97,66.29,-246.82,-772.992,757.376,-203.008
-814.96,746.152,-186.416,-89.32,67.76,-244.23,-780.8,796.416,-218.624
-825.696,781.288,-194.224,-83.02,69.02,-241.15,-780.8,843.264,-210.816
-832.04,817.4,-197.152,-76.93,70.0,-237.44,-835.456,858.88,-226.432
-838.384,847.656,-202.032,-71.33,71.12,-233.31,-804.224,897.92,-210.816
-846.68,880.84,-202.032,-66.01,72.31,-228.83,-827.648,944.768,-210.816
-850.584,916.952,-198.616,-61.25,73.57,-224.49,-819.84,976.0,-226.432
-855.464,949.16,-192.76,-57.05,74.62,-220.22,-858.88,1022.848,-218.624
-860.832,981.368,-184.464,-53.06,75.81,-216.37,-804.224,1038.464,-203.008
-864.736,1018.944,-176.168,-49.42,77.21,-212.73,-858.88,1069.696,-203.008
-881.328,1052.616,-169.336,-45.92,78.89,-209.44,-882.304,1116.544,-195.2
-899.872,1084.824,-159.088,-42.49,79.94,-206.15,-843.264,1124.352,-187.392
-912.56,1118.496,-148.352,-39.06,80.43,-202.79,-897.92,1179.008,-148.352
-924.272,1148.264,-137.616,-35.77,80.85,-199.08,-913.536,1202.432,-132.736
-935.984,1173.64,-123.464,-32.83,81.34,-195.37,-905.728,1218.048,-148.352
-950.624,1191.208,-108.336,-30.31,81.76,-191.66,-929.152,1233.664,-101.504
-958.92,1205.848,-87.352,-28.42,81.97,-187.95,-936.96,1249.28,-101.504
-974.048,1214.144,-72.712,-26.74,82.04,-184.66,-952.576,1264.896,-85.888
-987.224,1222.928,-58.56,-25.27,81.69,-181.02,-983.808,1280.512,-54.656
-992.592,1230.736,-43.432,-24.08,81.27,-177.59,-1015.04,1288.32,-70.272
-1000.888,1231.224,-29.28,-22.89,81.06,-173.88,-983.808,1280.512,-39.04
-996.984,1234.152,-26.352,-21.77,80.43,-170.17,-968.192,1264.896,-39.04
-993.08,1226.832,-16.104,-20.72,80.08,-166.11,-968.192,1257.088,-15.616
-988.2,1221.952,0.0,-19.74,79.66,-162.33,-991.616,1249.28,0.0
-975.512,1216.096,17.08,-18.83,79.17,-158.34,-952.576,1249.28,-23.424
-958.92,1210.728,30.744,-18.13,79.03,-154.35,-944.768,1257.088,7.808
-949.16,1202.432,42.944,-17.43,79.03,-150.43,-921.344,1249.28,46.848
-935.984,1195.112,55.144,-16.52,79.17,-146.58,-905.728,1241.472,46.848
-917.44,1191.208,62.464,-15.47,79.38,-142.59,-874.496,1218.048,46.848
-920.856,1180.472,70.76,-14.56,79.87,-139.3,-905.728,1218.048,54.656
-925.248,1176.08,78.568,-14.07,79.24,-135.59,-890.112,1210.24,78.08
-922.808,1171.2,86.864,-13.86,78.19,-131.11,-897.92,1210.24,62.464
-917.928,1171.688,95.16,-13.86,77.35,-126.63,-866.688,1241.472,78.08
-919.392,1172.664,102.48,-13.58,77.14,-122.01,-913.536,1194.624,70.272
-926.712,1174.128,111.752,-12.53,76.93,-117.46,-913.536,1225.856,93.696
-935.008,1178.52,114.192,-10.57,76.44,-113.12,-905.728,1218.048,101.504
-944.28,1177.056,118.096,-8.33,75.81,-108.92,-929.152,1218.048,101.504
-956.968,1169.248,121.024,-5.88,75.04,-104.72,-921.344,1225.856,132.736
-977.464,1159.488,128.832,-3.5,73.99,-100.52,-968.192,1210.24,117.12
-989.664,1147.288,138.592,-1.47,72.45,-96.32,-944.768,1179.008,117.12
-996.496,1135.088,147.376,0.21,70.42,-91.84,-983.808,1163.392,140.544
-1001.376,1115.08,149.816,1.96,68.11,-86.73,-952.576,1155.584,140.544
-996.984,1097.024,152.256,3.92,65.45,-81.48,-983.808,1139.968,148.352
-989.664,1080.92,157.624,6.44,62.86,-76.02,-952.576,1139.968,124.928
-976.0,1069.696,153.72,9.73,60.27,-70.56,-936.96,1108.736,132.736
-952.576,1064.816,143.96,13.37,58.31,-65.17,-921.344,1124.352,117.12
-938.912,1058.472,146.4,17.29,57.19,-59.99,-929.152,1093.12,132.736
-934.032,1057.008,159.576,21.28,55.93,-54.95,-897.92,1116.544,132.736
-915.488,1058.472,164.456,25.27,54.25,-50.12,-897.92,1085.312,140.544
-898.408,1059.448,172.264,29.12,52.78,-45.15,-874.496,1132.16,163.968
-882.304,1057.984,183.976,32.69,51.52,-39.83,-851.072,1116.544,163.968
-866.688,1057.008,191.784,36.26,50.4,-34.23,-874.496,1100.928,163.968
-857.416,1054.08,199.104,39.83,49.21,-28.63,-843.264,1116.544,203.008
-844.728,1052.128,206.424,43.4,47.88,-23.31,-819.84,1085.312,187.392
-834.48,1053.592,215.696,46.83,46.62,-18.62,-788.608,1116.544,187.392
-827.648,1053.104,223.992,50.19,45.43,-14.07,-812.032,1093.12,210.816
-819.84,1053.592,230.824,53.41,44.03,-9.94,-804.224,1108.736,226.432
-814.96,1054.568,241.56,56.56,42.42,-5.81,-780.8,1085.312,210.816
-811.056,1055.544,251.32,59.64,41.02,-2.17,-772.992,1085.312,234.24
-809.104,1052.616,261.08,62.86,39.41,1.4,-772.992,1124.352,234.24
-808.616,1053.104,268.4,66.22,37.73,4.83,-804.224,1108.736,249.856
-806.664,1053.592,275.232,69.72,36.05,8.12,-772.992,1085.312,257.664
-803.736,1057.008,279.136,73.29,34.58,11.62,-780.8,1124.352,257.664
-801.784,1065.792,286.944,76.65,32.9,14.84,-796.416,1093.12,257.664
-796.416,1079.456,288.896,79.66,31.5,17.85,-780.8,1116.544,281.088
-792.512,1092.632,294.752,82.04,30.1,20.51,-772.992,1155.584,281.088
-785.192,1109.712,294.752,84.07,28.7,23.1,-749.568,1171.2,265.472
-775.432,1132.16,297.68,85.61,27.23,25.48,-749.568,1186.816,265.472
-764.208,1152.168,299.632,86.52,25.55,27.93,-733.952,1218.048,281.088
-753.96,1172.176,298.168,86.94,24.15,30.52,-726.144,1233.664,288.896
-743.712,1186.328,302.072,86.8,22.82,33.11,-726.144,1249.28,273.28
-733.952,1198.04,299.144,86.38,21.42,35.42,-718.336,1249.28,281.088
-726.632,1205.36,297.192,85.47,20.37,37.73,-702.72,1249.28,281.088
-716.384,1209.752,292.8,83.93,19.11,39.83,-694.912,1257.088,273.28
-712.48,1211.704,292.312,81.55,17.99,41.72,-671.488,1233.664,265.472
-712.48,1207.8,294.264,78.75,16.8,43.4,-687.104,1272.704,273.28
-711.016,1203.896,295.728,75.32,15.54,44.94,-679.296,1264.896,288.896
-711.016,1194.624,292.312,71.54,14.21,46.55,-702.72,1249.28,273.28
-711.504,1180.96,287.432,67.55,12.67,48.09,-671.488,1210.24,265.472
-711.504,1167.296,287.432,63.42,10.99,49.77,-687.104,1194.624,281.088
-705.16,1145.824,282.064,59.29,9.45,51.45,-671.488,1179.008,249.856
-696.376,1121.424,281.088,55.23,7.7,52.92,-671.488,1194.624,265.472
-690.032,1099.464,279.136,51.31,6.23,54.11,-687.104,1139.968,273.28
-684.664,1073.112,275.72,47.53,4.69,55.3,-640.256,1116.544,265.472
-673.928,1051.152,273.768,43.61,3.22,56.35,-671.488,1132.16,249.856
-664.656,1025.288,268.4,39.76,1.96,57.47,-655.872,1069.696,242.048
-659.288,999.912,266.936,35.98,0.77,58.59,-624.64,1061.888,242.048
-653.432,973.56,263.52,32.48,-0.49,59.71,-648.064,991.616,242.048
-646.6,947.696,257.664,29.19,-1.82,60.76,-624.64,991.616,210.816
-642.208,924.76,250.832,26.25,-2.94,61.81,-593.408,968.192,234.24
-637.816,900.36,248.392,23.45,-3.92,62.72,-616.832,952.576,234.24
-634.4,878.888,246.44,21.0,-4.9,63.63,-624.64,921.344,210.816
-634.4,859.368,245.464,18.76,-5.6,64.54,-593.408,897.92,218.624
-634.888,840.824,243.024,16.45,-6.3,65.24,-593.408,882.304,226.432
-638.304,822.28,242.536,14.28,-7.0,65.8,-593.408,866.688,257.664
-645.136,798.856,245.464,12.32,-7.63,66.5,-616.832,835.456,226.432
-654.896,776.408,245.464,10.85,-8.4,67.13,-624.64,843.264,242.048
-666.12,748.104,243.024,9.87,-9.31,67.55,-640.256,772.992,226.432
-681.736,719.312,243.024,9.24,-10.15,67.97,-624.64,780.8,234.24
-705.16,682.712,251.808,9.1,-11.2,68.25,-694.912,726.144,234.24
-726.144,639.28,257.176,9.59,-12.88,68.53,-687.104,679.296,226.432
-746.152,589.992,268.4,10.92,-14.84,69.02,-733.952,648.064,265.472
-769.088,536.312,279.136,12.95,-16.94,69.44,-772.992,569.984,257.664
-793.488,471.896,300.12,16.24,-19.67,69.86,-757.376,499.712,288.896
-815.936,407.968,316.712,20.23,-22.89,70.14,-804.224,437.248,296.704
-832.04,342.088,339.16,25.27,-26.67,70.42,-812.032,374.784,327.936
-834.48,280.6,350.872,31.22,-30.31,70.7,-827.648,312.32,351.36
-835.944,225.944,362.096,37.87,-33.6,70.91,-812.032,257.664,359.168
-831.064,182.024,374.296,44.94,-36.89,70.98,-796.416,234.24,374.784
-819.84,145.424,390.4,52.08,-39.83,71.12,-788.608,195.2,374.784
-804.712,123.952,399.672,59.36,-42.42,71.26,-780.8,171.776,382.592
-784.704,118.096,402.112,66.22,-44.52,71.54,-757.376,187.392,390.4
-766.648,123.952,401.624,72.73,-45.99,71.82,-741.76,187.392,359.168
-742.736,143.96,402.6,78.82,-47.18,72.38,-710.528,195.2,366.976
-714.92,176.656,391.864,84.49,-47.6,72.94,-694.912,242.048,366.976
-687.592,221.552,371.856,89.88,-47.18,73.64,-671.488,281.088,343.552
-669.048,278.648,352.824,94.71,-46.2,74.27,-624.64,343.552,327.936
-654.896,346.48,338.672,98.98,-45.15,74.83,-640.256,406.016,320.128
-637.816,419.68,315.736,102.27,-43.96,75.25,-601.216,484.096,296.704
-619.76,499.224,286.944,104.02,-42.35,75.6,-601.216,562.176,257.664
-610.0,579.256,252.784,103.95,-40.32,75.67,-569.984,616.832,234.24
-603.168,658.8,221.064,101.71,-38.01,75.25,-585.6,710.528,203.008
-606.096,730.048,192.272,97.44,-35.77,74.2,-585.6,765.184,171.776
-611.952,795.44,162.992,91.49,-33.74,72.66,-585.6,858.88,132.736
-622.2,851.56,129.808,84.28,-31.71,70.63,-593.408,890.112,93.696
-638.304,895.48,95.648,76.23,-29.89,68.11,-601.216,952.576,85.888
-658.312,927.688,73.2,67.48,-28.28,65.52,-609.024,999.424,54.656
-679.296,949.16,51.728,58.31,-26.95,63.21,-624.64,999.424,23.424
-706.624,955.016,20.496,48.93,-25.76,61.11,-687.104,968.192,0.0
-733.464,946.232,-4.392,39.48,-24.78,58.94,-694.912,983.808,-31.232
-762.256,921.832,-18.544,30.17,-24.08,56.91,-733.952,952.576,-39.04
-785.68,884.744,-22.936,21.21,-23.87,54.81,-765.184,929.152,-54.656
-806.176,838.872,-34.16,13.09,-23.52,52.78,-772.992,874.496,-70.272
-823.256,784.704,-42.456,5.25,-23.31,50.68,-796.416,819.84,-93.696
-837.408,727.12,-49.776,-2.1,-23.1,48.58,-835.456,757.376,-70.272
-849.12,663.192,-53.68,-8.89,-22.75,46.34,-835.456,718.336,-78.08
-860.344,598.776,-55.632,-14.7,-22.54,44.17,-827.648,632.448,-70.272
-869.616,537.288,-54.656,-19.67,-22.33,41.93,-851.072,569.984,-85.888
-876.448,478.24,-54.168,-23.87,-21.98,39.76,-874.496,538.752,-93.696
-878.888,421.144,-58.56,-27.09,-21.77,37.45,-866.688,460.672,-78.08
-883.28,367.952,-61.488,-29.89,-21.21,35.14,-858.88,398.208,-78.08
-887.672,316.712,-50.752,-31.99,-20.51,32.97,-851.072,343.552,-62.464
-898.408,264.984,-40.504,-33.32,-19.88,30.8,-882.304,320.128,-62.464
-908.168,219.6,-28.792,-33.81,-19.32,28.84,-858.88,265.472,-70.272
-918.416,175.192,-21.472,-33.6,-18.83,26.88,-913.536,203.008,-46.848
-931.592,133.712,-8.784,-33.11,-18.34,24.99,-905.728,179.584,-15.616
-942.816,98.088,2.44,-31.92,-17.99,23.24,-929.152,117.12,-23.424
-956.48,66.856,9.76,-30.45,-17.71,21.7,-944.768,101.504,-15.616
-966.728,36.112,20.008,-28.14,-17.43,20.09,-921.344,62.464,-15.616
-978.928,13.664,26.352,-25.41,-17.08,18.48,-936.96,54.656,23.424
-995.032,-8.296,37.576,-22.19,-16.94,16.94,-968.192,23.424,7.808
-1006.256,-27.328,50.752,-18.41,-17.08,15.4,-936.96,23.424,15.616
-1012.112,-41.968,54.168,-14.28,-17.22,13.86,-999.424,-7.808,39.04
-1013.576,-52.216,48.8,-9.94,-17.29,12.25,-991.616,23.424,46.848
-1014.552,-62.952,53.192,-5.53,-17.29,10.57,-983.808,-15.616,23.424
-1013.576,-66.368,52.216,-1.19,-17.08,8.96,-983.808,-39.04,15.616
-1008.208,-68.808,39.528,2.87,-16.59,7.63,-991.616,-31.232,46.848
-1001.864,-68.808,25.376,6.79,-16.38,6.16,-960.384,-7.808,23.424
-994.056,-64.904,17.568,11.13,-16.03,4.83,-960.384,0.0,-7.808
-983.808,-60.024,3.416,15.54,-15.75,3.85,-968.192,-23.424,-39.04
-972.584,-51.728,-14.64,20.16,-15.4,3.01,-944.768,-7.808,-39.04
-960.384,-42.944,-39.04,25.06,-14.98,2.38,-936.96,7.808,-54.656
-945.744,-34.16,-61.488,30.17,-14.42,2.03,-913.536,-15.616,-93.696
-927.2,-27.816,-88.328,35.35,-14.0,2.03,-905.728,7.808,-124.928
-912.56,-16.104,-107.36,40.67,-13.51,2.17,-874.496,31.232,-117.12
-895.968,-9.272,-116.144,46.34,-13.3,2.45,-858.88,31.232,-132.736
-880.84,-1.464,-119.56,52.36,-13.16,2.73,-858.88,54.656,-140.544
-860.344,4.88,-134.2,58.73,-13.02,2.87,-819.84,31.232,-179.584
-843.264,13.664,-155.184,65.52,-12.46,2.8,-819.84,78.08,-171.776
-832.04,21.96,-167.872,72.45,-11.83,2.45,-819.84,93.696,-187.392
-825.208,36.112,-179.096,79.38,-11.13,1.54,-812.032,85.888,-210.816
-820.816,51.728,-175.192,86.38,-10.5,0.56,-772.992,101.504,-203.008
-820.328,66.856,-159.576,93.59,-10.01,-0.77,-788.608,101.504,-195.2
-819.84,85.888,-150.792,101.29,-9.31,-2.1,-804.224,132.736,-171.776
-825.696,103.456,-142.008,109.34,-8.4,-3.36,-796.416,163.968,-148.352
-832.528,122.976,-125.416,117.74,-7.56,-4.76,-827.648,179.584,-140.544
-839.848,142.984,-108.336,125.72,-7.0,-6.3,-812.032,203.008,-156.16
-851.072,155.184,-92.232,133.28,-6.51,-7.56,-835.456,195.2,-109.312
-859.368,156.16,-90.28,140.49,-6.16,-8.75,-827.648,218.624,-101.504
-860.344,148.352,-123.464,147.77,-5.74,-9.66,-835.456,179.584,-156.16
-864.248,164.456,-157.136,154.84,-4.97,-10.57,-835.456,242.048,-187.392
-894.992,196.176,-146.4,159.39,-4.48,-11.97,-874.496,226.432,-179.584
-908.168,235.216,-140.056,161.0,-5.88,-13.3,-866.688,288.896,-140.544
-894.992,272.792,-156.16,161.49,-7.21,-13.58,-874.496,359.168,-203.008
-882.792,306.952,-163.968,163.24,-6.86,-13.02,-843.264,335.744,-187.392
-884.256,343.064,-154.208,167.3,-5.04,-11.76,-874.496,374.784,-187.392
-896.456,386.984,-144.448,173.74,-2.52,-10.36,-874.496,445.056,-156.16
-915.976,441.64,-153.232,181.23,0.21,-8.4,-905.728,491.904,-171.776
-951.6,502.64,-146.888,187.81,2.38,-5.95,-944.768,577.792,-171.776
-992.592,547.536,-116.632,192.71,3.43,-3.15,-952.576,616.832,-109.312
-1028.704,581.208,-87.352,196.21,3.64,-0.49,-1007.232,632.448,-93.696
-1054.08,606.584,-81.008,198.59,3.08,1.54,-1038.464,663.68,-117.12
-1069.696,627.08,-87.352,199.5,2.38,2.73,-1046.272,671.488,-117.12
-1079.456,642.696,-93.696,199.15,1.12,3.22,-1054.08,694.912,-101.504
