# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
3290601255,-163.541,-36.722,-949.770
3290651528,-206.424,-42.883,-996.252
3290751111,-192.333,-13.908,-947.269
3290801415,-200.934,-17.019,-997.899
3290851575,-169.824,-39.955,-962.763
3290951378,-209.169,-58.133,-967.155
3291001683,-198.250,-68.686,-1002.169
3291051157,-186.782,-64.172,-999.302
3291150996,-162.321,-31.598,-950.990
3291201062,-171.410,-52.460,-984.296
3291301484,-162.626,-8.296,-924.821
3291351958,-161.345,-6.161,-933.544
3291401928,-172.874,-61.427,-972.645
3291501976,-169.031,-95.160,-971.913
3291552255,-186.050,-90.219,-978.135
3291601589,-209.596,-110.288,-1000.827
3291701221,-228.140,-88.511,-973.926
3291750846,-218.258,-60.817,-984.540
3291802265,-222.955,-62.159,-1051.884
3291901680,-157.319,-33.184,-950.075
3291951820,-159.027,30.988,-932.324
3292051627,-128.954,56.120,-971.974
3292101758,-127.307,79.849,-996.130
3292151206,-78.507,95.282,-970.754
3292251527,-56.913,116.937,-997.899
3292302381,20.740,151.829,-987.956
3292351961,56.364,197.396,-957.761
3292452018,96.990,203.984,-908.900
3292502013,102.907,162.870,-898.896
3292551948,95.282,164.029,-967.765
3292601674,95.282,164.029,-967.765
3292651483,20.862,86.376,-973.377
3292701508,-21.106,15.006,-1013.515
3292800820,-8.113,-41.541,-987.956
3292851787,-10.919,-83.875,-1021.872
3292901743,-15.860,-162.565,-917.684
3293000710,-26.291,-168.787,-1039.562
3293051954,-15.189,-210.694,-1004.975
3293102126,11.407,-217.831,-932.080
3293201065,37.088,-184.769,-1024.983
3293252605,68.015,-155.794,-1024.434
3293301885,67.405,-114.924,-930.189
3293402710,145.241,-38.308,-975.268
3293450915,161.589,-21.472,-977.952
3293551652,190.869,23.302,-982.893
3293602522,227.469,42.090,-981.734
3293650959,289.323,76.860,-876.936
3293751866,355.447,102.297,-914.634
3293801108,394.670,98.393,-906.765
3293851176,434.076,90.951,-899.384
3293950750,484.035,72.834,-835.334
3294000842,512.766,76.372,-822.341
3294101180,466.101,55.144,-790.377
3294150730,392.718,-6.832,-843.630
3294201614,272.426,-67.039,-991.494
3294301217,109.190,-79.605,-997.838
3294351202,70.272,-132.797,-990.335
3294400822,-20.557,-137.616,-998.448
3294501218,-96.380,-159.393,-998.997
3294551235,-125.660,-155.611,-973.499
3294601298,-162.016,-153.781,-973.926
3294700945,-194.041,-144.326,-955.138
3294750910,-186.050,-163.175,-931.836
3294851521,-227.408,-140.544,-1018.456
3294901359,7.564,-200.690,-1003.450
3294951444,-21.045,-132.797,-992.043
3295050590,220.942,-176.900,-911.401
3295101213,308.843,-192.821,-802.211
3295151370,327.265,-223.138,-962.458
3295251075,261.202,-230.885,-951.051
3295301734,229.421,-230.946,-954.406
3295350739,211.304,-174.399,-1028.155
3295451323,208.071,-145.363,-954.955
3295501123,218.197,-17.446,-963.251
3295600915,240.462,74.664,-929.762
3295650967,247.172,132.797,-912.438
3295701611,261.141,185.623,-917.257
3295801347,260.165,195.932,-909.083
3295851484,259.799,102.114,-859.551
3295900838,231.617,50.020,-907.314
3296000726,203.191,-5.856,-1026.630
3296050930,205.387,-101.931,-1000.827
3296101513,161.040,-163.846,-929.030
3296201467,177.876,-186.904,-1001.254
3296251192,134.505,-174.704,-1028.338
3296350880,138.409,-175.558,-978.013
3296401448,156.465,-144.326,-943.426
3296450684,182.085,-108.214,-956.968
3296551231,253.272,-85.034,-987.041
3296600664,300.181,-77.104,-907.375
3296650670,366.488,-65.331,-880.901
3296750977,404.369,-55.022,-922.015
3296801539,425.414,-47.702,-910.913
3296901173,483.547,-38.552,-838.018
3296951088,469.639,-18.178,-811.483
3297000824,381.433,-20.374,-864.309
3297101457,266.753,-50.020,-959.652
3297151273,123.769,-11.407,-1026.996
3297200816,74.054,-20.069,-1014.857
3297250713,74.054,-20.069,-1014.857
3297301131,60.390,-0.061,-1025.654
3297350853,137.921,6.649,-990.335
3297401413,231.678,27.084,-925.004
3297501093,295.850,3.965,-866.444
3297551569,283.406,-26.657,-917.379
3297650945,199.226,-58.133,-947.452
3297701419,129.564,-86.254,-1004.365
3297750983,70.943,-128.466,-975.878
3297851621,78.019,-164.029,-1017.968
3297901231,37.820,-168.543,-1056.642
3297951373,72.346,-138.836,-974.536
3298050747,86.193,-76.250,-989.298
3298101683,86.193,-76.250,-989.298
3298101737,96.685,16.287,-1010.343
3298151620,173.850,70.150,-951.112
3298201298,173.850,70.150,-951.112
3298251080,217.709,123.037,-893.223
3298301387,231.800,157.258,-913.536
3298401287,213.683,119.560,-922.015
3298451312,190.259,90.768,-972.096
