# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
5933850291,-61.305,-201.361,958.432
5933950415,28.426,-259.677,1008.513
5934000132,27.389,-219.051,967.948
5934100270,17.751,-170.007,932.324
5934149697,-89.060,-209.230,962.946
5934199866,-153.781,-271.267,985.455
5934300140,-36.051,-280.722,1024.495
5934350132,-1.037,-262.544,977.037
5934400681,0.915,-274.683,1005.524
5934499816,-96.746,-243.512,1024.434
5934550244,-169.031,-185.074,977.281
5934600033,-78.995,-139.324,922.320
5934701284,-121.634,-156.526,947.452
5934750038,-208.681,-178.974,897.493
5934850009,-198.372,-225.334,977.037
5934900467,-218.258,-263.154,959.713
5934950149,-252.540,-331.474,931.958
5935050663,-268.095,-344.711,849.608
5935100093,-295.240,-409.127,853.634
5935150010,-218.563,-507.276,805.993
5935250130,-247.416,-595.909,818.925
5935300153,-210.389,-655.750,793.366
5935349763,-176.351,-680.577,746.518
5935449762,-152.073,-756.461,714.127
5935500366,-69.479,-733.037,634.034
5935600673,-53.314,-771.040,607.072
5935650047,-12.261,-848.510,576.267
5935700005,55.510,-889.014,530.395
5935800196,90.707,-912.926,515.877
5935850345,83.997,-935.435,544.425
5935900868,85.156,-910.913,560.651
5935999940,88.023,-825.086,575.474
5936051053,50.691,-765.306,570.838
5936100430,13.664,-692.716,519.293
5936199991,-54.595,-771.589,525.393
5936250012,-68.503,-879.925,492.392
5936349759,-68.503,-964.410,400.282
5936399930,-83.509,-969.656,319.518
5936450368,-143.838,-950.929,235.826
5936550292,-168.299,-982.893,152.866
5936600221,-241.621,-959.835,77.104
5936649938,-357.460,-988.993,3.843
5936750434,-427.732,-956.236,-75.396
5936799643,-427.732,-956.236,-75.396
5936799686,-500.383,-960.811,-215.574
5936850311,-514.108,-841.800,-344.406
5936950276,-572.363,-752.557,-395.158
5937000358,-622.566,-694.973,-446.093
5937100169,-637.084,-624.823,-520.818
5937150392,-609.634,-519.659,-577.914
5937200360,-563.091,-427.854,-620.614
5937300395,-613.782,-309.758,-638.365
5937350366,-650.504,-276.025,-677.771
5937400383,-686.372,-259.982,-661.118
5937500108,-726.022,-218.929,-633.119
5937549966,-757.559,-194.407,-620.614
5937650780,-747.860,-130.174,-652.883
5937700075,-802.882,-100.223,-616.405
5937750200,-760.243,-14.213,-648.552
5937849902,-779.519,15.860,-611.464
5937900554,-710.711,72.041,-657.946
5937950698,-751.276,126.270,-664.595
5938051272,-735.599,153.598,-684.603
5938101095,-698.694,202.093,-681.858
5938149871,-684.298,255.773,-698.572
5938250361,-635.315,300.486,-695.217
5938300842,-623.603,347.578,-687.348
5938400785,-590.907,378.871,-671.000
5938449832,-594.628,420.229,-688.812
5938500158,-560.590,454.145,-690.642
5938600040,-521.428,482.144,-702.232
5938650281,-465.552,509.228,-695.400
5938700196,-429.318,530.029,-701.622
5938800244,-397.903,545.218,-700.158
5938850054,-374.662,556.015,-688.995
5938900352,-379.725,575.779,-745.054
5939000080,-343.186,579.866,-742.431
5939050023,-310.368,596.031,-749.629
5939150220,-250.222,595.421,-734.806
5939199972,-211.121,604.876,-736.026
5939249898,-177.876,602.314,-739.747
5939351207,-139.751,584.807,-759.328
5939400249,-89.426,566.751,-789.645
5939451200,-13.237,520.391,-810.263
5939550392,-0.671,467.565,-866.871
5939600810,-12.017,424.377,-914.146
5939699973,24.156,381.982,-877.302
5939749981,26.169,331.169,-921.893
5939799756,-24.400,281.454,-936.411
5939901407,-99.735,224.358,-935.374
5939950138,-181.475,165.310,-962.275
5940001010,-276.940,128.222,-941.047
5940100036,-350.323,88.694,-938.241
5940150504,-405.650,60.085,-946.049
5940201484,-542.290,80.886,-971.486
5940299836,-516.487,115.595,-929.579
5940350808,-544.181,210.877,-854.915
5940450014,-545.035,305.671,-765.367
5940499988,-524.295,389.973,-646.112
5940550573,-507.764,423.157,-517.036
5940650492,-672.281,350.811,-448.289
5940700206,-924.089,251.076,-320.006
5940750364,-1019.371,150.975,-233.203
5940850330,-1010.404,55.388,-24.156
5940900248,-1024.556,-23.912,84.973
5940950343,-967.399,-129.991,252.906
5941050194,-917.074,-204.045,399.367
5941100158,-805.017,-297.375,548.939
5941200706,-669.841,-352.580,708.637
5941250724,-486.170,-422.547,794.464
5941299819,-411.689,-403.149,838.933
5941400586,-246.501,-418.765,863.760
5941451186,-192.577,-426.085,967.033
5941500233,-70.760,-383.568,961.726
5941600469,84.180,-309.575,920.429
5941650322,204.106,-234.240,843.691
5941700244,279.319,-233.325,949.282
5941800909,346.541,-234.057,946.720
5941849856,430.782,-206.546,911.828
5941950423,464.515,-158.661,914.085
5941999743,491.294,-91.256,865.224
5942050178,541.497,-51.301,808.311
5942150377,526.979,-15.555,774.578
5942199782,716.506,-62.586,739.442
5942250747,600.545,-55.571,752.740
5942350680,588.833,-114.192,765.550
5942400578,621.407,-181.475,821.304
5942501076,371.795,-155.062,995.093
5942550675,294.569,-92.720,1078.297
5942600682,156.343,24.949,946.537
5942700698,40.870,52.704,835.212
5942750755,35.807,-55.022,860.649
5942800495,-94.123,-254.431,1057.435
5942899878,-260.043,-304.634,890.966
5942950249,-263.093,-431.697,882.548
5943000554,-273.524,-546.438,845.094
5943100389,-256.871,-640.561,811.239
5943150296,-245.342,-695.644,804.651
5943249922,-109.373,-706.319,776.896
5943300101,52.948,-738.283,767.746
5943350223,212.524,-726.876,749.202
5943450489,359.412,-651.541,713.090
5943500316,442.677,-537.349,623.542
5943550592,566.629,-495.625,584.319
5943650093,616.771,-496.052,592.371
5943700187,635.132,-498.553,605.974
5943750656,648.735,-489.525,598.654
5943850336,644.709,-479.277,603.290
5943900324,646.356,-476.837,591.090
5944000229,643.977,-473.848,629.642
5944050384,640.683,-474.336,682.834
5944100440,599.813,-450.485,673.196
5944200373,612.013,-437.980,737.307
5944250445,556.198,-378.871,796.355
5944300529,533.628,-287.798,803.492
5944400140,498.858,-199.348,853.634
5944450603,477.203,-136.152,853.085
5944500007,450.790,-103.639,903.227
5944600226,357.948,-33.550,937.936
5944650117,307.074,21.411,963.556
5944750576,228.262,68.869,979.233
5944800271,166.469,128.283,944.463
5944850521,77.043,187.148,995.520
5944950776,48.068,283.467,966.972
5945000412,43.554,299.998,949.465
5945050387,7.198,300.669,962.397
5945151010,15.860,247.477,920.490
5945199985,124.806,167.018,948.428
5945249900,116.632,72.224,994.117
5945350404,149.633,-2.196,1050.359
5945400342,99.308,16.958,1063.169
5945500543,26.535,120.109,983.503
5945550379,-65.453,157.258,952.576
5945600365,-90.219,100.467,860.527
5945700420,-74.725,-23.729,925.370
5945749969,-132.431,-162.565,1082.262
5945800096,-192.821,-202.398,1006.500
5945900056,-218.929,-256.078,961.848
5945950278,-259.677,-295.240,920.002
5946050883,-271.938,-358.680,956.175
5946100251,-281.149,-360.693,922.198
5946150167,-229.238,-351.421,892.918
5946250599,-190.869,-406.931,937.082
5946300503,-117.303,-403.881,888.099
5946349827,-46.177,-455.548,938.912
5946450699,44.042,-452.132,934.215
5946500311,182.817,-452.254,866.993
5946550383,244.915,-455.548,884.195
5946649698,341.661,-416.691,842.105
5946699663,392.657,-407.114,833.199
5946800213,430.965,-410.469,863.699
5946850214,457.744,-363.926,835.822
5946900476,464.820,-319.152,822.951
5946999959,516.182,-282.430,827.038
5947050651,528.016,-252.357,833.260
5947100159,549.061,-191.296,839.543
5947199971,538.813,-127.856,823.744
5947250082,555.283,-58.926,819.230
5947299921,589.443,-52.033,779.031
5947399895,660.508,-70.211,781.044
5947449765,691.862,-40.443,752.862
5947549968,716.445,-9.638,745.054
5947600655,715.347,65.575,701.378
