# STEVAL-MKI227KA (LSM6DSV16X)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
5887100686,-560.590,-376.553,810.873
5887150850,-616.283,-383.873,927.749
5887249914,-530.639,-329.644,793.915
5887300505,-578.219,-302.438,828.624
5887349882,-510.570,-289.079,843.813
5887449906,-511.241,-250.039,755.119
5887500583,-500.993,-219.722,735.538
5887550403,-538.630,-196.847,799.771
5887650117,-547.170,-157.319,794.891
5887699733,-564.006,-143.838,892.186
5887750432,-287.981,-115.168,786.534
5887850357,-158.295,-186.233,931.897
5887899821,-87.901,-216.306,969.656
5888000214,-107.665,-194.651,992.287
5888050090,-147.742,-200.324,988.200
5888100308,-141.032,-228.811,1014.857
5888200141,-48.251,-151.158,989.664
5888250026,-59.170,-109.983,1040.843
5888300435,87.718,-43.676,961.909
5888400044,161.833,5.063,969.778
5888450705,224.236,49.898,988.383
5888550309,312.747,108.458,933.056
5888600570,417.789,155.672,903.715
5888649934,494.771,188.795,884.805
5888750042,588.833,228.567,747.738
5888800313,627.019,283.711,711.687
5888850952,737.734,298.412,557.357
5888950247,759.755,303.902,528.199
5888999697,897.676,286.395,325.313
5889049634,929.213,283.833,185.867
5889149870,938.485,267.912,110.532
5889200647,965.447,242.170,-66.917
5889299653,967.338,209.535,-193.187
5889350882,910.242,184.220,-304.268
5889400213,883.951,153.354,-450.851
5889499884,803.797,119.438,-564.555
5889550031,763.415,95.221,-659.532
5889599894,685.823,70.943,-690.764
5889700177,624.823,53.436,-763.781
5889750891,530.761,32.025,-805.566
5889800151,468.968,10.614,-879.864
5889900654,438.956,-14.457,-892.857
5889949935,367.769,-57.096,-927.505
5890050457,322.141,-85.461,-952.759
5890099964,246.379,-104.737,-930.799
5890150327,172.020,-118.706,-979.355
5890250171,135.115,-119.987,-1003.023
5890300186,94.916,-100.589,-990.823
5890350201,111.813,-67.771,-1000.278
5890449812,134.627,-35.502,-991.433
5890499590,163.846,-14.335,-963.495
5890551085,184.586,-3.782,-947.147
5890650383,182.146,8.967,-952.820
5890700018,220.637,-20.801,-941.718
5890800642,211.548,-32.940,-947.696
5890850976,190.076,-42.029,-958.798
5890900983,248.758,-97.295,-944.707
5891000194,259.372,-128.283,-948.062
5891050413,271.999,-150.670,-942.938
5891099860,276.147,-167.384,-937.936
5891200471,321.043,-232.044,-881.999
5891250203,356.911,-284.626,-857.904
5891350270,353.129,-311.161,-884.927
5891399818,439.444,-390.949,-840.214
5891449707,472.933,-418.704,-795.440
5891550288,524.966,-438.407,-733.098
5891600460,591.151,-461.892,-680.333
5891650009,620.065,-462.319,-627.446
5891749949,691.435,-461.526,-560.285
5891800495,733.281,-443.897,-531.432
5891850361,758.474,-403.576,-492.453
5891950494,769.698,-368.562,-464.149
5892000451,812.520,-354.471,-464.271
5892100815,843.386,-323.544,-447.496
5892150309,846.619,-268.034,-433.344
5892199876,873.581,-226.249,-450.424
5892299851,871.934,-177.815,-425.902
5892350103,887.611,-139.934,-438.346
5892400235,876.753,-95.709,-435.235
5892499556,872.300,-51.972,-448.777
5892550412,871.568,-9.821,-469.212
5892599887,857.355,15.677,-475.190
5892699721,867.054,31.781,-493.246
5892750602,854.488,56.059,-485.194
5892850376,850.035,79.544,-500.627
5892900383,842.837,102.724,-506.117
5892950251,829.539,122.305,-519.232
5893050002,813.740,150.487,-541.802
5893099781,793.122,174.460,-574.803
5893150050,774.334,205.448,-597.678
5893250609,731.756,237.778,-603.351
5893300154,703.818,291.763,-652.944
5893350241,652.639,343.003,-659.837
5893450236,609.695,396.988,-675.148
5893499702,566.141,442.189,-676.917
5893600513,526.125,477.691,-683.993
5893649787,481.229,509.411,-679.235
5893700251,432.490,545.340,-696.376
5893800367,393.023,560.712,-708.393
5893850512,345.870,573.217,-721.264
5893900438,303.292,579.988,-722.545
5894000851,248.697,605.364,-730.658
5894050422,260.043,615.978,-771.589
5894150102,193.065,641.415,-732.244
5894200693,195.078,652.334,-717.360
5894250147,183.305,669.109,-711.443
5894349841,175.924,682.834,-691.008
5894400918,189.466,693.814,-662.033
5894450264,197.396,708.149,-652.029
