@relation 'MLC'

@attribute F1_MEAN_ACC_X numeric
@attribute F2_VARIANCE_ACC_X numeric
@attribute F3_ENERGY_ACC_X numeric
@attribute F4_PEAK_TO_PEAK_ACC_X numeric
@attribute F5_MINIMUM_ACC_X numeric
@attribute F6_MAXIMUM_ACC_X numeric
@attribute F7_MEAN_ACC_Y numeric
@attribute F8_MINIMUM_ACC_Y numeric
@attribute F9_MAXIMUM_ACC_Y numeric
@attribute F10_MEAN_ACC_Z numeric
@attribute F11_ENERGY_ACC_Z numeric
@attribute F12_MINIMUM_ACC_Z numeric
@attribute F13_MAXIMUM_ACC_Z numeric
@attribute F14_ABS_MEAN_ACC_V numeric
@attribute F15_ABS_MINIMUM_ACC_V numeric
@attribute class {stationary, walking, running, cycling}

@data
-0.890625, 0.186523, 68.625, 1.59473, -1.84766, -0.252686, 0.364014, 0.0581055, 0.683105, 0.301758, 8.57813, 0.0614624, 0.784668, 1.02539, 0.40332, walking
-0.93457, 0.145996, 71.375, 1.85254, -2.15234, -0.299561, 0.36499, -0.0157471, 0.709961, 0.324707, 9.15625, 0.12085, 0.799805, 1.0752, 0.483154, walking
-0.837402, 0.183594, 61.9375, 1.6123, -1.89648, -0.28418, 0.32959, -0.36499, 0.836914, 0.326172, 9.59375, 0.0767212, 1.00977, 0.984375, 0.413086, walking
-0.884766, 0.243652, 71.875, 1.89941, -2.09766, -0.198608, 0.393311, -0.271729, 1.11719, 0.329834, 10.4766, 0.0810547, 0.925293, 1.06445, 0.329346, walking
-0.86377, 0.261719, 70.5625, 1.90332, -2.03906, -0.136108, 0.363281, 0.0706177, 0.817383, 0.343994, 11.1484, 0.0593262, 1.03906, 1.03516, 0.403809, walking
-0.871094, 0.0878906, 59.2813, 1.17383, -1.49219, -0.318604, 0.36499, 0.138306, 0.659668, 0.297363, 8.22656, 0.0222168, 0.699707, 1.0127, 0.582031, walking
-0.902832, 0.289551, 77.3125, 1.8623, -2.06055, -0.19812, 0.382324, -0.0253906, 1.10352, 0.34375, 11.5938, 0.081543, 1.1543, 1.06543, 0.343018, walking
-0.886719, 0.255859, 72.9375, 1.85938, -2.11133, -0.251709, 0.273926, -0.508789, 0.97168, 0.317627, 10.6484, -0.00695801, 1.19141, 1.03711, 0.335205, walking
-0.896973, 0.120117, 64.75, 1.38867, -1.74609, -0.357666, 0.335449, 0.0302734, 0.760742, 0.322998, 8.5625, 0.0925903, 0.729004, 1.03223, 0.53125, walking
-0.898926, 0.169434, 68.4375, 1.47461, -1.8252, -0.350586, 0.324219, 0.0263672, 0.765625, 0.304443, 8.41406, 0.0454712, 0.871094, 1.01953, 0.466797, walking
-0.879883, 0.12207, 62.7813, 1.45605, -1.82715, -0.371582, 0.400635, -0.00421143, 0.802246, 0.311523, 8.4375, 0.0623779, 0.78418, 1.03711, 0.465576, walking
-0.946289, 0.151367, 73.3125, 1.52832, -1.85352, -0.325684, 0.385986, 0.0789795, 1.07031, 0.30249, 8.63281, -0.0274048, 0.833496, 1.08594, 0.428955, walking
-0.880371, 0.0893555, 60.5, 1.50488, -2.00195, -0.497559, 0.336182, -0.00292969, 0.535156, 0.30957, 8.02344, 0.0592041, 0.757813, 1.00879, 0.662109, walking
-0.912109, 0.268555, 77.0625, 1.96777, -2.16406, -0.195923, 0.326172, 0.0448608, 0.687988, 0.30249, 8.3125, 0.104797, 0.929688, 1.03418, 0.345215, walking
-0.924805, 0.238281, 76.5625, 2.08008, -2.32227, -0.243042, 0.374756, -0.378906, 0.953125, 0.271484, 7.82422, 0.0241699, 1.00879, 1.07422, 0.405029, walking
-0.893066, 0.18457, 68.75, 1.78906, -2.03516, -0.246216, 0.357178, 0.110229, 0.770508, 0.331543, 10.0156, 0.118164, 0.982422, 1.03711, 0.414307, walking
-0.90332, 0.262207, 75.5, 1.86328, -2.08398, -0.220947, 0.309082, -0.471924, 0.811035, 0.305908, 8.48438, 0.0576782, 0.888184, 1.04004, 0.345703, walking
-0.900391, 0.175781, 69.0625, 1.80762, -2.17578, -0.368408, 0.33252, 0.0211792, 0.631836, 0.312256, 8.92188, -0.00506592, 0.919922, 1.0293, 0.492432, walking
-0.854492, 0.255371, 69, 1.77734, -1.97559, -0.198486, 0.307617, -0.208862, 0.799316, 0.292969, 8.20313, 0.0889282, 0.945313, 0.980957, 0.322021, walking
-0.933594, 0.193848, 74.625, 1.86523, -2.04688, -0.181763, 0.380371, 0.015686, 1.34082, 0.295898, 9.17969, -0.186157, 0.88623, 1.08301, 0.238159, walking
-0.918457, 0.143555, 69.125, 1.52441, -1.89063, -0.366211, 0.381592, 0.224731, 0.870605, 0.315918, 8.875, 0.0914307, 0.750977, 1.05762, 0.512695, walking
-0.959473, 0.182129, 77.1875, 1.65137, -2.01563, -0.364014, 0.38501, 0.106873, 1.15723, 0.287842, 8.49219, -0.199829, 0.951172, 1.09668, 0.467773, walking
-0.838867, 0.142578, 59.25, 2.125, -2.33398, -0.208496, 0.3396, 0.043396, 0.665039, 0.324219, 8.85156, 0.0332642, 0.745605, 0.984375, 0.497314, walking
-0.927246, 0.163574, 71.625, 1.46973, -1.80664, -0.336914, 0.35791, 0.182251, 0.894531, 0.3125, 8.27344, 0.109558, 0.78125, 1.05762, 0.475342, walking
-0.95166, 0.149902, 73.9375, 1.86035, -2.15625, -0.296387, 0.42334, 0.100769, 0.907227, 0.307617, 8.60156, 0.0292969, 0.765625, 1.1084, 0.453857, walking
-0.88623, 0.15625, 65.9375, 1.62598, -1.88184, -0.256348, 0.353271, 0.119324, 0.790527, 0.290527, 7.94531, 0.0606689, 0.675781, 1.02148, 0.476563, walking
-0.931152, 0.236328, 77.25, 1.56152, -1.87402, -0.312256, 0.359863, 0.09375, 0.806152, 0.323242, 9.9375, 0.105713, 0.95166, 1.06934, 0.446533, walking
-0.883789, 0.0834961, 60.5313, 1.33887, -1.68262, -0.343506, 0.382568, -0.102905, 0.719238, 0.347412, 10.6484, 0.0596313, 0.901367, 1.05078, 0.594238, walking
-0.87207, 0.17041, 65.1875, 1.49609, -1.83984, -0.343994, 0.357178, 0.118591, 0.72168, 0.322021, 8.60156, 0.0476074, 0.780762, 1.01074, 0.417725, walking
-0.962402, 0.0991211, 71.8125, 1.34961, -1.83984, -0.490234, 0.458008, -0.0344238, 0.910156, 0.340332, 10.1484, 0.0483398, 0.873047, 1.13379, 0.583984, walking
-0.930176, 0.161133, 71.875, 1.57324, -1.88672, -0.313232, 0.39624, 0.0423584, 0.887695, 0.321777, 9.47656, 0.081604, 0.843262, 1.08301, 0.555664, walking
-0.890137, 0.145508, 65.6875, 1.58789, -1.87109, -0.283691, 0.387207, 0.0870972, 0.892578, 0.341553, 10.0234, 0.101013, 0.88916, 1.05176, 0.468994, walking
-0.884766, 0.132324, 64.0625, 1.88672, -2.11719, -0.230347, 0.3396, 0.0891724, 0.924316, 0.29834, 8.53906, -0.0470581, 0.810059, 1.01855, 0.608887, walking
-0.93457, 0.192871, 74.6875, 1.51367, -1.83984, -0.326416, 0.341064, 0.0791626, 0.861816, 0.305176, 8.35156, 0.0801392, 0.90625, 1.05957, 0.422119, walking
-0.932617, 0.159668, 72.0625, 2.02148, -2.28516, -0.264404, 0.354004, -0.296631, 0.895508, 0.27832, 8.26563, -0.0273438, 0.888184, 1.07324, 0.491455, walking
-0.888672, 0.206543, 69.75, 1.75391, -2.01367, -0.260254, 0.353271, -0.107788, 0.942871, 0.348145, 10.2969, 0.0646362, 0.933594, 1.04199, 0.346191, walking
-0.122192, 0.24292, 18.0469, 2.02734, -1.53418, 0.493408, 0.833496, -0.220825, 2.81641, 0.355957, 12.3906, -0.165283, 0.915039, 1.05664, 0.0412598, walking
-0.719238, 0.29834, 57.0938, 2.03125, -2.01563, 0.0151367, 0.748535, -0.882324, 3.74219, 0.271484, 15.6094, -0.22876, 2.01172, 1.23633, 0.0998535, walking
-0.341553, 0.244263, 25.2656, 2.49609, -1.75977, 0.734863, 0.783203, -1.16699, 5.61328, 0.351074, 18.7344, -0.424316, 2.37891, 1.11035, 0.152588, walking
-0.65625, 0.291016, 50.5313, 2.06641, -1.98242, 0.0841064, 0.734863, -0.674316, 4.23828, 0.416748, 27.1406, -0.246582, 2.65625, 1.21387, 0.0877075, walking
-0.662109, 0.625977, 74.5, 4.87891, -4.65625, 0.221802, 0.662598, -0.526367, 3.55469, 0.349365, 21.625, -0.344727, 2.55078, 1.17578, 0.135376, walking
-0.664063, 0.444336, 61.9688, 3.22656, -2.63477, 0.59082, 0.687012, -1.25879, 6.02734, 0.396973, 30.9844, -0.322998, 3.20117, 1.26758, 0.115295, walking
-0.682129, 0.570801, 72.5625, 3.52148, -3.07031, 0.451172, 0.611328, -0.816406, 3.91016, 0.358154, 23.3906, -0.355957, 2.61719, 1.20117, 0.115112, walking
-0.677734, 0.424072, 61.8438, 2.55469, -2.2793, 0.275391, 0.587891, -0.261475, 4.12891, 0.369873, 18.2813, -0.433594, 2.09766, 1.12695, 0.160156, walking
-0.549805, 0.208984, 35.7813, 1.78418, -1.63477, 0.14917, 0.803223, -0.429199, 4.34375, 0.393066, 21.3281, -0.210938, 2.37305, 1.1582, 0.0411072, walking
-0.774414, 0.255859, 59.9063, 2.18555, -2.08789, 0.0969849, 0.717285, -1.3623, 5.30078, 0.323242, 14.25, -0.26416, 1.50098, 1.26953, 0.111633, walking
-0.470947, 0.341309, 39.4063, 2.68945, -2.45313, 0.235962, 0.847168, -1.78711, 4.54297, 0.382568, 24.4219, -0.378906, 2.65625, 1.2793, 0.0968628, walking
-0.804688, 0.404297, 73.625, 2.23242, -1.93555, 0.297119, 0.637695, -0.373779, 3.42383, 0.297363, 14.9219, -0.234985, 1.8916, 1.2334, 0.225708, walking
-0.713379, 0.731445, 86.8125, 4.21875, -3.8457, 0.372314, 0.540527, -0.615234, 4.14453, 0.375244, 24.0781, -0.21106, 2.29297, 1.21387, 0.132568, walking
-0.791504, 0.489746, 78.125, 3.44531, -3.14844, 0.297363, 0.533691, -0.338623, 2.42578, 0.394043, 20.9219, -0.226685, 2.18555, 1.16699, 0.201172, walking
-0.462402, 0.411133, 43.75, 2.46289, -2.0957, 0.366943, 0.624512, -1.12012, 4.30078, 0.388184, 27.6563, -0.205444, 2.71289, 1.09473, 0.117432, walking
-0.59668, 0.442383, 55.9063, 2.36914, -2.04688, 0.321533, 0.649902, -1.01758, 3.96289, 0.380371, 23.0156, -0.220703, 2.03125, 1.21777, 0.0919189, walking
-0.769531, 0.652832, 87.1875, 4.24609, -3.91211, 0.332275, 0.580078, -0.564453, 4.37891, 0.398926, 22.5938, -0.302246, 1.19141, 1.26367, 0.21167, walking
-0.750977, 0.321777, 62, 2.28711, -2.13477, 0.151978, 0.609375, -0.926758, 3.89844, 0.375, 16.9844, -0.207275, 1.75195, 1.14941, 0.119019, walking
-0.53125, 0.593262, 61.3125, 4.52734, -3.91797, 0.60791, 0.714355, -0.477051, 3.44141, 0.394287, 23.9219, -0.255127, 2.30859, 1.16895, 0.0239716, walking
-0.405273, 0.29541, 32.1875, 2.64258, -2.20313, 0.438965, 0.885254, -0.683105, 6.79297, 0.325439, 20.0469, -0.402344, 2.10547, 1.21094, 0.197144, walking
-0.646973, 0.709473, 79, 3.62305, -2.89063, 0.731445, 0.583984, -0.513672, 2.75391, 0.345947, 16.6406, -0.347412, 1.12012, 1.19824, 0.190674, walking
-0.86084, 0.500977, 87, 3.40234, -3.2168, 0.185791, 0.452393, -0.383057, 2.96094, 0.34082, 18.0313, -0.529785, 1.74023, 1.16602, 0.106873, walking
-0.801758, 0.40918, 73.625, 2.02734, -1.8291, 0.197266, 0.566895, -1.07324, 4.37109, 0.367432, 21.125, -0.177002, 2.50977, 1.21387, 0.042511, walking
-0.770508, 0.467773, 74.3125, 2.83594, -2.33398, 0.501465, 0.628418, -1.01855, 2.88477, 0.367676, 20.0625, -0.31665, 1.9082, 1.24707, 0.174194, walking
-0.757813, 0.354004, 65, 2.36133, -2.16016, 0.20105, 0.610352, -0.814453, 4.15234, 0.323242, 18.8281, -0.136963, 2.31641, 1.2002, 0.0681152, walking
-0.770996, 0.460449, 73.8125, 2.87109, -2.375, 0.495361, 0.618652, -0.872559, 2.93945, 0.342773, 18.4219, -0.247314, 1.4502, 1.2627, 0.0718384, walking
-0.706055, 0.651855, 80.5625, 3.92578, -3.51758, 0.408691, 0.573242, -0.61084, 2.94336, 0.371338, 22.4063, -0.341797, 2.37695, 1.20508, 0.148804, walking
-0.510254, 0.682617, 66, 4.32031, -3.46875, 0.851074, 0.63916, -0.818848, 3.78711, 0.373047, 19.7813, -0.374268, 1.79102, 1.19336, 0.0759277, walking
-0.751465, 0.543457, 77.625, 4.96875, -4.84766, 0.122375, 0.537598, -1.44434, 3.07031, 0.321289, 12.2734, -0.224365, 0.875, 1.12988, 0.0681152, walking
-0.794922, 0.560547, 83.5, 3.5918, -3.08008, 0.512207, 0.54541, -0.562988, 3.55078, 0.371094, 18.1719, -0.212158, 1.69824, 1.2334, 0.129028, walking
-0.665039, 0.451172, 62.5625, 2.75586, -2.24609, 0.509766, 0.685059, -1.05469, 4.79297, 0.366943, 18.6406, -0.263428, 1.96094, 1.23926, 0.200073, walking
-0.669922, 0.429199, 61.4688, 3.12305, -2.87305, 0.250732, 0.620605, -0.693359, 4.91016, 0.3479, 17.1875, -0.124268, 2.06641, 1.1582, 0.072937, walking
-0.723145, 0.622559, 80.1875, 3.19727, -2.77344, 0.424561, 0.545898, -1.08008, 3.50195, 0.316895, 19.6875, -0.322266, 1.71387, 1.28418, 0.125854, walking
-0.74707, 0.48584, 73.125, 2.97656, -2.42188, 0.553711, 0.596191, -0.770508, 4.32813, 0.365967, 25.375, -0.309082, 2.48242, 1.27344, 0.109619, walking
-0.550293, 0.648926, 66.625, 3.90625, -3.32422, 0.581055, 0.609375, -1.03223, 4.62109, 0.370361, 22.9688, -0.151123, 2.78906, 1.19531, 0.0544739, walking
-0.580566, 0.533203, 60.9063, 3.0625, -2.29688, 0.766113, 0.66748, -0.248535, 2.38281, 0.378906, 20.1875, -0.240723, 2.04883, 1.17578, 0.10675, walking
-0.685547, 0.513184, 68.8125, 2.92773, -2.44727, 0.479492, 0.641602, -0.477539, 2.875, 0.381104, 19.7031, -0.154053, 1.88281, 1.2041, 0.105042, walking
-0.577637, 0.760254, 76.5625, 4.10938, -3.61523, 0.493652, 0.614258, -1.20117, 4.15625, 0.344238, 18.2344, -0.35376, 1.69238, 1.20215, 0.140015, walking
-0.842773, 0.253418, 67.5, 2.11133, -2.0293, 0.0812378, 0.617676, -0.712891, 4.23828, 0.294678, 13.4688, -0.234131, 1.46777, 1.24512, 0.159546, walking
-0.740234, 0.391113, 65.75, 2.74023, -2.40625, 0.334229, 0.497314, -0.193359, 1.45508, 0.32251, 11.8438, -0.157959, 0.976563, 1.0791, 0.172363, walking
-0.870605, 0.587891, 94.25, 3.48242, -2.79297, 0.689453, 0.455078, -1.31055, 1.29492, 0.292725, 14.0391, -0.630859, 1.02539, 1.2666, 0.162354, walking
-0.658691, 0.59082, 71.75, 3.23828, -2.81641, 0.422363, 0.667969, -0.626465, 3.11133, 0.390869, 23.0781, -0.241455, 2.2207, 1.24512, 0.108215, walking
-0.577148, 0.461426, 55.625, 2.74805, -2.42969, 0.317627, 0.703613, -1.41504, 3.55078, 0.399658, 21.3281, -0.266113, 1.8623, 1.25293, 0.0872803, walking
-0.619629, 0.51416, 62.875, 3.22852, -2.54688, 0.681152, 0.728027, -0.751953, 3.08594, 0.377686, 19.1094, -0.260254, 1.39453, 1.23633, 0.0983887, walking
-0.598633, 0.592285, 66.5625, 3.4375, -2.81055, 0.627441, 0.644531, -0.39917, 2.84375, 0.385742, 19.9531, -0.246216, 1.66504, 1.18164, 0.0441895, walking
-0.614258, 0.457764, 58.4688, 2.67188, -2.13086, 0.541504, 0.607422, -1.01465, 3.72656, 0.372559, 18.25, -0.157959, 1.74512, 1.17578, 0.0779419, walking
-0.53418, 0.300537, 41.0313, 2.04102, -1.71094, 0.330078, 0.6875, -1.06641, 4.01172, 0.348877, 16.625, -0.288818, 1.75977, 1.12012, 0.0524902, walking
-0.648438, 0.496094, 64.1875, 2.71289, -2.16211, 0.549805, 0.648438, -1.24512, 3.41406, 0.368896, 22.6406, -0.474609, 2.32227, 1.26172, 0.129761, walking
-0.804199, 0.539551, 83.0625, 3.26758, -2.95508, 0.312988, 0.54834, -1.18066, 5.03516, 0.339111, 25.1719, -0.704102, 2.86523, 1.28711, 0.116943, walking
-0.71875, 0.612305, 79.0625, 3.17773, -2.58398, 0.592773, 0.522461, -0.185303, 3.04102, 0.393311, 21.3594, -0.197266, 1.9707, 1.16309, 0.0632935, walking
-0.717285, 0.733398, 87.375, 4.45703, -3.49219, 0.964355, 0.562988, -0.613281, 2.78125, 0.405029, 24.0313, -0.436035, 2.21094, 1.24609, 0.125366, walking
-0.521973, 0.640625, 63.9375, 4.16797, -3.68164, 0.483398, 0.663086, -0.851563, 3.86523, 0.376953, 17.8125, -0.312744, 1.73242, 1.16602, 0.0805664, walking
-0.729492, 0.37207, 63.3125, 2.53906, -1.94824, 0.59082, 0.616699, -1.61523, 3.94141, 0.380859, 28.3281, -0.488037, 2.59961, 1.29199, 0.0878906, walking
-0.619629, 0.41333, 55.8125, 2.38086, -2.06641, 0.313477, 0.613281, -0.592285, 3.18359, 0.301514, 15.2031, -0.200928, 2.45313, 1.08105, 0.160889, walking
-0.713379, 0.243164, 52.6563, 2.18555, -1.94629, 0.238525, 0.663574, -0.565918, 3.48828, 0.348877, 15.625, -0.15332, 1.75293, 1.18262, 0.167114, walking
-0.677734, 0.356689, 57.125, 2.7207, -2.30273, 0.417236, 0.703613, -1.03223, 3.78125, 0.424316, 24.3281, -0.478271, 2.66016, 1.23438, 0.0519104, walking
-0.535645, 0.414795, 49.125, 2.8418, -2.26758, 0.57373, 0.760254, -0.792969, 5.14063, 0.405029, 23.625, -0.310791, 2.66797, 1.22363, 0.169067, walking
-0.641602, 0.547852, 67.1875, 3.37109, -2.91992, 0.451904, 0.574219, -0.622559, 4.83984, 0.406982, 30.7656, -0.169189, 3.14258, 1.24609, 0.0348206, walking
-0.524902, 0.432861, 49.5938, 2.62305, -2.2168, 0.405762, 0.626953, -0.517578, 3.68945, 0.398193, 25.375, -0.215942, 2.63672, 1.15039, 0.144043, walking
-0.611328, 0.64209, 71.125, 3.13086, -2.50586, 0.625488, 0.620605, -0.512695, 4.28516, 0.393555, 24.2344, -0.196045, 2.18164, 1.2041, 0.0527344, walking
-0.718262, 0.412109, 65, 2.41406, -1.81348, 0.600586, 0.557617, -0.448486, 2.65625, 0.388672, 18.7656, -0.165405, 1.70898, 1.17578, 0.0939941, walking
-0.583984, 0.62793, 67.8125, 3.24805, -2.6582, 0.588867, 0.567871, -0.609375, 3.17969, 0.41626, 21.8906, -0.352295, 2.18945, 1.17871, 0.22998, walking
-0.53418, 0.459717, 52.1875, 2.88477, -2.44727, 0.438232, 0.707031, -0.314941, 2.9043, 0.44751, 27.1875, -0.348145, 2.24023, 1.17773, 0.0888062, walking
-0.683105, 0.567871, 72.4375, 2.99609, -2.44727, 0.54834, 0.555664, -1.07129, 4.35938, 0.382324, 21.0469, -0.47583, 1.75977, 1.2334, 0.105347, walking
-0.530762, 0.628418, 63.7188, 3.56055, -2.68555, 0.874512, 0.662109, -0.810547, 4.31641, 0.413086, 25.9844, -0.148926, 2.80273, 1.22754, 0.0635376, walking
-0.666992, 0.729004, 82.1875, 3.44141, -2.76953, 0.672363, 0.59668, -0.711914, 2.64063, 0.411133, 19.9688, -0.265381, 1.57129, 1.27246, 0.158691, walking
-0.623047, 0.513672, 63.1563, 2.84375, -2.18945, 0.654297, 0.730469, -0.797363, 4.20313, 0.374512, 20.625, -0.141479, 2.43555, 1.25586, 0.100098, walking
-0.47168, 0.505371, 50.9688, 2.93945, -2.44141, 0.497803, 0.784668, -0.770508, 3.95898, 0.44751, 24.5, -0.424561, 2.21484, 1.24609, 0.203125, walking
-0.533203, 0.572754, 60, 3.77539, -3.42969, 0.346436, 0.598633, -0.749512, 3.98242, 0.440918, 27.1094, -0.33252, 1.97656, 1.17578, 0.0985107, walking
-0.601563, 0.417969, 54.5938, 3.14063, -2.39258, 0.74707, 0.57373, -0.699707, 2.66211, 0.480225, 28.0781, -0.265869, 2.23438, 1.19141, 0.236938, walking
-0.477539, 0.386719, 43.0313, 2.40625, -1.93457, 0.471436, 0.571289, -1.55762, 3.51172, 0.434082, 28.8906, -0.57373, 2.57617, 1.19531, 0.135864, walking
-0.637695, 0.586914, 69.5625, 3.60352, -2.77539, 0.827637, 0.644043, -0.955078, 4.84766, 0.424316, 26.4063, -0.433838, 2.28711, 1.28125, 0.0986328, walking
-0.622559, 0.651367, 72.75, 4.05078, -3.00391, 1.04688, 0.609863, -1.41504, 4.87109, 0.419434, 25.9219, -0.631348, 2.33008, 1.27246, 0.152832, walking
-0.605469, 0.879395, 87.25, 4.76563, -3.86523, 0.900879, 0.58252, -0.987305, 5.72656, 0.414795, 32.125, -0.413818, 2.87305, 1.29199, 0.0949097, walking
-0.835938, 0.484863, 82.875, 2.55664, -2.00781, 0.548828, 0.496338, -0.720703, 2.89648, 0.402344, 22.125, -0.163452, 1.7959, 1.2832, 0.045166, walking
-0.542969, 0.635254, 65.125, 3.91406, -3.1582, 0.754883, 0.66748, -0.838379, 4.80859, 0.384277, 26.4219, -0.625488, 2.02148, 1.28027, 0.0653076, walking
-0.842285, 0.237793, 66.3125, 1.72168, -2.04102, -0.319824, 0.594727, -0.130615, 1.12305, 0.208008, 4.34375, -0.0461426, 0.478271, 1.13477, 0.381836, walking
-1.05762, 0.142578, 88.25, 1.30176, -1.81348, -0.512207, 0.47168, 0.204102, 0.868652, 0.25415, 6.48047, -0.0461426, 0.536133, 1.21191, 0.57959, walking
-0.904785, 0.13916, 67.0625, 1.69727, -1.76367, -0.0665894, 0.527832, 0.144775, 1.0918, 0.122375, 3.2793, -0.22998, 0.55957, 1.10742, 0.419922, walking
-1.00781, 0.227539, 87.0625, 1.5498, -1.78223, -0.232788, 0.391357, 0.115234, 0.641602, 0.254395, 6.89063, -0.074585, 0.614746, 1.14746, 0.317383, walking
-0.869629, 0.362793, 78.375, 2.42578, -2.44336, -0.0185547, 0.460205, -0.019165, 1.14941, 0.236938, 6.02734, -0.0164185, 0.699219, 1.08203, 0.321289, walking
-0.937988, 0.100098, 68.625, 1.25586, -1.69434, -0.438232, 0.447998, -0.0585938, 0.721191, 0.2771, 10.6953, -0.160156, 0.875, 1.12109, 0.550293, walking
-1.02344, 0.152344, 84.0625, 1.50293, -1.98633, -0.483398, 0.416748, 0.173462, 0.748047, 0.22522, 5.36328, -0.0296021, 0.535156, 1.15625, 0.529297, walking
-1.03418, 0.177734, 87.3125, 1.41992, -1.81152, -0.391846, 0.436768, 0.160034, 0.724121, 0.234985, 5.63281, -0.0232544, 0.597168, 1.17383, 0.435547, walking
-1.05371, 0.266602, 96.4375, 1.74023, -2.05859, -0.318359, 0.422852, 0.147339, 0.82666, 0.210571, 5.02734, -0.0172119, 0.578613, 1.19238, 0.366699, walking
-0.955078, 0.230469, 80, 2.00195, -2.2832, -0.280762, 0.405762, -0.055542, 0.811035, 0.188965, 5.97266, -0.186768, 0.905762, 1.10059, 0.41333, walking
-1.03613, 0.199219, 89.0625, 1.67383, -1.94336, -0.269775, 0.419434, 0.142578, 0.669434, 0.250244, 8.07813, -0.032959, 0.79248, 1.18359, 0.469727, walking
-0.814941, 0.290039, 66.8125, 2.56055, -2.80469, -0.244019, 0.42334, -0.313965, 1.12598, 0.168335, 6.3125, -0.318359, 0.774902, 1.00195, 0.435791, walking
-0.916504, 0.0820313, 64.5625, 1.29785, -1.69727, -0.399902, 0.462891, -0.0361938, 0.890625, 0.1604, 3.9082, -0.139404, 0.63916, 1.06836, 0.599121, walking
-0.989258, 0.251953, 86.1875, 1.67676, -1.99609, -0.319336, 0.397949, 0.111694, 0.691406, 0.22168, 5.23047, 0.00805664, 0.634766, 1.12305, 0.422607, walking
-0.96582, 0.169922, 77.1875, 1.42285, -1.72559, -0.302979, 0.438721, 0.0791626, 1.0918, 0.200317, 5.26172, -0.131714, 0.617676, 1.12207, 0.463379, walking
-0.932129, 0.0854492, 66.8125, 1.29199, -1.72168, -0.429443, 0.402344, 0.132446, 0.879395, 0.164307, 4.41797, -0.227295, 0.503906, 1.05762, 0.521484, walking
-1.00977, 0.208008, 85.9375, 1.4668, -1.83496, -0.36792, 0.397461, 0.171997, 0.679199, 0.229126, 5.46094, -0.0108032, 0.618652, 1.13672, 0.40625, walking
-0.9375, 0.172852, 73.625, 1.66211, -1.83398, -0.172119, 0.423096, 0.161499, 1.04004, 0.215332, 5.66016, -0.0996704, 0.971191, 1.09277, 0.421631, walking
-1, 0.164063, 81.5, 1.47559, -1.79492, -0.319824, 0.414551, 0.0370483, 0.682129, 0.187134, 5.24219, -0.179565, 0.637695, 1.13574, 0.428223, walking
-0.990723, 0.226563, 84.5625, 1.5498, -1.92969, -0.380127, 0.404297, 0.132813, 0.816406, 0.233154, 5.34375, 0.00964355, 0.578613, 1.12402, 0.432861, walking
-0.945313, 0.139648, 72.3125, 1.3916, -1.70215, -0.310303, 0.442383, 0.182861, 1.07129, 0.163574, 4.98438, -0.243896, 0.65625, 1.09766, 0.44043, walking
-1.00977, 0.150391, 81.9375, 1.34277, -1.72852, -0.385498, 0.406006, 0.144897, 0.63916, 0.226563, 5.05078, -0.0181885, 0.574707, 1.13965, 0.545898, walking
-1.03418, 0.179688, 87.4375, 1.33887, -1.75781, -0.419189, 0.398682, 0.132324, 0.772461, 0.196899, 4.71484, -0.106873, 0.538574, 1.15332, 0.455078, walking
-0.931152, 0.0888672, 66.9375, 1.25195, -1.45117, -0.199219, 0.441895, 0.0275879, 1.16406, 0.192749, 6.66016, -0.308594, 0.656738, 1.10352, 0.38208, walking
-0.903809, 0.191895, 70.625, 1.68652, -2.05859, -0.371826, 0.406738, 0.034668, 0.67627, 0.238281, 5.89063, -0.0110474, 0.701172, 1.04395, 0.46582, walking
-0.954102, 0.189453, 77, 1.53516, -1.81055, -0.275635, 0.388428, 0.140625, 0.732422, 0.265137, 7.08984, -0.09552, 0.60498, 1.09375, 0.473145, walking
-0.881836, 0.0864258, 60.5, 1.31738, -1.61035, -0.293457, 0.450928, -0.0195313, 1.16016, 0.230713, 6.8125, -0.120117, 0.735352, 1.05664, 0.487305, walking
-0.970215, 0.160156, 77.125, 1.39453, -1.74805, -0.35376, 0.364502, 0.17395, 0.575684, 0.249756, 6.05859, -0.000366211, 0.556152, 1.0918, 0.435791, walking
-1.00195, 0.206055, 84.6875, 1.5918, -1.91309, -0.321777, 0.449219, 0.0710449, 0.814453, 0.245483, 6.0625, -0.0401611, 0.57959, 1.16113, 0.38916, walking
-1.05371, 0.201172, 91.8125, 1.42969, -1.86035, -0.430664, 0.423828, 0.138306, 0.722656, 0.190918, 5.12891, -0.188599, 0.53418, 1.18359, 0.492432, walking
-0.973145, 0.154785, 77.125, 1.61133, -1.92285, -0.311279, 0.481201, 0.113525, 0.998535, 0.180786, 6.50781, -0.137207, 0.724609, 1.14941, 0.445068, walking
-1.07324, 0.152344, 91.25, 1.39063, -1.9248, -0.534668, 0.468262, 0.114258, 0.959473, 0.182251, 4.11328, -0.0656128, 0.493408, 1.21094, 0.580078, walking
-1.12109, 0.295898, 108.75, 1.90039, -2.19922, -0.298828, 0.54248, 0.107788, 0.95752, 0.170776, 3.65234, -0.0888672, 0.471191, 1.29199, 0.377197, walking
-0.914063, 0.29834, 79.375, 2.71289, -2.71289, 0.00012207, 0.485107, 0.0551147, 0.884277, 0.219238, 8.48438, -0.212646, 0.976074, 1.12012, 0.197754, walking
