@relation 'MLC'

@attribute F1_MEAN_ACC_X numeric
@attribute F2_VARIANCE_ACC_X numeric
@attribute F3_ENERGY_ACC_X numeric
@attribute F4_PEAK_TO_PEAK_ACC_X numeric
@attribute F5_MINIMUM_ACC_X numeric
@attribute F6_MAXIMUM_ACC_X numeric
@attribute F7_MEAN_ACC_Y numeric
@attribute F8_MINIMUM_ACC_Y numeric
@attribute F9_MAXIMUM_ACC_Y numeric
@attribute F10_MEAN_ACC_Z numeric
@attribute F11_ENERGY_ACC_Z numeric
@attribute F12_MINIMUM_ACC_Z numeric
@attribute F13_MAXIMUM_ACC_Z numeric
@attribute F14_ABS_MEAN_ACC_V numeric
@attribute F15_ABS_MINIMUM_ACC_V numeric
@attribute class {stationary, walking, running, cycling}

@data
-0.73877, 0.105957, 45.625, 1.26758, -1.57422, -0.306641, 0.669434, 0.0067749, 2.11719, 0.279297, 7.88281, -0.0911255, 0.976563, 1.0752, 0.352783, walking
-0.827637, 0.119141, 56.3125, 1.24512, -1.54492, -0.300293, 0.607422, -0.32251, 2.33789, 0.241455, 6.24219, -0.0625, 0.949707, 1.10156, 0.458984, walking
-0.836426, 0.105957, 56.4063, 1.625, -1.72949, -0.104248, 0.656738, -0.598145, 2.01563, 0.179443, 3.89453, -0.161621, 0.631348, 1.12988, 0.33374, walking
-0.852539, 0.0947266, 57.5313, 1.41699, -1.59375, -0.177246, 0.656738, -0.461182, 2.50586, 0.199707, 4.89453, -0.207275, 0.833008, 1.14355, 0.312744, walking
-0.878418, 0.111328, 61.8125, 1.36426, -1.70117, -0.336914, 0.574219, -0.243164, 2.25195, 0.204956, 4.80078, -0.184326, 0.806641, 1.11328, 0.434326, walking
-0.847656, 0.0888672, 56.5625, 1.1748, -1.57617, -0.401611, 0.610352, -0.475342, 2.35742, 0.207031, 4.78125, -0.170166, 0.711914, 1.11816, 0.492432, walking
-0.803711, 0.0898438, 51.5313, 1.21777, -1.4502, -0.232788, 0.63623, -0.209717, 2.4043, 0.211182, 5.12109, -0.149658, 1.06641, 1.0957, 0.387695, walking
-0.79248, 0.0966797, 50.7188, 1.42676, -1.52539, -0.0991211, 0.678711, -0.483887, 2.43359, 0.22229, 5.83984, -0.122192, 1.03223, 1.12109, 0.240967, walking
-0.791992, 0.0869141, 50, 1.16504, -1.44922, -0.28418, 0.67334, -0.265625, 2.58984, 0.215332, 5.08984, -0.158813, 1.00879, 1.10742, 0.510742, walking
-0.927246, 0.148926, 70.625, 1.87891, -2.23242, -0.35376, 0.608398, -0.386963, 2.13867, 0.211548, 6.77734, -0.248779, 1.14746, 1.20215, 0.535645, walking
-0.820313, 0.0961914, 53.8438, 1.28613, -1.41699, -0.131348, 0.692383, -0.337646, 2.43359, 0.182495, 4.16797, -0.258301, 0.90332, 1.14941, 0.481445, walking
-0.807129, 0.114746, 53.6563, 1.2666, -1.4834, -0.216919, 0.683594, -0.0523682, 2.02734, 0.213501, 5.31641, -0.0825195, 0.991699, 1.10938, 0.397705, walking
-0.830566, 0.097168, 55.125, 1.25586, -1.56445, -0.308594, 0.591797, -0.10022, 1.73828, 0.285889, 9.32813, -0.19458, 1.12012, 1.11133, 0.443848, walking
-0.808594, 0.0986328, 52.6875, 1.28906, -1.58887, -0.299805, 0.662109, -0.327881, 2.88086, 0.158081, 3.90234, -0.137451, 0.766602, 1.10645, 0.426514, walking
-0.883301, 0.100586, 61.6875, 1.125, -1.5127, -0.387695, 0.549805, -0.267822, 2.375, 0.285156, 7.44922, -0.0898438, 1.01465, 1.14746, 0.60498, walking
-0.887207, 0.0776367, 60.5625, 1.11816, -1.50586, -0.387939, 0.591309, -0.312988, 2.43359, 0.212524, 4.91016, -0.23645, 0.81543, 1.13184, 0.455078, walking
-0.864258, 0.0693359, 57.1563, 0.978516, -1.40332, -0.425049, 0.617676, -0.473633, 2.32031, 0.169067, 4.82031, -0.246216, 0.910645, 1.15918, 0.614746, walking
-0.827148, 0.0917969, 54.3125, 1.28418, -1.50488, -0.220947, 0.610352, -0.111572, 2.05469, 0.221436, 5.25781, -0.131958, 0.873535, 1.08594, 0.312744, walking
-0.876465, 0.0883789, 59.9688, 1.04004, -1.4043, -0.364746, 0.623047, -0.226318, 2.10547, 0.230103, 6.02734, -0.151489, 0.861328, 1.14355, 0.460938, walking
-0.864746, 0.0776367, 57.7813, 0.845703, -1.31738, -0.471924, 0.679688, -0.662109, 2.08789, 0.210083, 5.27734, -0.26123, 1.00586, 1.16895, 0.54248, walking
-0.847656, 0.0996094, 57.3125, 1.11133, -1.36719, -0.255615, 0.604492, -0.338135, 1.95313, 0.236328, 8.23438, -0.209839, 1.28516, 1.1123, 0.45459, walking
-0.731445, 0.615234, 80.5625, 4.58984, -3.63281, 0.95752, 0.970215, -0.577148, 3.73633, 0.0546875, 3.40625, -0.366455, 0.819336, 1.48438, 0.615234, running
-0.615723, 1.26855, 115.375, 4.87891, -3.73242, 1.14453, 1.32715, -0.697266, 5.44922, -0.017868, 3.06836, -0.378418, 0.605957, 2.00195, 0.842285, running
-0.551758, 1.26563, 109.938, 5.07422, -3.94727, 1.125, 1.3457, -0.535645, 5.37109, -0.0282745, 1.60059, -0.379639, 0.492188, 1.98535, 0.685059, running
-0.575195, 1.41504, 122.25, 5.05859, -4.02734, 1.03223, 1.20996, -0.603516, 6.07031, -0.0449524, 2.44922, -0.509766, 0.541992, 1.91406, 0.722656, running
-0.689453, 1.29297, 123.813, 5.00781, -4.01563, 0.992188, 1.18164, -0.584473, 5.19531, -0.0314636, 2.13281, -0.411133, 0.562988, 1.89746, 0.818848, running
-0.738281, 1.33301, 131.5, 5.26563, -4.38672, 0.87793, 1.25195, -0.703125, 5.03906, -0.0467529, 2.07617, -0.422852, 0.529297, 1.97949, 0.774902, running
-0.685547, 1.37598, 129.25, 5.08203, -4.03906, 1.04102, 1.1377, -0.746582, 5.57031, -0.0654297, 2.42578, -0.465088, 0.654297, 1.89258, 0.723633, running
-0.701172, 1.12988, 113.5, 4.48828, -3.58008, 0.908691, 1.2041, -0.595215, 5.15625, -0.00568771, 2.07813, -0.241211, 0.773438, 1.8584, 0.751465, running
-0.632813, 1.38574, 125.063, 5.17188, -4.17578, 0.99707, 1.31445, -0.70459, 5.30469, 0.0176086, 2.27539, -0.305908, 0.687988, 1.96777, 0.79248, running
-0.601563, 1.33594, 118.813, 5.38281, -4.13672, 1.24609, 1.22266, -0.651855, 5.43359, 0.0054512, 2.19336, -0.303711, 0.822266, 1.91699, 0.710449, running
-0.608887, 1.2959, 116.688, 4.99219, -4.06641, 0.925293, 1.13574, -0.630859, 5.55859, -0.0530701, 2.90625, -0.449951, 0.575684, 1.84375, 0.797852, running
-0.689453, 1.20313, 117.563, 4.73828, -3.82422, 0.911133, 1.22461, -0.674805, 5.69922, -0.014801, 1.84277, -0.278809, 0.47168, 1.91406, 0.634766, running
-0.668457, 1.18262, 114.063, 4.35938, -3.48047, 0.876953, 1.20215, -0.630859, 5.51563, -0.0691528, 2.3125, -0.654785, 0.428955, 1.89453, 0.729004, running
-0.549805, 1.13672, 100.75, 4.84375, -3.89453, 0.946777, 1.20117, -0.649902, 5.30078, -0.0782471, 2.21484, -0.403809, 0.484375, 1.8584, 0.758301, running
-0.724609, 1.54199, 144.75, 5.36328, -4.41406, 0.949707, 1.29492, -0.714844, 4.71875, -0.0033989, 3.90234, -0.492676, 0.87207, 2.00977, 0.829102, running
-0.677734, 1.39551, 129.875, 4.94922, -4.00391, 0.944336, 1.05762, -0.729004, 4.88281, 0.0147324, 5.00391, -0.509766, 0.974609, 1.82422, 0.699219, running
-0.79541, 1.22754, 130.25, 4.5625, -3.71289, 0.847168, 1.12402, -0.631836, 4.89063, 0.0254974, 2.96875, -0.353027, 0.756348, 1.88672, 0.703125, running
-0.783203, 1.20313, 127.188, 4.82813, -3.94141, 0.886719, 1.11621, -0.578613, 4.91797, 0.0220795, 3.82617, -0.359375, 0.986328, 1.84375, 0.692383, running
-0.55957, 1.00098, 92.0625, 4.375, -3.47266, 0.899414, 1.03809, -0.677734, 4.61719, -0.00405884, 2.82422, -0.504883, 0.628906, 1.68066, 0.671387, running
-0.672852, 1.17969, 114.25, 4.5625, -3.70313, 0.859863, 1.15625, -0.606934, 4.74219, 0.040802, 2.84766, -0.385254, 0.845703, 1.79688, 0.705566, running
-0.695801, 1.18555, 116.938, 4.24219, -3.40625, 0.835938, 1.14551, -0.705078, 4.98438, -0.00468826, 3.01758, -0.537598, 0.63916, 1.85156, 0.697754, running
-0.666504, 1.12891, 110.125, 4.20313, -3.42773, 0.772949, 0.946289, -0.839844, 4.78516, 0.0289001, 2.65039, -0.364258, 0.729004, 1.66699, 0.59082, running
-0.736328, 1.04004, 110.75, 4.39063, -3.50586, 0.885254, 1.12891, -0.739746, 4.67188, 0.018158, 2.89453, -0.342041, 0.688965, 1.81641, 0.679199, running
-0.719238, 1.04199, 109.125, 4.51172, -3.7168, 0.792969, 1.16699, -0.674316, 5.41016, 0.0133057, 1.90234, -0.28418, 0.570313, 1.83496, 0.665039, running
-0.657715, 1.06738, 105, 4.11328, -3.32617, 0.78418, 1.04199, -0.90332, 4.82813, -0.0343933, 1.85449, -0.510254, 0.369629, 1.74902, 0.697754, running
-0.578125, 1.05859, 97.5, 4.78125, -3.88477, 0.894043, 1.12988, -0.665039, 4.94141, -0.00837708, 1.12988, -0.213989, 0.635254, 1.7832, 0.632813, running
-0.631348, 1.12988, 107, 4.37891, -3.44727, 0.931152, 1.24316, -0.651855, 5.35938, 0.0217438, 2.25781, -0.264893, 0.710449, 1.86523, 0.68457, running
-0.615234, 1.1543, 107.25, 4.88672, -3.9043, 0.980469, 1.22363, -0.647949, 5.02734, -0.0104446, 1.98438, -0.337891, 0.856934, 1.87988, 0.744141, running
-0.683105, 1.27148, 121.688, 4.52344, -3.60547, 0.916016, 1.02734, -0.919922, 5.41406, 0.0704956, 3.99219, -0.232056, 1.10352, 1.81641, 0.710449, running
-0.682129, 1.03223, 104.813, 4.37891, -3.49414, 0.882813, 1.15723, -0.661133, 4.89063, 0.00418854, 2.20508, -0.406982, 0.90918, 1.8623, 0.631348, running
-0.703613, 0.990234, 104, 4.32031, -3.47852, 0.840332, 1.15527, -0.581055, 5.11328, 0.0108948, 2.92969, -0.496094, 0.678223, 1.81934, 0.686523, running
-0.611816, 1.05078, 99.75, 4.54688, -3.68945, 0.856934, 1.09375, -0.681152, 5.36719, -0.00634003, 2.46289, -0.354492, 0.82373, 1.75879, 0.682129, running
-0.532227, 0.891602, 82.25, 4.28125, -3.4082, 0.872559, 1.1084, -0.604004, 5.27734, 0.0359192, 2.15039, -0.46167, 0.661621, 1.72266, 0.617188, running
-0.637695, 1.10156, 105.563, 4.36719, -3.57227, 0.794922, 1.25098, -0.5625, 4.83594, 0.0222168, 5.24219, -0.551758, 0.875977, 1.8623, 0.695801, running
-0.70459, 0.972656, 102.813, 4.18359, -3.41016, 0.771484, 1.11816, -0.597656, 4.66797, 0.0269318, 3.35742, -0.514648, 0.727539, 1.77734, 0.586426, running
-0.572754, 1.06445, 97.5, 4.53906, -3.68555, 0.851074, 1.04004, -0.614258, 5.03516, 0.0523682, 2.82422, -0.362793, 0.691406, 1.71094, 0.599609, running
-0.698242, 1.07422, 109.313, 4.29297, -3.44922, 0.841309, 1.17188, -0.57373, 5.36328, 0.0445251, 4.72266, -0.536133, 0.786621, 1.86719, 0.651855, running
-0.674805, 0.998047, 101.75, 4.27734, -3.50781, 0.766602, 1.18652, -0.584473, 5.38281, 0.00951385, 2.05273, -0.405518, 0.659668, 1.83887, 0.606445, running
-0.625977, 1.19336, 111, 4.54297, -3.63477, 0.908691, 1.17773, -0.599609, 5.46094, -0.0181427, 2.25195, -0.338379, 0.61377, 1.88379, 0.703125, running
-0.5625, 0.992188, 91.625, 4.34766, -3.43555, 0.910645, 1.09473, -0.642578, 5.74609, -0.000880241, 2.19336, -0.290771, 0.729004, 1.76758, 0.70459, running
-0.620605, 1.1748, 109.188, 4.43359, -3.50586, 0.925781, 1.22656, -0.701172, 5.63672, 0.00125217, 1.99121, -0.236816, 0.661133, 1.91406, 0.703613, running
-0.575195, 1.08691, 99.3125, 4.31641, -3.43555, 0.881348, 1.22266, -0.631348, 5.35547, 0.0166016, 1.85938, -0.269043, 0.533691, 1.83887, 0.646484, running
-0.619629, 1.09375, 103.438, 4.26563, -3.35938, 0.906738, 1.21484, -0.660156, 4.95703, 0.0117111, 1.90918, -0.281982, 0.633301, 1.87305, 0.625, running
-0.603516, 1.13086, 104.688, 4.48438, -3.60156, 0.881348, 1.08691, -0.72998, 5.33203, 0.0548706, 2.70898, -0.272949, 0.747559, 1.79199, 0.591797, running
-0.651367, 1.06836, 104.5, 4.25781, -3.46094, 0.796387, 1.06641, -0.708008, 5.04688, 0.0357971, 1.84961, -0.275146, 0.667969, 1.75586, 0.585938, running
-0.691895, 1.0459, 106.75, 4.54297, -3.69727, 0.84375, 1.17578, -0.663574, 5.17188, 0.0243988, 2.38281, -0.283447, 0.887207, 1.8623, 0.508301, running
-0.699707, 1.23535, 120.75, 4.95703, -4.07031, 0.88623, 1.21484, -0.885254, 5.62891, -0.0121307, 2.01953, -0.291992, 0.653809, 1.93848, 0.72998, running
-0.567383, 1.09082, 98.9375, 4.47266, -3.52148, 0.949219, 1.11523, -0.82959, 5.98438, -0.0361328, 1.69043, -0.369385, 0.505371, 1.82031, 0.615723, running
-0.554688, 0.96875, 89.375, 3.89844, -3.11133, 0.786621, 1.15234, -0.581055, 5.12109, 0.0213623, 1.96094, -0.361328, 0.692383, 1.7998, 0.662109, running
-0.591309, 1.02637, 96.3125, 4.15625, -3.42773, 0.729004, 1.21094, -0.605469, 4.97656, 0.0739136, 4.28516, -0.337402, 1.07813, 1.83496, 0.650879, running
-0.578125, 1.12305, 102, 4.30859, -3.46094, 0.845215, 1.24316, -0.594727, 5.75, 0.0231628, 2.61133, -0.315918, 0.836426, 1.86523, 0.65918, running
-0.5625, 1.05371, 95.9375, 4.20703, -3.51563, 0.689941, 1.13184, -0.615723, 5.42188, 0.0443115, 3.19141, -0.485107, 0.831543, 1.80176, 0.581543, running
-0.601563, 0.992676, 94.8125, 4.39063, -3.61133, 0.77832, 1.0332, -0.599609, 4.88672, 0.0650024, 2.88086, -0.448486, 0.774414, 1.69141, 0.619629, running
-0.629395, 0.907715, 91.3125, 4.38672, -3.51367, 0.870117, 1.12012, -0.600586, 5.04688, 0.0412598, 3.74023, -0.274902, 1.10449, 1.75684, 0.556641, running
-0.574707, 0.874023, 84.3125, 3.7207, -3.00195, 0.718262, 1.15039, -0.550293, 5.29688, 0.0271759, 3.66797, -0.392578, 0.951172, 1.76367, 0.571777, running
-0.613281, 1.05371, 100.125, 4.4375, -3.67188, 0.763672, 1.06934, -0.708496, 5.44141, -0.0151367, 2.53516, -0.391357, 0.718262, 1.76855, 0.635254, running
-0.611816, 1.02344, 97.8125, 4.60938, -3.73242, 0.875977, 1.1377, -0.843262, 4.47656, -0.0147018, 5.07031, -0.726074, 0.878906, 1.83691, 0.649902, running
-0.621582, 1.30566, 118.5, 4.64844, -3.75195, 0.894043, 1.29785, -0.71582, 5.77344, -0.0369568, 2.46484, -0.421143, 0.662598, 1.9873, 0.730957, running
-0.590332, 1.12793, 103.375, 4.46094, -3.58398, 0.875, 1.25, -0.56543, 5.05859, -0.00284576, 4.00781, -0.568848, 0.916016, 1.89063, 0.67041, running
-0.571777, 1.08203, 98.6875, 4.16797, -3.21484, 0.950684, 1.18848, -0.595215, 5.70703, 0.00428009, 2.53711, -0.425293, 0.784668, 1.84082, 0.64502, running
-0.609375, 1.14941, 106.438, 4.27344, -3.43945, 0.83252, 1.05762, -0.685547, 5.14063, -0.0217743, 2.67578, -0.609375, 0.831543, 1.7793, 0.594238, running
-0.600586, 1.0957, 101.938, 4.44141, -3.59375, 0.847168, 1.24512, -0.703125, 6.11719, -0.040802, 3.90039, -0.819824, 0.723145, 1.93164, 0.706055, running
-0.580566, 1.01172, 94.4375, 4.26563, -3.33594, 0.928711, 1.22168, -0.629395, 5.89844, 0.0193787, 2.76953, -0.342285, 0.757324, 1.8584, 0.67041, running
-0.568359, 1.0332, 95, 4.19531, -3.36719, 0.82666, 1.16895, -0.759277, 5.05469, -0.016983, 4.27344, -0.578613, 0.881836, 1.83887, 0.748047, running
-0.541016, 0.975098, 88.75, 4.27734, -3.49023, 0.787598, 1.08203, -0.743164, 5.35547, 0.05896, 3.67188, -0.353516, 0.968262, 1.76172, 0.658691, running
-0.586914, 1.08301, 99.9375, 4.31641, -3.55664, 0.760254, 1.22754, -0.592285, 5.57031, 0.0924072, 5.6875, -0.407227, 1.12109, 1.86523, 0.61084, running
-0.587891, 1.08984, 100.5, 4.67969, -3.75195, 0.928223, 1.2168, -0.748047, 5.30859, -0.0116882, 2.78125, -0.397949, 0.709473, 1.83887, 0.668945, running
-0.57666, 1.08594, 99.25, 4.37109, -3.50391, 0.867676, 1.125, -0.590332, 5.04297, 0.035553, 6.53516, -0.731934, 1.05566, 1.80078, 0.632813, running
-0.580566, 1.02148, 95.125, 4.05469, -3.26758, 0.786133, 1.06348, -0.605469, 5.66406, 0.0296021, 1.81055, -0.253174, 0.691895, 1.71484, 0.645996, running
-0.675293, 1.01172, 102.75, 4.49219, -3.6582, 0.831055, 1.1377, -0.741211, 5.0625, 0.00894928, 2.74609, -0.316895, 0.92627, 1.82617, 0.650879, running
-0.569336, 1.10254, 99.875, 4.30469, -3.43945, 0.862793, 1.17383, -0.766113, 5.42188, 0.000727177, 2.05859, -0.26709, 0.654785, 1.87109, 0.649902, running
-0.648926, 1.20313, 113.688, 4.61328, -3.72852, 0.881836, 1.2002, -0.754883, 5.28906, -0.0255127, 2.38477, -0.646484, 0.75293, 1.93555, 0.606934, running
-0.630371, 1.13672, 107.438, 4.20703, -3.30664, 0.897949, 1.21777, -0.680176, 5.44922, 0.0138397, 3.77148, -0.385254, 0.751953, 1.93555, 0.76123, running
-0.642578, 1.24902, 116.375, 4.57813, -3.58594, 0.989258, 1.2041, -0.62793, 5.625, 0.0123901, 4.77734, -0.747559, 0.956543, 1.96387, 0.771484, running
-0.626953, 1.2334, 113.875, 4.39063, -3.54883, 0.839355, 1.19434, -0.773438, 5.23828, -0.0124207, 4.84766, -0.686523, 0.877441, 1.95996, 0.633789, running
-0.646973, 1.09863, 106.188, 4.03906, -3.06641, 0.970703, 1.09473, -0.690918, 5.47656, 0.0330811, 5.61719, -0.46875, 1.43359, 1.84375, 0.639648, running
-0.658691, 1.23633, 116.938, 4.71094, -3.69727, 1.01074, 1.21094, -0.807129, 5.38672, -0.0204773, 3.69336, -0.558105, 0.811035, 1.97949, 0.753418, running
-0.628906, 1.30371, 119, 4.91016, -4.01172, 0.896484, 1.24707, -0.929199, 5.73047, -0.0431824, 2.84375, -0.44873, 0.633789, 1.99219, 0.6875, running
-0.720215, 1.54785, 144.75, 5.34766, -4.12891, 1.2168, 1.35156, -0.957031, 5.40234, -0.0530396, 1.99023, -0.314453, 0.645508, 2.16602, 0.965332, running
-0.970215, 1.60547, 178.375, 4.86719, -3.73242, 1.13477, 1.40625, -1.13867, 4.44531, -0.0557251, 3.06641, -0.373047, 0.708008, 2.30469, 0.916992, running
-0.708984, 1.4248, 134.875, 5.27734, -4.22266, 1.05469, 1.24512, -0.959961, 5.50781, -0.0334778, 2.31055, -0.324463, 0.741699, 2.03516, 0.744141, running
-0.818359, 1.40039, 145, 5.14844, -4.10156, 1.04492, 1.20508, -0.936523, 5.26563, -0.0380554, 2.625, -0.423096, 0.866211, 2.05078, 0.726563, running
-0.766113, 1.55762, 150.125, 5.57422, -4.5, 1.07227, 1.11426, -1.03125, 5.40625, -0.0303802, 3.24805, -0.307129, 0.933105, 1.96875, 0.773438, running
-0.602051, 0.544922, 63.5313, 3.08594, -2.29492, 0.790039, 0.976563, -0.841309, 3.70508, 0.0230103, 3.46094, -0.459229, 0.511719, 1.48438, 0.451904, running
-0.609375, 0.681641, 73.6875, 2.96875, -2.02148, 0.946289, 1.0957, -0.915527, 3.87305, -0.0864868, 4.37109, -0.55957, 0.565918, 1.70996, 0.635742, running
-0.551758, 0.54541, 59.5, 2.62891, -1.79199, 0.835938, 1.01074, -0.818359, 3.82422, -0.0197296, 2.80469, -0.512207, 0.509766, 1.57031, 0.59375, running
-0.425537, 0.563477, 52.125, 2.80859, -1.87695, 0.931641, 1.05469, -0.672852, 3.80273, 0.00265884, 2.75781, -0.364746, 0.522949, 1.55664, 0.639648, running
-0.561523, 0.49707, 56.875, 2.45703, -1.66504, 0.791504, 1.05469, -0.586914, 3.41992, 0.0535278, 3.79102, -0.462158, 0.688965, 1.57422, 0.682129, running
-0.505859, 0.484863, 51.875, 2.58594, -1.78613, 0.79834, 1.04395, -0.896484, 3.80664, 0.0225983, 2.88086, -0.44165, 0.60498, 1.54785, 0.553711, running
-0.589844, 0.605469, 66.75, 2.69922, -1.81055, 0.888672, 1.08594, -0.833496, 3.68164, -0.0472107, 4.69141, -0.699707, 0.557129, 1.69824, 0.689453, running
-0.542969, 0.465332, 53.2188, 2.4668, -1.70215, 0.763184, 0.984375, -0.832031, 3.26758, 0.0383606, 3.3457, -0.335693, 0.68457, 1.50391, 0.640137, running
-0.535645, 0.505371, 55.4375, 2.64258, -1.85547, 0.786133, 0.999023, -0.775879, 3.49219, -0.0600891, 3.02148, -0.717285, 0.524414, 1.50098, 0.640137, running
-0.474854, 0.538574, 53.5, 2.61914, -1.79004, 0.829102, 0.963867, -0.77832, 3.63672, -0.00768661, 3.67969, -0.391602, 0.600098, 1.48926, 0.619629, running
-0.45752, 0.48999, 48.9688, 2.49023, -1.625, 0.864746, 1.04492, -0.729004, 4.04297, -0.0180206, 3.25195, -0.523926, 0.499756, 1.53125, 0.502441, running
-0.644531, 0.843262, 88.125, 3.95117, -3.07813, 0.873047, 0.92041, -1.26855, 3.73438, -0.088562, 4.8125, -0.952148, 0.369141, 1.63086, 0.586426, running
-0.579102, 0.617676, 66.75, 2.87109, -2.01758, 0.853027, 1.125, -1.05762, 3.95703, 0.0446472, 7.90234, -0.647461, 0.616211, 1.75293, 0.620605, running
-0.598633, 0.65332, 70.8125, 3.55469, -2.54492, 1.00879, 1.05273, -1.07715, 3.96484, 0.0237885, 4.81641, -0.497803, 0.756348, 1.6748, 0.672852, running
-0.58252, 0.694824, 72.4375, 3.40234, -2.41016, 0.991699, 0.966797, -1.12695, 3.6582, 0.0407715, 9.89063, -0.658203, 1.06543, 1.65527, 0.667969, running
-0.45874, 0.633301, 59.0938, 3.10938, -2.19727, 0.912598, 0.995117, -0.724121, 4.07813, 0.00480652, 5.05859, -0.508789, 0.762695, 1.57031, 0.530273, running
-0.52002, 0.592773, 60.4375, 2.96875, -2.14453, 0.82373, 0.961426, -0.848633, 3.81445, 0.0405273, 3.88477, -0.463867, 0.592285, 1.55957, 0.640137, running
-0.40625, 0.503418, 46.8125, 2.88281, -2.06641, 0.815918, 1.03516, -0.575195, 3.71094, -0.0231476, 2.63086, -0.481201, 0.594238, 1.51074, 0.618164, running
-0.503906, 0.736816, 69.375, 3.08984, -2.22656, 0.862793, 1.10742, -0.867676, 4.30469, 0.112854, 9.6875, -0.626953, 0.920898, 1.69531, 0.603027, running
-0.461914, 0.617676, 58.1875, 3.37109, -2.53711, 0.833008, 1.02441, -0.763672, 3.77344, 0.0098877, 4.03906, -0.460693, 0.637695, 1.53418, 0.429932, running
-0.428711, 0.480713, 46.5313, 2.86328, -2.04102, 0.822754, 1.0332, -0.589355, 3.74805, 0.0875244, 4.22656, -0.36792, 0.73877, 1.52148, 0.526855, running
-0.508301, 0.665527, 64.6875, 3.20898, -2.13281, 1.0752, 1.06348, -0.674805, 4.55469, -0.000521183, 3.58008, -0.457275, 0.639648, 1.65234, 0.678223, running
-0.495361, 0.530762, 54.3125, 3.34766, -2.44922, 0.897949, 1.02246, -0.783691, 4.01953, -0.00293922, 4.74219, -0.455811, 0.593262, 1.57422, 0.565918, running
-0.465576, 0.491211, 49.5625, 2.69141, -1.92285, 0.76709, 0.994629, -0.662109, 3.62695, 0.0449219, 3.68164, -0.404541, 0.546387, 1.45996, 0.58252, running
-0.435059, 0.599121, 55.2188, 3.34375, -2.26172, 1.08203, 1.02246, -0.964844, 4.24609, -0.0463867, 5.25781, -1.02832, 0.577637, 1.59375, 0.63623, running
-0.462891, 0.615723, 58.125, 2.9668, -1.96484, 1.00098, 1.07227, -0.70459, 4.16016, -0.0782471, 6.77344, -0.959961, 0.651855, 1.64941, 0.505371, running
-0.500977, 0.77832, 72.0625, 3.26563, -2.31641, 0.949219, 1.01074, -0.899902, 4.55078, 0.0750122, 7.92188, -0.447998, 1.08008, 1.65723, 0.495117, running
-0.464111, 0.522949, 51.6875, 2.7832, -2.02734, 0.756348, 1, -0.763672, 3.48047, 0.0564575, 4.46094, -0.463623, 0.740234, 1.51074, 0.609863, running
-0.449951, 0.685059, 62.1563, 3.38086, -2.36523, 1.01465, 1.14746, -1.3291, 4.06641, 0.170898, 18.0313, -0.680176, 1.59375, 1.79492, 0.533691, running
-0.564453, 0.782227, 77.0625, 3.34961, -2.14453, 1.2041, 1.08594, -1.4082, 4.36719, 0.0838013, 13.2813, -0.850098, 1.90527, 1.77441, 0.6875, running
-0.626465, 0.711914, 77.3125, 3.74219, -2.71094, 1.03125, 0.998047, -1.28711, 3.86523, -0.0107498, 3.3457, -0.375977, 0.555664, 1.68262, 0.678711, running
-0.415283, 0.560059, 51.2813, 2.73242, -1.86621, 0.866211, 1.02637, -0.911133, 3.99023, 0.0455933, 4.39844, -0.444336, 0.588867, 1.58398, 0.647461, running
-0.389404, 0.583496, 51.4375, 2.73438, -1.75, 0.98291, 1.02441, -0.850098, 4.03125, -0.0623169, 5.96484, -0.54834, 0.750977, 1.61621, 0.648438, running
-0.405273, 0.620605, 54.9375, 3.46875, -2.22266, 1.24609, 1.07324, -0.949707, 3.91016, -0.0612488, 3.94141, -0.59668, 0.562988, 1.61328, 0.550781, running
-0.407959, 0.509277, 47.3125, 2.85742, -1.97559, 0.880371, 1.01855, -0.943848, 4.04688, -0.0987549, 7.40234, -1.29883, 0.730957, 1.5459, 0.527344, running
-0.401855, 0.631348, 55.5313, 3.16406, -2.22852, 0.93457, 1.14941, -0.702637, 4.60938, -0.197021, 10.5469, -1.53906, 0.355225, 1.7207, 0.615234, running
-0.190552, 0.454102, 34.3438, 2.78906, -1.78711, 1.00195, 1.08691, -0.662598, 3.4707, -0.0690918, 7.5625, -0.990723, 0.887695, 1.4834, 0.533691, running
-1.20801, 1.76367, 225.625, 5.25, -4.19141, 1.05762, 0.82666, -1.77734, 3.20508, 0.223022, 14.8516, -0.775391, 1.38867, 2.05273, 0.377197, running
-1.00488, 1.57617, 181, 5.76563, -4.74219, 1.02148, 0.862305, -1.93555, 3.87305, 0.144287, 14.375, -0.793945, 1.25488, 2.01758, 0.625977, running
-0.701172, 1.15625, 115.375, 4.12109, -2.86719, 1.25391, 0.929199, -1.24316, 4.23828, 0.102905, 5.39063, -0.327148, 0.953613, 1.79297, 0.728027, running
-0.745605, 1.15332, 119.625, 4.01563, -2.92773, 1.08496, 0.866699, -1.37207, 3.88867, 0.12793, 6.79688, -0.260254, 1.07617, 1.77637, 0.583496, running
-0.926758, 1.34863, 154.5, 4.41406, -3.24219, 1.17188, 0.952637, -1.53418, 3.87891, 0.0969238, 6.07813, -0.468262, 0.812012, 1.97949, 0.610352, running
-0.989258, 1.14648, 148.75, 4.41797, -3.60352, 0.812988, 0.994629, -1.99121, 4.21094, 0.0703125, 11.6484, -0.69043, 1.48828, 2.03906, 0.538574, running
