acc_x[g],acc_y[g],acc_z[g]
-0.297,0.067,0.925
-0.287,0.056,0.977
-0.281,0.038,0.946
-0.282,0.018,0.969
-0.31,0.067,0.93
-0.262,0.004,1.033
-0.274,0.104,0.928
-0.249,0.014,0.985
-0.297,0.018,0.941
-0.284,0.046,0.941
-0.295,0.071,0.921
-0.307,0.042,0.93
-0.287,0.028,0.959
-0.299,0.061,0.917
-0.282,0.013,0.999
-0.304,0.086,0.915
-0.244,0.051,1.026
-0.275,0.021,0.965
-0.291,0.018,0.908
-0.297,0.071,0.93
-0.286,0.08,0.962
-0.274,-0.007,0.976
-0.304,0.051,0.9
-0.287,0.017,0.982
-0.302,0.064,0.93
-0.281,0.076,0.971
-0.287,0.038,0.961
-0.288,-0.003,0.949
-0.276,0.041,0.971
-0.278,0.088,0.935
-0.28,-0.004,0.976
-0.293,0.076,0.923
-0.264,0.021,0.977
-0.322,0.044,0.915
-0.268,0.054,0.957
-0.275,0.063,0.987
-0.264,0.023,0.976
-0.273,-0.001,0.985
-0.29,0.097,0.928
-0.246,0.029,1.016
-0.306,0.057,0.905
-0.288,0.006,0.937
-0.31,0.045,0.916
-0.286,0.039,0.956
-0.298,0.076,0.918
-0.29,0.035,0.952
-0.295,-0.004,0.984
-0.301,0.083,0.933
-0.232,0.034,1.041
-0.284,0.055,0.953
-0.256,0.038,0.986
-0.302,0.044,0.926
-0.319,0.039,0.929
-0.295,0.062,0.944
-0.281,0.062,0.964
-0.274,-0.007,0.986
-0.323,0.049,0.897
-0.267,0.06,1.003
-0.274,0.079,0.986
-0.249,0.009,1.001
-0.299,0.048,0.935
-0.281,0.035,0.954
-0.282,0.033,0.954
-0.289,0.085,0.94
-0.269,-0.005,0.947
-0.326,0.032,0.884
-0.273,0.033,0.93
-0.278,0.088,1.014
-0.258,0.076,0.962
-0.276,0.016,0.987
-0.273,0.026,0.976
-0.279,0.092,0.922
-0.272,0.028,0.989
-0.307,0.029,0.9
-0.308,0.016,0.933
-0.307,0.094,0.924
-0.255,0.03,1.01
-0.292,0.042,0.964
-0.271,0.026,0.944
-0.274,0.02,0.999
-0.289,0.069,0.936
-0.277,0.039,0.956
-0.294,0.054,0.929
-0.295,-0.009,0.942
-0.309,0.088,0.914
-0.286,0.047,0.951
-0.305,0.02,0.945
-0.271,0.058,0.929
-0.271,0.02,0.996
-0.304,0.062,0.95
-0.269,0.035,0.998
-0.286,0.079,0.933
-0.269,-0.008,0.978
-0.322,0.04,0.897
-0.292,0.077,0.949
-0.284,0.045,0.954
-0.295,0.034,0.923
-0.287,0.015,0.959
-0.299,0.049,0.928
-0.261,0.025,1.033
-0.288,0.099,0.951
-0.236,-0.009,1.003
-0.304,0.03,0.927
-0.297,0.055,0.928
-0.295,0.06,0.925
-0.312,0.042,0.93
-0.289,0.032,0.955
-0.311,0.058,0.921
-0.282,0.014,1.003
-0.295,0.08,0.914
-0.229,0.038,1.035
-0.283,0.016,0.955
-0.3,0.025,0.922
-0.292,0.076,0.957
-0.27,0.067,0.986
-0.266,-0.004,0.956
-0.316,0.061,0.877
-0.301,0.026,0.988
-0.308,0.059,0.921
-0.267,0.069,0.981
-0.288,0.028,0.954
-0.283,0.001,0.934
-0.287,0.043,0.97
-0.289,0.084,0.917
-0.29,0.006,0.974
-0.311,0.073,0.902
-0.274,0.016,0.981
-0.313,0.045,0.892
-0.283,0.064,0.961
-0.29,0.061,0.966
-0.281,0.02,0.978
-0.289,0.008,0.968
-0.289,0.104,0.948
-0.254,0.023,1.018
-0.295,0.056,0.899
-0.287,0.013,0.956
-0.31,0.053,0.92
-0.29,0.034,0.97
-0.296,0.078,0.952
-0.269,0.039,0.983
-0.284,-0.005,0.976
-0.297,0.08,0.934
-0.254,0.045,1.01
-0.286,0.055,0.932
-0.262,0.033,0.978
-0.302,0.064,0.936
-0.31,0.022,0.935
-0.305,0.061,0.918
-0.271,0.071,0.976
-0.269,0.005,1.002
-0.304,0.026,0.897
-0.262,0.065,1.004
-0.281,0.081,0.967
-0.254,0.008,1.013
-0.299,0.05,0.944
-0.294,0.032,0.938
-0.31,0.035,0.951
-0.298,0.09,0.926
-0.283,0.022,0.971
-0.311,0.015,0.915
-0.287,0.04,1.008
-0.299,0.099,0.924
-0.248,0.006,1.014
-0.281,0.064,0.967
-0.258,0.041,0.962
-0.299,0.018,0.959
-0.301,0.081,0.933
-0.257,0.038,0.996
-0.304,0.05,0.928
-0.312,0.004,0.905
-0.318,0.088,1.003
-0.257,0.026,0.959
-0.289,0.046,0.95
-0.278,0.032,0.999
-0.293,0.055,0.97
-0.267,0.057,0.974
-0.29,0.069,0.929
-0.281,-0.025,0.984
-0.306,0.076,0.915
-0.27,0.072,0.992
-0.288,0.029,0.974
-0.259,0.06,0.975
-0.265,0.036,1.01
-0.298,0.036,0.937
-0.268,0.034,0.974
-0.289,0.097,0.936
-0.276,0.002,0.982
-0.321,0.024,0.906
-0.281,0.066,0.961
-0.287,0.071,0.976
-0.278,0.028,0.963
-0.28,0.025,0.978
-0.3,0.063,0.933
-0.268,0.006,1.015
-0.288,0.107,0.933
-0.249,0.014,0.993
-0.31,0.019,0.928
-0.297,0.049,0.934
-0.306,0.078,0.951
-0.271,0.026,0.964
-0.272,0.038,0.982
-0.292,0.072,0.952
-0.271,0.012,1.029
-0.287,0.083,0.928
-0.245,0.062,1.036
-0.296,0.033,0.948
-0.292,0.004,0.928
-0.291,0.073,0.968
-0.267,0.077,0.961
-0.271,0.012,0.99
-0.319,0.052,0.894
-0.279,0.018,1.013
-0.298,0.07,0.944
-0.254,0.074,1.023
-0.263,0.046,0.98
-0.282,0.002,0.959
-0.274,0.037,0.991
-0.281,0.086,0.924
-0.287,0.012,0.985
-0.31,0.076,0.911
-0.271,0.029,1.007
-0.332,0.04,0.915
-0.26,0.053,0.995
-0.264,0.079,1.014
-0.257,0.019,1.004
-0.266,0.006,0.996
-0.297,0.102,0.939
-0.249,0.025,1.024
-0.291,0.048,0.907
-0.289,0.024,0.956
-0.306,0.059,0.917
-0.271,0.027,1.001
-0.284,0.092,0.949
-0.255,0.044,0.997
-0.278,-0.001,1.005
-0.283,0.07,0.954
-0.242,0.05,1.01
-0.286,0.055,0.938
-0.266,0.035,0.988
-0.292,0.068,0.928
-0.295,0.016,0.954
-0.298,0.053,0.944
-0.268,0.069,0.964
-0.267,0.019,1.003
-0.311,0.028,0.908
-0.272,0.055,1.012
-0.266,0.087,1.002
-0.245,0.01,0.998
-0.299,0.055,0.931
-0.281,0.037,0.952
-0.292,0.033,0.964
-0.288,0.088,0.928
-0.269,0.02,1.002
-0.3,0.015,0.924
-0.259,0.04,1.025
-0.288,0.104,0.939
-0.257,0.011,1.018
-0.274,0.074,0.969
-0.274,0.038,0.972
-0.293,0.017,0.977
-0.285,0.08,0.943
-0.264,0.053,0.997
-0.314,0.046,0.92
-0.286,0,0.998
-0.301,0.092,0.912
-0.248,0.055,1.038
-0.279,0.037,0.977
-0.27,0.027,0.959
-0.276,0.038,0.989
-0.286,0.057,0.97
-0.264,0.049,0.994
-0.285,0.061,0.949
-0.272,-0.015,0.907
-0.293,0.083,0.998
-0.261,0,0.983
-0.288,0.051,0.973
-0.279,0.031,1.02
-0.283,0.043,0.962
-0.249,0.039,0.992
-0.263,0.084,0.951
-0.269,0.004,0.988
-0.317,0.035,0.9
-0.277,0.072,0.967
-0.267,0.064,1.005
-0.27,0.032,0.946
-0.277,0.031,0.987
-0.28,0.048,0.948
-0.249,0.008,1.032
-0.27,0.107,0.954
-0.239,0.011,1.01
-0.301,0.02,0.946
-0.278,0.049,0.963
-0.293,0.077,0.948
-0.28,0.033,0.975
-0.269,0.034,0.995
-0.277,0.063,0.965
-0.253,0.004,1.03
-0.279,0.091,0.933
-0.241,0.051,1.025
-0.284,0.027,0.969
-0.293,0.007,0.917
-0.291,0.067,0.946
-0.279,0.08,0.969
-0.264,0.012,0.991
-0.299,0.052,0.912
-0.259,0.02,1.019
-0.296,0.058,0.943
-0.242,0.065,1.013
-0.266,0.051,0.974
-0.278,0.003,0.953
-0.288,0.048,0.965
-0.28,0.088,0.935
-0.275,0,0.989
-0.302,0.079,0.914
-0.261,0.039,1.021
-0.313,0.035,0.925
-0.252,0.052,1.009
-0.279,0.081,0.994
-0.255,0.018,0.991
-0.274,0,0.979
-0.291,0.099,0.937
-0.251,0.035,1.013
-0.297,0.041,0.906
-0.278,0.02,0.968
-0.306,0.061,0.917
-0.264,0.034,1.015
-0.289,0.08,0.961
-0.257,0.038,0.976
-0.272,0.003,1.005
-0.289,0.069,0.953
-0.249,0.042,0.994
-0.291,0.057,0.925
-0.265,0.043,0.983
-0.293,0.054,0.944
-0.301,0.019,0.969
-0.282,0.058,0.942
-0.264,0.08,0.991
-0.26,0.003,1.012
-0.286,0.026,0.933
-0.252,0.042,0.993
-0.278,0.095,0.957
-0.259,0.002,0.976
-0.287,0.054,0.926
-0.283,0.033,0.929
-0.307,0.033,0.953
-0.289,0.081,0.91
-0.275,0.026,0.996
-0.304,0.025,0.914
-0.256,0.03,1.025
-0.278,0.094,0.942
-0.252,0,1.013
-0.278,0.082,0.955
-0.275,0.023,0.957
-0.295,0.018,0.949
-0.279,0.081,0.948
-0.251,0.04,1.01
-0.294,0.044,0.932
-0.279,0,0.992
-0.304,0.098,0.91
-0.237,0.04,1.025
-0.28,0.03,0.976
-0.258,0.024,0.943
-0.275,0.043,0.988
-0.277,0.053,0.963
-0.265,0.052,0.969
-0.286,0.067,0.939
-0.27,-0.019,0.993
-0.301,0.09,0.94
-0.255,0.056,1.016
-0.287,0.021,0.966
-0.261,0.053,0.958
-0.247,0.024,1.015
-0.289,0.043,0.941
-0.263,0.047,0.967
-0.28,0.084,0.945
-0.266,-0.005,0.993
-0.316,0.042,0.938
-0.281,0.07,1.016
-0.272,0.032,0.955
-0.269,0.017,0.995
-0.304,0.056,0.944
-0.259,0.012,1.007
-0.28,0.097,0.921
-0.26,0.003,0.976
-0.301,0.025,0.925
-0.287,0.055,0.962
-0.285,0.064,0.95
-0.284,0.031,0.966
-0.246,0.038,1.022
-0.28,0.059,0.954
-0.257,0.006,1.045
-0.275,0.095,0.92
-0.242,0.042,1.022
-0.288,0.027,0.959
-0.298,0.016,0.91
-0.292,0.07,0.959
-0.269,0.067,0.97
-0.27,0.001,0.993
-0.312,0.047,0.882
-0.264,0.024,1.013
-0.296,0.069,0.937
-0.248,0.05,0.985
-0.281,0.042,0.963
-0.281,-0.001,0.937
-0.291,0.052,0.955
-0.287,0.074,0.917
-0.291,0.001,0.962
-0.302,0.072,0.915
-0.266,0.013,1.021
-0.31,0.055,0.915
-0.256,0.058,0.999
-0.262,0.059,1.005
-0.256,0.01,0.98
-0.29,0.02,0.97
-0.281,0.094,0.943
-0.266,0.021,0.994
-0.314,0.05,0.897
-0.295,0.012,0.948
-0.316,0.046,0.887
-0.283,0.058,0.981
-0.291,0.074,0.95
-0.248,0.013,0.981
-0.274,0.005,0.984
-0.274,0.089,0.952
-0.253,0.024,0.992
-0.298,0.065,0.924
-0.27,0.033,0.98
-0.306,0.038,0.946
-0.289,0.036,0.96
-0.287,0.061,0.944
-0.254,0.047,0.98
-0.259,0.003,1.012
-0.299,0.063,0.919
-0.253,0.052,1.004
-0.266,0.079,0.975
-0.273,0.003,0.965
-0.3,0.053,0.926
-0.295,0.036,0.934
-0.293,0.043,0.945
-0.284,0.069,0.933
-0.274,-0.001,0.992
-0.315,0.046,0.902
-0.248,0.046,1.035
-0.271,0.077,0.968
-0.259,0.012,1.001
-0.273,0.069,0.959
-0.275,0.014,0.965
-0.292,0.039,0.955
-0.292,0.086,0.933
-0.259,0.015,0.99
-0.308,0.033,0.905
-0.298,0.026,0.963
-0.31,0.094,0.918
-0.249,0.025,1.052
-0.275,0.038,0.963
-0.273,0.03,0.944
-0.28,0.038,0.988
-0.276,0.08,0.948
-0.28,0.037,0.962
-0.303,0.025,0.933
-0.287,0.021,0.974
-0.29,0.092,0.942
-0.279,0.03,0.976
-0.305,0.054,0.96
-0.281,0.045,0.959
-0.264,0,1.011
-0.28,0.08,0.936
-0.25,0.039,0.992
-0.285,0.058,0.942
-0.277,-0.006,0.945
-0.319,0.071,0.892
-0.292,0.059,0.961
-0.28,0.029,0.996
-0.288,0.045,0.934
-0.277,0.01,1.001
-0.292,0.073,0.941
-0.242,0.041,1.024
-0.288,0.073,0.926
-0.271,-0.022,0.986
-0.3,0.064,0.934
-0.27,0.058,0.955
-0.289,0.029,0.927
-0.29,0.005,0.971
-0.289,0.048,0.928
-0.245,0.038,1.047
-0.285,0.094,0.92
-0.25,0.013,1.018
-0.288,0.021,0.942
-0.29,0.053,0.92
-0.281,0.055,0.971
-0.271,0.04,0.961
-0.272,0.027,0.967
-0.304,0.043,0.911
-0.274,0.029,0.996
-0.298,0.094,0.932
-0.262,0.032,0.992
-0.31,0.019,0.953
-0.298,0.054,0.94
-0.271,0.05,0.981
-0.28,0.051,0.958
-0.274,0.027,0.974
-0.299,0.055,0.923
-0.284,0,0.993
-0.292,0.094,0.92
-0.257,0.048,1.002
-0.278,0.025,0.993
-0.272,0.032,0.959
-0.276,0.049,0.979
-0.268,0.083,0.969
-0.255,-0.006,1.018
-0.293,0.066,0.91
-0.274,0.003,0.966
-0.301,0.071,0.928
-0.277,0.066,0.978
-0.29,0.034,0.964
-0.294,0.008,0.955
-0.274,0.056,0.985
-0.278,0.079,0.962
-0.245,-0.008,1.012
-0.284,0.093,0.913
-0.273,0.007,0.965
-0.314,0.039,0.92
-0.278,0.067,0.95
-0.284,0.051,0.969
-0.275,0.023,0.972
-0.279,0.016,0.979
-0.301,0.091,0.923
-0.245,0.023,1.04
-0.269,0.057,0.961
-0.26,0.027,0.968
-0.304,0.041,0.933
-0.286,0.041,0.966
-0.273,0.065,0.967
-0.294,0.042,0.942
-0.295,-0.02,0.966
-0.311,0.089,0.892
-0.263,0.038,1.008
-0.293,0.055,0.943
-0.256,0.035,0.992
-0.282,0.043,0.963
-0.276,0.018,0.96
-0.276,0.062,0.962
-0.282,0.07,0.936
-0.282,-0.012,0.963
-0.329,0.05,0.876
-0.288,0.053,0.976
-0.294,0.067,0.931
-0.263,0.026,1.01
-0.293,0.058,0.956
-0.277,0.021,0.952
-0.273,0.048,0.999
-0.265,0.092,0.964
-0.292,-0.007,0.949
-0.318,0.035,0.913
-0.294,0.052,0.95
-0.296,0.057,0.937
-0.267,0.018,0.98
-0.3,0.064,0.938
-0.292,0.036,0.945
-0.259,0.008,1.016
-0.265,0.091,0.953
-0.26,0.026,0.986
-0.29,0.041,0.947
-0.284,0.005,0.946
-0.311,0.085,0.911
-0.288,0.037,0.958
-0.292,0.024,0.956
-0.288,0.052,0.934
-0.288,0.003,0.975
-0.295,0.084,0.938
-0.235,0.042,1.042
-0.282,0.054,0.934
-0.28,-0.008,0.953
-0.32,0.096,0.913
-0.276,0.031,0.962
-0.289,0.021,0.955
-0.295,0.076,0.908
-0.295,0,0.965
-0.31,0.053,0.933
-0.255,0.053,1.028
-0.285,0.076,0.935
-0.253,-0.008,1.016
-0.29,0.042,0.936
-0.283,0.072,0.979
-0.271,0.039,0.963
-0.276,0.011,0.95
-0.289,0.037,0.916
-0.275,0.035,0.979
-0.276,0.098,0.937
-0.283,0.012,0.95
-0.332,0.031,0.932
-0.294,0.063,0.933
-0.26,0.02,0.995
-0.274,0.049,0.941
-0.285,0.041,0.949
-0.327,0.039,0.898
-0.313,0.028,0.946
-0.32,0.083,0.902
-0.279,0.028,0.964
-0.285,0.012,0.968
-0.283,0.055,0.947
-0.275,0.054,0.985
-0.272,0.066,0.968
-0.258,-0.001,0.989
-0.309,0.077,0.902
-0.305,0,0.952
-0.294,0.08,0.929
-0.273,0.057,0.964
-0.296,0.017,0.952
-0.3,0.021,0.93
-0.277,0.067,0.99
-0.269,0.051,0.955
-0.251,-0.001,1.001
-0.285,0.091,0.916
-0.278,0.014,0.982
-0.312,0.056,0.915
-0.29,0.072,0.941
-0.295,0.037,0.962
-0.282,0.018,0.954
-0.289,0.03,0.97
-0.301,0.097,0.915
-0.255,0.012,0.998
-0.278,0.06,0.968
-0.262,0.017,0.985
-0.305,0.042,0.935
-0.267,0.06,0.96
-0.269,0.056,0.959
-0.289,0.016,0.945
-0.294,0.012,0.956
-0.301,0.103,0.912
-0.262,0.008,1.021
-0.307,0.061,0.936
-0.261,0.041,0.975
-0.3,0.034,0.95
-0.285,0.028,0.966
-0.266,0.064,0.974
-0.279,0.055,0.949
-0.285,-0.018,0.963
-0.321,0.076,0.879
-0.286,0.061,0.976
-0.294,0.044,0.925
-0.272,0.021,1
-0.277,0.049,0.979
-0.27,0.019,0.968
-0.258,0.057,0.994
-0.276,0.083,0.941
-0.293,-0.015,0.934
-0.323,0.048,0.885
-0.276,0.066,0.975
-0.299,0.049,0.948
-0.281,0.035,0.957
-0.293,0.051,0.935
-0.302,0.03,0.931
-0.275,0.039,0.989
-0.277,0.098,0.949
-0.269,-0.006,0.99
-0.312,0.04,0.912
-0.288,0.037,0.941
-0.306,0.084,0.934
-0.279,0.018,0.961
-0.295,0.037,0.944
-0.304,0.056,0.915
-0.293,0.014,0.987
-0.289,0.097,0.923
-0.252,0.03,1.015
-0.302,0.039,0.933
-0.273,0.005,0.949
-0.293,0.105,0.935
-0.283,0.012,0.963
-0.287,0.032,0.936
-0.284,0.057,0.931
-0.305,0.01,0.961
-0.304,0.078,0.93
-0.258,0.056,1.009
-0.292,0.039,0.933
-0.263,0.004,1.006
-0.301,0.08,0.935
-0.268,0.056,0.976
-0.276,0.021,0.981
-0.285,0.055,0.959
-0.289,0.03,0.967
-0.31,0.047,0.915
-0.271,0.063,0.984
-0.286,0.058,0.942
-0.28,-0.006,0.967
-0.302,0.052,0.928
-0.264,0.08,0.978
-0.27,0.005,0.928
-0.297,0.074,0.953
-0.295,0.05,0.913
-0.303,0.039,0.962
-0.285,0.076,0.929
-0.271,0,0.976
-0.298,0.023,0.957
-0.283,0.086,0.936
-0.269,0.044,1.005
-0.283,0.042,0.939
-0.263,0.006,0.982
-0.306,0.074,0.924
-0.277,0.021,0.963
-0.29,0.088,0.928
-0.261,0.022,0.973
-0.328,0.022,0.92
-0.307,0.06,0.929
-0.277,0.052,0.982
-0.292,0.049,0.983
-0.256,0.018,1.005
-0.301,0.069,0.927
-0.28,-0.002,0.978
-0.294,0.084,0.918
-0.281,0.06,0.937
-0.31,0.017,0.946
-0.301,0.023,0.928
-0.278,0.072,0.97
-0.299,0.074,0.937
-0.264,-0.001,0.989
-0.299,0.07,0.92
-0.262,0.019,1.017
-0.289,0.054,0.954
-0.26,0.073,0.962
-0.266,0.016,0.983
-0.317,0.029,0.903
-0.305,0.041,0.948
-0.293,0.089,0.94
-0.265,0.013,1.021
-0.316,0.066,0.894
-0.279,0.018,0.982
-0.31,0.046,0.956
-0.267,0.064,0.976
-0.254,0.038,0.992
-0.289,0.04,0.933
-0.293,0.001,0.976
-0.293,0.098,0.905
-0.273,0.047,0.993
-0.315,0.039,0.92
-0.28,0.038,0.984
-0.299,0.045,0.967
-0.281,0.049,0.961
-0.272,0.072,0.984
-0.27,0.037,0.971
-0.293,-0.02,0.942
-0.312,0.101,0.88
-0.263,0.051,1.008
-0.31,0.045,0.937
-0.291,0.044,0.95
-0.314,0.036,0.938
-0.291,0.05,0.966
-0.269,0.058,0.995
-0.286,0.073,0.945
-0.266,-0.025,1.002
-0.307,0.052,0.914
-0.27,0.054,0.971
-0.297,0.067,0.933
-0.279,0.019,0.949
-0.286,0.037,0.942
-0.299,0.049,0.955
-0.289,0.042,0.969
-0.28,0.089,0.953
-0.245,-0.007,1.033
-0.306,0.048,0.937
-0.278,0.051,0.979
-0.281,0.064,0.976
-0.26,0.018,0.972
-0.308,0.051,0.913
-0.316,0.048,0.928
-0.292,0.021,0.959
-0.298,0.079,0.919
-0.261,0.035,1.014
-0.303,0.028,0.907
-0.294,0.022,0.965
-0.299,0.088,0.954
-0.258,0.05,0.983
-0.282,0.016,0.955
-0.296,0.06,0.933
-0.296,0.02,0.969
-0.304,0.077,0.924
-0.264,0.056,0.996
-0.28,0.036,0.966
-0.289,0.015,0.963
-0.309,0.081,0.924
-0.266,0.055,0.996
-0.249,0.017,1.022
-0.272,0.074,0.92
-0.278,0.005,0.964
-0.315,0.064,0.897
-0.276,0.052,0.983
-0.297,0.057,0.926
-0.278,0.005,0.973
-0.309,0.048,0.938
-0.27,0.089,1.005
-0.269,0.035,0.946
-0.288,0.016,1.006
-0.241,0.07,0.928
-0.27,0.035,0.965
-0.297,0.085,0.923
-0.267,0.007,0.983
-0.315,0.033,0.93
-0.308,0.074,0.925
-0.278,0.04,0.994
-0.274,0.053,0.979
-0.257,0.024,1.004
-0.295,0.058,0.92
-0.26,0.028,0.994
-0.295,0.082,0.922
-0.278,0.04,0.973
-0.295,0.009,0.954
-0.289,0.049,0.951
-0.26,0.069,1.001
-0.269,0.058,0.959
-0.25,0.014,1.008
-0.286,0.058,0.96
-0.259,0.028,1.008
-0.287,0.073,0.961
-0.26,0.075,0.976
-0.274,0.003,0.982
-0.31,0.04,0.915
-0.309,0.058,0.938
-0.303,0.077,0.936
-0.271,0.022,1.019
-0.3,0.063,0.895
-0.274,0.016,0.98
-0.303,0.065,0.972
-0.257,0.059,0.97
-0.263,0.022,0.991
-0.289,0.035,0.936
-0.297,0.01,0.938
-0.307,0.103,0.903
-0.263,0.032,1.011
-0.294,0.036,0.925
-0.257,0.035,1.014
-0.29,0.055,1.005
-0.262,0.053,0.982
-0.254,0.076,1.001
-0.254,0.025,0.981
-0.277,-0.009,0.956
-0.3,0.112,0.906
-0.262,0.038,0.996
-0.293,0.06,0.953
-0.274,0.035,0.972
-0.303,0.021,0.949
-0.272,0.055,0.977
-0.263,0.062,0.995
-0.277,0.055,0.968
-0.259,-0.02,1.005
-0.303,0.067,0.915
-0.263,0.064,0.992
-0.277,0.056,0.959
-0.278,0.021,0.955
-0.289,0.048,0.931
-0.305,0.054,0.955
-0.27,0.05,1.012
-0.27,0.086,0.95
-0.227,0.003,1.08
-0.306,0.05,0.925
-0.26,0.051,0.967
-0.282,0.074,0.976
-0.261,0.021,0.977
-0.28,0.035,0.937
-0.304,0.043,0.934
-0.29,0.034,0.99
-0.287,0.088,0.919
-0.259,0.03,1.031
-0.292,0.023,0.922
-0.265,0.043,0.999
-0.289,0.084,0.966
-0.252,0.035,0.985
-0.278,0.024,0.982
-0.27,0.054,0.947
-0.288,0.031,0.982
-0.298,0.083,0.925
-0.248,0.044,1.006
-0.284,0.026,0.961
-0.278,0.03,0.967
-0.307,0.084,0.95
-0.254,0.049,1.005
-0.259,0.039,1.015
-0.288,0.063,0.945
-0.279,-0.011,0.964
-0.309,0.091,0.907
-0.28,0.045,0.966
-0.299,0.048,0.922
-0.278,0.006,0.983
-0.304,0.057,0.966
-0.258,0.077,1
-0.252,0.034,1.022
-0.281,0.052,0.962
-0.247,0.01,1.014
-0.3,0.063,0.927
-0.264,0.048,0.97
-0.293,0.084,0.921
-0.275,-0.003,0.991
-0.317,0.039,0.942
-0.279,0.07,0.961
-0.25,0.038,0.967
-0.264,0,1.016
-0.248,0.056,0.929
-0.265,0.051,1.014
-0.295,0.082,0.915
-0.276,0.03,0.978
-0.293,0.009,0.945
-0.292,0.056,0.943
-0.258,0.074,1.022
-0.272,0.05,0.954
-0.263,0.009,0.985
-0.292,0.066,0.932
-0.264,0.025,1.013
-0.289,0.087,0.944
-0.263,0.068,0.975
-0.287,-0.005,0.973
-0.307,0.052,0.931
-0.272,0.055,0.982
-0.291,0.07,0.938
-0.247,0.028,1.046
-0.296,0.06,0.91
-0.266,0.005,1.01
-0.28,0.076,0.991
-0.247,0.06,0.986
-0.248,0.025,1.017
-0.274,0.032,0.953
-0.284,0.025,0.963
-0.301,0.103,0.905
-0.254,0.028,1.024
-0.302,0.049,0.925
-0.25,0.025,0.99
-0.287,0.057,1.007
-0.262,0.049,0.961
-0.256,0.07,0.999
-0.266,0.022,0.975
-0.288,0.003,0.971
-0.301,0.103,0.902
-0.269,0.031,1.012
-0.297,0.059,0.936
-0.269,0.037,0.973
-0.31,0.029,0.955
-0.284,0.05,0.961
-0.259,0.053,1.006
-0.267,0.057,0.959
-0.258,-0.021,0.998
-0.299,0.061,0.924
-0.254,0.062,1.002
-0.269,0.06,0.957
-0.275,0.018,0.95
-0.289,0.052,0.963
-0.286,0.047,0.977
-0.269,0.042,1.011
-0.279,0.098,0.952
-0.242,-0.021,1.06
-0.297,0.049,0.914
-0.268,0.054,0.981
-0.273,0.066,0.977
-0.259,0.017,0.985
-0.294,0.044,0.911
-0.308,0.042,0.923
-0.282,0.031,0.992
-0.29,0.09,0.93
-0.242,0.011,1.044
-0.276,0.043,0.916
-0.269,0.014,0.981
-0.296,0.1,0.951
-0.257,0.038,0.986
-0.28,0.025,0.974
-0.282,0.053,0.935
-0.288,0.02,0.967
-0.317,0.075,0.912
-0.245,0.046,1.013
-0.285,0.042,0.97
-0.263,0,0.995
-0.305,0.08,0.92
-0.269,0.053,0.976
-0.266,0.018,0.991
-0.284,0.058,0.934
-0.268,-0.004,0.977
-0.301,0.064,0.903
-0.285,0.052,0.978
-0.302,0.059,0.919
-0.26,-0.001,1.008
-0.291,0.04,0.965
-0.269,0.081,0.967
-0.258,0.031,1.017
-0.28,0.037,0.935
-0.269,0.013,0.961
-0.311,0.056,0.91
-0.279,0.038,0.963
-0.289,0.09,0.912
-0.258,0.013,1.001
-0.311,0.024,0.966
-0.282,0.059,0.94
-0.255,0.056,1.008
-0.269,0.052,0.976
-0.266,0.015,0.961
-0.299,0.055,0.914
-0.283,0.022,0.996
-0.296,0.08,0.927
-0.262,0.043,0.977
-0.286,0.006,0.965
-0.3,0.038,0.935
-0.261,0.07,0.955
-0.279,-0.025,0.99
-0.268,0.089,0.928
-0.263,0.013,0.979
-0.3,0.067,0.943
-0.275,0.075,0.94
-0.27,0.005,0.978
-0.295,0.02,0.93
-0.286,0.055,0.96
-0.284,0.084,0.953
-0.235,0.002,1.069
-0.286,0.074,0.925
-0.268,0.007,0.988
-0.297,0.062,0.959
-0.266,0.048,0.975
-0.254,0.041,0.978
-0.29,0.033,0.921
-0.295,0.004,0.943
-0.314,0.104,0.913
-0.261,0.029,1.005
-0.315,0.046,0.916
-0.256,0.028,1.001
-0.298,0.052,0.963
-0.287,0.048,0.937
-0.275,0.067,0.963
-0.273,0.028,0.956
-0.302,-0.004,0.918
-0.317,0.087,0.888
-0.256,0.035,1.007
-0.296,0.057,0.949
-0.273,0.034,0.965
-0.308,0.03,0.931
-0.28,0.039,0.952
-0.265,0.045,0.982
-0.278,0.078,0.952
-0.277,-0.017,0.973
-0.313,0.044,0.901
-0.274,0.056,0.955
-0.29,0.06,0.934
-0.283,0.021,0.968
-0.297,0.047,0.956
-0.286,0.042,0.974
-0.272,0.023,1.011
-0.266,0.102,0.958
-0.249,-0.015,1.019
-0.308,0.044,0.919
-0.289,0.04,0.95
-0.296,0.079,0.941
-0.285,0.017,0.952
-0.314,0.042,0.913
-0.308,0.036,0.92
-0.296,0.026,0.976
-0.292,0.087,0.936
-0.25,0.02,1.031
-0.295,0.04,0.926
-0.275,0.003,0.985
-0.308,0.09,0.918
-0.28,0.054,0.962
-0.292,0.014,0.947
-0.293,0.064,0.932
-0.293,0.017,0.976
-0.307,0.057,0.897
-0.262,0.058,0.993
-0.277,0.045,0.969
-0.267,-0.006,0.98
-0.301,0.077,0.927
-0.265,0.069,0.972
-0.283,0.008,0.966
-0.292,0.055,0.921
-0.294,0.019,0.949
-0.319,0.053,0.894
-0.279,0.044,0.98
-0.288,0.072,0.933
-0.261,0.002,1.008
-0.304,0.031,0.944
-0.272,0.089,0.955
-0.265,0.038,1.002
