acc_x[g],acc_y[g],acc_z[g]
-0.275,0.038,0.976
-0.301,0.029,0.951
-0.273,0.037,0.985
-0.274,0.099,0.949
-0.261,0.025,1.027
-0.306,0.025,0.916
-0.268,0.06,0.994
-0.273,0.086,1.022
-0.253,0.02,0.991
-0.255,0.017,1.001
-0.275,0.056,0.956
-0.277,0.017,0.996
-0.296,0.096,0.918
-0.255,0.036,1.011
-0.313,0.008,0.918
-0.258,0.048,1.013
-0.278,0.095,0.983
-0.259,0.018,0.995
-0.258,0.042,1.017
-0.268,0.06,0.972
-0.274,0.002,0.986
-0.294,0.087,0.924
-0.246,0.038,1.006
-0.28,0.051,0.969
-0.29,0.005,0.967
-0.302,0.067,0.963
-0.248,0.073,1.011
-0.25,0.006,1.004
-0.282,0.052,0.932
-0.264,0.021,1.005
-0.295,0.053,0.942
-0.261,0.07,0.99
-0.273,0.051,0.953
-0.293,0.001,0.945
-0.303,0.059,0.965
-0.289,0.08,0.949
-0.266,0.009,1.019
-0.278,0.077,0.942
-0.243,0.031,1.036
-0.296,0.042,0.942
-0.259,0.049,0.982
-0.258,0.078,0.974
-0.272,-0.004,0.948
-0.298,0.085,0.913
-0.269,0.051,1.008
-0.298,0.042,0.939
-0.269,0.019,0.997
-0.301,0.055,0.927
-0.249,0.024,1.043
-0.26,0.081,0.979
-0.251,0.04,0.969
-0.274,-0.002,0.99
-0.285,0.074,0.916
-0.286,0.06,0.971
-0.304,0.032,0.933
-0.279,0.034,0.963
-0.287,0.061,0.956
-0.274,0.019,0.98
-0.277,0.068,0.963
-0.256,0.068,0.976
-0.266,0.006,1
-0.289,0.036,0.934
-0.259,0.057,1.01
-0.274,0.077,0.955
-0.29,0.015,0.951
-0.314,0.055,0.902
-0.286,0.024,0.964
-0.285,0.047,0.984
-0.258,0.086,0.976
-0.25,0.022,1.026
-0.279,0.027,0.977
-0.24,0.033,1.026
-0.269,0.097,0.946
-0.251,0.004,1.016
-0.276,0.063,0.925
-0.272,0.041,0.971
-0.307,0.038,0.943
-0.292,0.074,0.939
-0.257,0.043,1.012
-0.272,0.039,0.976
-0.256,-0.002,1.011
-0.286,0.11,0.952
-0.236,0.041,1.035
-0.284,0.034,0.929
-0.279,0.042,0.934
-0.293,0.023,0.964
-0.295,0.063,0.948
-0.267,0.063,1.011
-0.272,0.04,0.953
-0.279,-0.01,0.999
-0.308,0.082,0.934
-0.258,0.055,0.978
-0.284,0.029,0.968
-0.276,0.056,0.955
-0.286,0.023,0.985
-0.297,0.046,0.929
-0.269,0.05,0.974
-0.285,0.075,0.945
-0.263,0.008,1.017
-0.317,0.035,0.912
-0.273,0.08,0.987
-0.262,0.06,1.027
-0.263,0.026,0.941
-0.278,0.025,0.978
-0.296,0.055,0.933
-0.273,0.013,0.989
-0.297,0.105,0.903
-0.263,0.017,0.992
-0.319,0.021,0.902
-0.26,0.064,1.022
-0.27,0.078,1.001
-0.254,0.029,0.981
-0.259,0.045,0.993
-0.275,0.061,0.977
-0.268,-0.004,0.987
-0.286,0.094,0.933
-0.248,0.033,1.009
-0.28,0.035,0.944
-0.291,0.009,0.94
-0.292,0.076,0.937
-0.267,0.074,0.991
-0.262,0,1.006
-0.281,0.051,0.94
-0.266,0.013,0.983
-0.299,0.063,0.936
-0.261,0.056,0.977
-0.279,0.051,0.952
-0.283,-0.002,0.942
-0.299,0.057,0.951
-0.281,0.078,0.934
-0.266,0.009,1.012
-0.279,0.076,0.947
-0.232,0.023,1.05
-0.295,0.055,0.95
-0.246,0.036,0.983
-0.269,0.069,0.97
-0.263,0.022,0.968
-0.301,-0.001,0.935
-0.31,0.085,0.909
-0.261,0.038,0.998
-0.304,0.048,0.919
-0.265,0.015,1.001
-0.29,0.059,0.935
-0.26,0.009,0.948
-0.281,0.082,0.943
-0.272,-0.014,0.964
-0.289,0.07,0.911
-0.301,0.064,0.984
-0.292,0.027,0.926
-0.269,0.026,0.974
-0.288,0.072,0.957
-0.279,0.017,0.98
-0.295,0.068,0.957
-0.257,0.069,0.974
-0.262,0.001,1.003
-0.281,0.017,0.928
-0.289,0.055,0.955
-0.297,0.096,0.931
-0.285,0.001,0.965
-0.305,0.048,0.909
-0.278,0.028,0.979
-0.283,0.026,1.011
-0.249,0.08,0.987
-0.241,0.032,1.025
-0.284,0.017,0.959
-0.272,0.007,0.979
-0.292,0.119,0.926
-0.276,0,0.971
-0.297,0.05,0.923
-0.275,0.052,0.973
-0.32,0.024,0.94
-0.286,0.06,0.925
-0.251,0.048,1.012
-0.268,0.054,0.958
-0.271,-0.024,0.97
-0.3,0.097,0.922
-0.264,0.035,0.995
-0.288,0.04,0.925
-0.301,0.037,0.922
-0.301,0.019,0.931
-0.294,0.026,0.966
-0.257,0.06,1.005
-0.277,0.081,0.928
-0.267,-0.01,1.019
-0.307,0.046,0.912
-0.278,0.069,0.949
-0.283,0.035,0.947
-0.284,0.037,0.947
-0.286,0.049,0.963
-0.31,0.026,0.907
-0.293,0.035,0.968
-0.296,0.098,0.951
-0.249,0.017,1.037
-0.301,0.032,0.934
-0.266,0.033,0.984
-0.277,0.073,0.973
-0.278,0.037,0.936
-0.292,0.024,0.947
-0.312,0.045,0.896
-0.3,0.002,0.951
-0.31,0.087,0.898
-0.273,0.051,0.987
-0.297,0.031,0.919
-0.277,0.015,1.003
-0.289,0.081,0.958
-0.255,0.041,0.97
-0.262,0.014,0.988
-0.284,0.077,0.929
-0.314,0.001,0.91
-0.334,0.064,0.896
-0.288,0.053,0.955
-0.293,0.062,0.932
-0.289,0,0.985
-0.315,0.04,0.935
-0.272,0.083,0.983
-0.26,0.01,0.993
-0.275,0.063,0.95
-0.274,0.016,0.954
-0.319,0.057,0.93
-0.299,0.051,0.942
-0.306,0.084,0.921
-0.268,0.018,0.969
-0.295,0.01,0.968
-0.287,0.079,0.959
-0.263,0.025,0.985
-0.278,0.055,0.961
-0.252,0.026,1.016
-0.295,0.055,0.921
-0.285,0.016,0.949
-0.305,0.087,0.915
-0.291,0.06,0.955
-0.31,0,0.948
-0.304,0.046,0.93
-0.291,0.056,0.991
-0.276,0.068,0.964
-0.242,0.008,1.007
-0.295,0.078,0.927
-0.286,-0.007,0.961
-0.313,0.06,0.901
-0.284,0.075,0.943
-0.292,0.025,0.957
-0.3,0.02,0.941
-0.297,0.059,0.966
-0.29,0.068,0.926
-0.266,0.029,1.013
-0.284,0.069,0.953
-0.285,0.023,0.966
-0.302,0.038,0.956
-0.263,0.074,0.983
-0.28,0.028,0.933
-0.297,0.011,0.975
-0.302,0.092,0.928
-0.257,0.046,1.023
-0.289,0.05,0.932
-0.281,0.04,0.973
-0.279,0.03,0.996
-0.266,0.051,0.948
-0.282,0.064,0.962
-0.288,0.048,0.927
-0.276,-0.015,0.965
-0.304,0.077,0.896
-0.273,0.052,0.978
-0.303,0.054,0.933
-0.263,0.054,1.001
-0.294,0.037,0.946
-0.276,0.037,0.969
-0.263,0.053,1.011
-0.27,0.078,0.945
-0.286,-0.011,0.969
-0.306,0.045,0.908
-0.283,0.042,0.965
-0.297,0.08,0.932
-0.272,0.029,1.007
-0.293,0.037,0.939
-0.281,0.042,0.967
-0.269,0.028,0.984
-0.292,0.095,0.934
-0.249,0.028,1.015
-0.3,0.031,0.934
-0.296,0.036,0.956
-0.287,0.071,0.931
-0.264,0.034,0.988
-0.288,0.06,0.982
-0.309,0.041,0.914
-0.289,0.016,0.985
-0.282,0.08,0.945
-0.249,0.05,1.025
-0.291,0.037,0.954
-0.275,-0.001,0.961
-0.301,0.066,0.926
-0.282,0.062,0.95
-0.291,0.031,0.961
-0.298,0.042,0.92
-0.271,0.023,1
-0.285,0.056,0.947
-0.26,0.065,1.01
-0.27,0.078,0.965
-0.254,-0.011,1.024
-0.297,0.065,0.949
-0.277,0.067,0.956
-0.274,0.028,0.984
-0.285,0.074,0.951
-0.292,0.024,0.947
-0.313,0.027,0.909
-0.271,0.054,1.008
-0.278,0.084,0.966
-0.259,-0.002,0.994
-0.289,0.034,0.945
-0.285,0.075,0.954
-0.272,0.045,0.999
-0.274,0.045,0.96
-0.268,0.016,0.962
-0.3,0.059,0.941
-0.289,0.035,0.978
-0.294,0.087,0.934
-0.262,0.041,1.007
-0.285,0.009,0.996
-0.288,0.067,0.951
-0.263,0.049,0.988
-0.259,0.045,0.97
-0.248,0.024,1.022
-0.305,0.066,0.903
-0.282,0.011,0.97
-0.309,0.091,0.921
-0.277,0.065,0.99
-0.291,0.011,0.966
-0.277,0.031,0.956
-0.269,0.063,1.009
-0.266,0.08,0.985
-0.24,0.007,1.025
-0.287,0.07,0.923
-0.273,0.002,0.986
-0.299,0.064,0.912
-0.288,0.08,0.948
-0.288,0.037,0.948
-0.298,0.019,0.961
-0.283,0.049,0.998
-0.28,0.066,0.94
-0.267,0.035,1.022
-0.294,0.069,0.929
-0.282,0.022,0.957
-0.306,0.036,0.964
-0.263,0.083,0.986
-0.265,0.047,0.995
-0.293,0.018,0.931
-0.28,0.011,0.973
-0.294,0.096,0.941
-0.268,0.047,1.007
-0.292,0.055,0.947
-0.256,0.035,0.989
-0.28,0.032,0.974
-0.271,0.06,0.969
-0.273,0.055,0.947
-0.295,-0.011,0.991
-0.284,0.083,0.904
-0.259,0.039,0.969
-0.3,0.064,0.955
-0.253,0.057,1.024
-0.281,0.034,0.96
-0.27,0.035,0.974
-0.254,0.072,1.023
-0.271,0.071,0.941
-0.272,-0.022,0.976
-0.31,0.064,0.895
-0.28,0.056,0.963
-0.301,0.071,0.933
-0.27,0.02,0.99
-0.292,0.049,0.957
-0.272,0.034,0.982
-0.268,0.041,1.006
-0.273,0.096,0.966
-0.239,0.011,1.026
-0.305,0.04,0.94
-0.277,0.049,0.955
-0.28,0.054,0.912
-0.281,0.044,0.969
-0.278,0.061,0.975
-0.303,0.034,0.944
-0.289,0.026,0.988
-0.263,0.086,0.971
-0.232,0.04,1.045
-0.284,0.028,0.952
-0.274,0.029,0.969
-0.293,0.076,0.927
-0.273,0.039,0.968
-0.277,0.024,0.947
-0.308,0.066,0.91
-0.294,0.016,0.999
-0.287,0.078,0.942
-0.248,0.053,1.006
-0.295,0.044,0.955
-0.254,0.002,1.023
-0.275,0.091,0.983
-0.254,0.045,0.994
-0.264,0.021,1.002
-0.273,0.082,0.949
-0.3,0.004,0.958
-0.322,0.051,0.904
-0.252,0.061,1.014
-0.271,0.063,0.972
-0.267,-0.001,0.987
-0.3,0.066,0.953
-0.264,0.082,0.992
-0.268,0.022,0.996
-0.285,0.052,0.948
-0.284,0.019,0.966
-0.306,0.062,0.928
-0.283,0.059,0.967
-0.298,0.076,0.924
-0.265,-0.006,0.999
-0.287,0.043,0.967
-0.27,0.094,0.967
-0.259,0.022,0.999
-0.28,0.058,0.967
-0.24,0.043,1.028
-0.304,0.042,0.922
-0.282,0.024,0.964
-0.289,0.097,0.938
-0.277,0.036,0.976
-0.297,-0.007,0.936
-0.292,0.067,0.935
-0.267,0.068,1.033
-0.271,0.046,0.976
-0.236,0.013,1.028
-0.28,0.073,0.943
-0.269,0.015,1.019
-0.291,0.076,0.925
-0.271,0.063,0.948
-0.3,0,0.975
-0.293,0.041,0.94
-0.264,0.082,1.012
-0.292,0.038,0.943
-0.248,0.032,1.03
-0.269,0.065,0.957
-0.266,0.002,0.978
-0.293,0.078,0.959
-0.253,0.079,0.999
-0.272,0.021,0.989
-0.306,0.02,0.923
-0.282,0.049,0.957
-0.291,0.099,0.947
-0.26,0.004,1.001
-0.305,0.055,0.917
-0.263,0.025,0.995
-0.27,0.04,0.995
-0.256,0.078,0.988
-0.249,0.037,1.006
-0.293,0.023,0.942
-0.289,0.024,0.954
-0.305,0.107,0.914
-0.266,0.005,1.006
-0.301,0.072,0.932
-0.249,0.043,1.01
-0.304,0.033,0.974
-0.267,0.064,1.057
-0.248,0.062,0.968
-0.268,-0.001,0.981
-0.267,0.111,0.914
-0.267,0.052,0.996
-0.304,0.052,0.918
-0.277,0.024,0.943
-0.303,0.036,0.95
-0.284,0.043,0.973
-0.254,0.065,0.993
-0.269,0.056,0.944
-0.258,-0.012,1.022
-0.294,0.083,0.925
-0.257,0.06,1.004
-0.278,0.023,0.967
-0.267,0.057,0.972
-0.281,0.044,0.982
-0.308,0.035,0.941
-0.264,0.052,1
-0.259,0.081,0.971
-0.242,0.003,1.057
-0.306,0.036,0.913
-0.266,0.063,0.976
-0.277,0.069,0.969
-0.27,0.038,0.978
-0.292,0.017,0.942
-0.3,0.053,0.935
-0.284,0.025,0.979
-0.302,0.099,0.92
-0.251,0.022,1.009
-0.307,0.031,0.934
-0.259,0.042,0.984
-0.273,0.084,0.978
-0.259,0.026,0.982
-0.269,0.046,0.99
-0.286,0.048,0.936
-0.288,0.011,0.976
-0.304,0.092,0.907
-0.255,0.04,0.999
-0.292,0.043,0.962
-0.278,0.009,0.97
-0.298,0.096,0.971
-0.247,0.055,0.997
-0.264,0.013,0.982
-0.296,0.049,0.93
-0.259,0.022,1.015
-0.289,0.071,0.961
-0.265,0.055,0.974
-0.281,0.046,0.945
-0.282,0.007,0.96
-0.282,0.074,0.975
-0.261,0.066,0.987
-0.256,0.014,1.025
-0.274,0.07,0.958
-0.25,0.01,1.029
-0.288,0.071,0.935
-0.264,0.05,0.979
-0.283,0.063,0.941
-0.279,0.013,0.976
-0.308,0.032,0.937
-0.283,0.094,0.956
-0.245,0.035,1.057
-0.283,0.046,0.939
-0.264,0.015,1.002
-0.29,0.07,0.962
-0.249,0.041,1.018
-0.269,0.071,0.958
-0.258,0.014,0.975
-0.308,0.014,0.937
-0.292,0.096,0.937
-0.282,0.043,0.996
-0.3,0.046,0.927
-0.265,0.03,0.988
-0.304,0.038,0.937
-0.256,0.043,0.992
-0.279,0.087,0.973
-0.256,0.044,0.988
-0.29,0.011,0.99
-0.292,0.063,0.934
-0.258,0.042,1.004
-0.284,0.072,0.961
-0.284,0.025,0.952
-0.325,0.05,0.897
-0.268,0.026,1.01
-0.266,0.076,1.012
-0.243,0.06,0.98
-0.262,-0.007,0.993
-0.298,0.061,0.931
-0.256,0.055,0.992
-0.295,0.064,0.939
-0.262,0.019,0.987
-0.299,0.064,0.917
-0.27,0.022,0.983
-0.295,0.063,0.961
-0.268,0.076,0.965
-0.256,0.016,1.054
-0.267,0.027,0.953
-0.254,0.037,0.994
-0.275,0.098,0.955
-0.243,0.017,1.04
-0.303,0.07,0.913
-0.292,0.022,0.923
-0.296,0.036,0.964
-0.278,0.089,0.942
-0.273,0.033,0.951
-0.298,0.013,0.996
-0.27,0.084,0.953
-0.288,0.019,0.993
-0.291,0.077,0.953
-0.262,0.032,0.958
-0.293,0.018,0.986
-0.292,0.091,0.939
-0.27,0.03,0.992
-0.289,0.043,0.954
-0.261,0.016,1.012
-0.302,0.083,0.916
-0.248,0.047,1.026
-0.267,0.04,1.005
-0.258,0.054,0.955
-0.279,0.017,0.977
-0.289,0.075,0.925
-0.269,0.061,0.982
-0.307,0.047,0.915
-0.292,-0.003,0.974
-0.323,0.096,0.918
-0.246,0.04,1.023
-0.272,0.036,0.996
-0.257,0.07,0.971
-0.271,0.019,1.035
-0.26,0.039,0.96
-0.249,0.061,0.999
-0.286,0.069,0.941
-0.274,0.031,0.987
-0.291,0.019,0.945
-0.29,0.047,0.954
-0.259,0.022,1.009
-0.284,0.087,0.923
-0.259,0.041,1.019
-0.288,0.022,0.951
-0.265,0.047,0.984
-0.28,0.076,0.966
-0.261,0.04,0.977
-0.269,0.027,0.984
-0.297,0.054,0.897
-0.293,0.009,0.958
-0.309,0.089,0.926
-0.259,0.055,1.023
-0.292,0.032,0.932
-0.257,0.016,1.012
-0.275,0.076,0.996
-0.24,0.063,0.994
-0.251,0.024,1.012
-0.292,0.058,0.921
-0.28,0.002,0.971
-0.312,0.081,0.909
-0.273,0.055,0.973
-0.309,0.054,0.921
-0.264,0.005,0.998
-0.296,0.075,0.969
-0.258,0.061,0.973
-0.249,0.03,1.049
-0.268,0.072,0.949
-0.269,0.012,0.987
-0.31,0.056,0.93
-0.254,0.046,0.991
-0.279,0.083,0.965
-0.276,0.002,0.969
-0.304,0.026,0.933
-0.282,0.083,0.948
-0.254,0.034,1.023
-0.28,0.053,0.954
-0.263,0.026,0.998
-0.305,0.051,0.935
-0.259,0.049,1.002
-0.273,0.088,0.964
-0.268,0.027,0.974
-0.291,0.015,0.977
-0.309,0.09,0.92
-0.276,0.03,1.013
-0.273,0.05,0.97
-0.233,0.05,1.053
-0.296,0.04,0.915
-0.265,0.035,1.007
-0.282,0.082,0.972
-0.263,0.057,0.972
-0.286,-0.016,0.96
-0.305,0.069,0.926
-0.288,0.059,0.979
-0.297,0.066,0.929
-0.267,0.016,1.006
-0.293,0.054,0.928
-0.259,0.022,1.023
-0.273,0.073,0.98
-0.248,0.073,0.98
-0.253,0.005,1.021
-0.286,0.045,0.955
-0.275,0.061,0.98
-0.296,0.062,0.922
-0.265,0.016,0.989
-0.283,0.079,0.965
-0.278,0.015,0.978
-0.3,0.049,0.953
-0.257,0.081,0.978
-0.245,0.023,1.026
-0.283,0.019,0.953
-0.253,0.033,1.008
-0.275,0.092,0.953
-0.264,0.012,0.993
-0.298,0.059,0.921
-0.29,0.044,0.946
-0.303,0.037,0.976
-0.283,0.082,0.969
-0.254,0.041,1.037
-0.279,0.019,0.965
-0.247,0.023,1.033
-0.278,0.109,0.963
-0.252,0.014,0.953
-0.285,0.06,0.956
-0.278,0.016,0.944
-0.313,0.068,0.936
-0.269,0.053,1.015
-0.271,0.052,0.978
-0.264,-0.007,1.01
-0.296,0.101,0.914
-0.241,0.062,1.046
-0.272,0.024,0.973
-0.278,0.044,0.953
-0.281,0.025,0.978
-0.288,0.059,0.976
-0.264,0.06,0.99
-0.293,0.058,0.935
-0.28,-0.021,0.992
-0.303,0.071,0.927
-0.258,0.074,0.988
-0.286,0.029,0.986
-0.269,0.056,0.979
-0.257,0.024,1.016
-0.286,0.039,0.948
-0.265,0.043,0.989
-0.272,0.105,0.952
-0.285,-0.001,0.976
-0.33,0.037,0.894
-0.282,0.077,0.962
-0.266,0.055,1.002
-0.26,0.035,0.977
-0.27,0.03,1.006
-0.288,0.05,0.942
-0.258,0.039,1.04
-0.282,0.09,0.936
-0.272,0.006,0.981
-0.307,0.022,0.908
-0.3,0.075,0.948
-0.292,0.071,0.966
-0.287,0.031,0.962
-0.249,0.039,1.002
-0.281,0.051,0.961
-0.26,0.025,1.019
-0.283,0.102,0.923
-0.265,0.048,1.019
-0.294,0.027,0.957
-0.299,0.023,0.935
-0.282,0.065,0.95
-0.279,0.074,0.99
-0.257,0.008,0.989
-0.291,0.049,0.919
-0.268,0.027,1.034
-0.281,0.079,0.948
-0.251,0.069,1.014
-0.275,0.027,0.996
-0.262,0.018,0.969
-0.282,0.06,0.98
-0.28,0.07,0.937
-0.278,0.02,0.958
-0.306,0.081,0.907
-0.265,0.012,1.023
-0.296,0.067,0.947
-0.241,0.07,1.024
-0.258,0.048,1.027
-0.259,0.014,0.972
-0.289,0.036,0.977
-0.294,0.098,0.928
-0.269,0.021,1.022
-0.299,0.061,0.9
-0.303,0.021,0.95
-0.314,0.045,0.94
-0.257,0.054,1.007
-0.267,0.069,0.977
-0.254,0.019,0.987
-0.277,0.024,0.998
-0.276,0.093,0.943
-0.251,0.026,1.018
-0.284,0.063,0.94
-0.261,0.024,0.973
-0.292,0.053,0.963
-0.283,0.049,0.955
-0.295,0.07,0.957
-0.272,0.049,0.969
-0.271,-0.007,1.006
-0.294,0.067,0.915
-0.26,0.055,1.022
-0.277,0.061,0.948
-0.274,0.026,0.955
-0.297,0.038,0.919
-0.286,0.041,0.958
-0.278,0.055,0.973
-0.302,0.075,0.928
-0.268,-0.01,1.022
-0.291,0.057,0.94
-0.231,0.056,1.054
-0.277,0.067,0.951
-0.249,0.036,1
-0.274,0.05,0.976
-0.274,0.032,0.97
-0.288,0.049,0.97
-0.287,0.079,0.923
-0.271,0.014,1.001
-0.309,0.049,0.922
-0.28,0.047,0.992
-0.301,0.079,0.932
-0.236,0.03,1.047
-0.283,0.039,0.955
-0.27,0.031,1.011
-0.277,0.108,0.967
-0.267,0.019,0.995
-0.298,0.027,0.912
-0.289,0.029,0.968
-0.296,0.076,0.943
-0.261,0.029,1.008
-0.283,0.056,0.973
-0.273,0.045,0.939
-0.281,0.026,1.017
-0.263,0.074,0.978
-0.24,0.042,1.007
-0.279,0.057,0.966
-0.276,0,0.946
-0.309,0.08,0.922
-0.278,0.061,0.974
-0.287,0.042,0.98
-0.29,0.056,0.946
-0.283,0.012,1.002
-0.273,0.07,0.977
-0.226,0.051,1.029
-0.287,0.071,0.962
-0.267,-0.017,0.991
-0.302,0.067,0.93
-0.272,0.075,0.995
-0.285,0.027,0.98
-0.289,0.066,0.953
-0.256,0.016,1.004
-0.288,0.039,0.956
-0.237,0.054,1.039
-0.283,0.086,0.95
-0.242,0.009,1.029
-0.292,0.044,0.951
-0.269,0.063,0.948
-0.259,0.037,0.983
-0.268,0.058,0.978
-0.273,0.029,0.969
-0.303,0.038,0.913
-0.265,0.041,1.024
-0.273,0.09,0.957
-0.245,0.028,1.009
-0.288,0.007,0.978
-0.269,0.071,0.954
-0.256,0.047,1.01
-0.278,0.053,0.938
-0.272,0.03,0.975
-0.3,0.062,0.912
-0.29,0.02,0.99
-0.296,0.09,0.939
-0.266,0.053,0.999
-0.276,0.019,0.995
-0.272,0.041,0.965
-0.256,0.062,0.998
-0.272,0.071,0.967
-0.251,0.014,1.026
-0.304,0.067,0.896
-0.298,0.007,0.952
-0.302,0.077,0.929
-0.266,0.076,0.996
-0.272,0.02,0.999
-0.275,0.017,0.958
-0.267,0.07,1
-0.27,0.055,0.953
-0.267,0.018,1.009
-0.276,0.092,0.935
-0.268,0.003,1.005
-0.289,0.05,0.966
-0.264,0.07,0.955
-0.288,0.046,0.957
-0.279,0.024,0.958
-0.274,0.032,0.996
-0.287,0.088,0.933
-0.258,0.025,1.034
-0.28,0.053,0.96
-0.26,0.035,0.992
-0.285,0.031,0.953
-0.275,0.068,0.957
-0.275,0.057,0.969
-0.29,0.024,0.934
-0.292,0.006,0.965
-0.298,0.11,0.934
-0.247,0.023,1.052
-0.286,0.05,0.945
-0.238,0.05,1.002
-0.283,0.03,0.983
-0.265,0.042,0.97
-0.258,0.07,1.006
-0.272,0.052,0.949
-0.268,-0.017,0.987
-0.323,0.091,0.878
-0.294,0.059,1.006
-0.284,0.029,0.947
-0.246,0.037,1.029
-0.282,0.055,0.979
-0.276,0.022,0.957
-0.262,0.066,1.011
-0.26,0.082,0.968
-0.27,-0.006,0.994
-0.318,0.047,0.907
-0.264,0.062,0.992
-0.281,0.051,0.974
-0.283,0.032,0.959
-0.294,0.059,0.953
-0.282,0.02,1.029
-0.262,0.032,0.96
-0.269,0.001,1.003
-0.259,0.039,0.943
-0.304,0.04,0.96
-0.288,0.079,0.939
-0.278,0.037,0.969
-0.266,0.038,0.986
-0.283,0.06,0.938
-0.278,0.011,1.013
-0.27,0.094,0.957
-0.223,0.038,1.071
-0.285,0.034,0.95
-0.26,0.015,0.985
-0.269,0.091,0.962
-0.267,0.028,0.972
-0.302,0.034,0.924
-0.302,0.063,0.915
-0.289,0.003,0.98
-0.291,0.073,0.945
-0.23,0.058,1.043
-0.281,0.046,0.957
-0.251,-0.002,1.015
-0.292,0.071,0.935
-0.281,0.067,0.963
-0.266,0.016,1.002
-0.273,0.064,0.968
-0.273,0.021,0.982
-0.321,0.042,0.908
-0.273,0.071,0.999
-0.272,0.069,0.964
-0.256,0.001,1.006
-0.303,0.041,0.953
-0.253,0.086,0.97
-0.247,0.013,1.023
-0.281,0.058,0.949
-0.259,0.033,0.98
-0.307,0.048,0.927
-0.281,0.035,0.978
-0.287,0.092,0.934
-0.266,0.021,1.005
-0.279,0.001,0.999
-0.273,0.073,0.94
-0.259,0.056,1.028
-0.269,0.056,0.963
-0.235,0.012,1.013
-0.304,0.076,0.922
-0.281,0.007,0.968
-0.296,0.085,0.93
-0.261,0.063,0.994
-0.286,0.005,0.994
-0.283,0.037,0.936
-0.263,0.079,0.996
-0.28,0.039,0.949
-0.269,0.009,0.987
-0.283,0.088,0.925
-0.282,-0.003,0.984
-0.291,0.069,0.965
-0.261,0.062,0.967
-0.282,0.021,0.963
-0.29,0.032,0.945
-0.266,0.041,0.996
-0.286,0.089,0.941
-0.242,0.01,1.018
-0.285,0.059,0.936
-0.251,0.023,1
-0.293,0.036,0.943
-0.276,0.076,0.951
-0.267,0.055,0.982
-0.292,0.021,0.935
-0.284,0.003,0.975
-0.295,0.123,0.928
-0.238,0.014,1.058
-0.29,0.051,0.951
-0.249,0.035,1.001
-0.294,0.031,0.967
-0.258,0.036,0.977
-0.243,0.054,0.978
-0.282,0.053,0.942
-0.279,-0.014,0.97
-0.308,0.083,0.897
-0.274,0.059,0.997
-0.297,0.049,0.942
-0.241,0.028,1.024
-0.275,0.039,0.973
-0.269,0.022,0.952
-0.265,0.073,1.009
-0.263,0.086,0.975
-0.272,-0.016,0.99
-0.316,0.048,0.899
-0.27,0.065,0.99
-0.277,0.042,0.966
-0.281,0.038,0.955
-0.294,0.059,0.953
-0.293,0.026,0.95
-0.269,0.031,1.002
-0.265,0.105,0.952
-0.258,-0.004,1.005
-0.302,0.038,0.922
-0.292,0.035,0.943
-0.301,0.084,0.922
-0.278,0.03,0.979
-0.278,0.032,0.98
-0.29,0.057,0.941
-0.264,0,0.967
-0.274,0.103,1.037
-0.229,0.044,0.946
-0.282,-0.001,0.942
-0.297,0.098,0.93
-0.28,0.03,0.958
-0.308,0.032,0.944
-0.297,0.059,0.909
-0.288,-0.001,0.99
-0.292,0.07,0.94
-0.219,0.045,1.042
-0.275,0.066,0.951
-0.265,-0.007,0.986
-0.319,0.071,0.906
-0.288,0.071,0.948
-0.28,0.013,0.968
-0.281,0.049,0.962
-0.26,0.018,0.984
-0.322,0.048,0.895
-0.276,0.053,0.992
-0.282,0.07,0.94
-0.262,0,0.999
-0.31,0.035,0.947
-0.281,0.085,0.939
-0.263,0.012,0.989
-0.281,0.047,0.938
-0.27,0.034,0.973
-0.312,0.043,0.918
-0.275,0.022,0.985
-0.282,0.09,0.935
-0.26,0.021,1.005
-0.281,0.004,0.996
-0.262,0.069,0.951
-0.256,0.056,1.011
-0.276,0.055,0.949
-0.261,0.001,0.982
-0.307,0.072,0.895
-0.299,0.009,0.933
-0.307,0.076,0.927
-0.251,0.058,0.994
-0.275,0.011,0.977
-0.286,0.035,0.948
-0.27,0.067,0.996
-0.274,0.046,0.962
-0.275,0.004,0.965
-0.288,0.089,0.933
-0.282,-0.007,0.973
-0.291,0.07,0.943
-0.271,0.07,0.961
-0.284,0.018,0.954
-0.29,0.022,0.957
-0.297,0.037,0.967
-0.295,0.096,0.924
-0.261,0.004,0.997
-0.293,0.057,0.935
-0.268,0.017,0.954
-0.3,0.034,0.924
-0.288,0.075,0.959
-0.276,0.057,0.966
-0.303,0.028,0.911
-0.306,-0.008,0.952
-0.308,0.099,0.92
-0.254,0.013,1.039
-0.285,0.065,0.945
-0.247,0.025,0.973
-0.303,0.021,0.939
-0.298,0.05,0.931
-0.294,0.064,0.948
-0.295,0.054,0.921
-0.285,-0.016,0.966
-0.325,0.079,0.893
-0.281,0.062,0.996
-0.3,0.051,0.949
-0.249,0.021,0.997
-0.297,0.052,0.95
-0.283,0.019,0.95
-0.279,0.051,0.985
-0.265,0.091,0.953
-0.275,0.01,0.969
-0.324,0.026,0.878
-0.291,0.062,0.945
-0.3,0.045,0.943
-0.289,0.031,0.955
-0.289,0.068,0.949
-0.293,0.025,0.943
-0.27,0.005,0.98
-0.286,0.105,0.942
-0.271,0.01,0.959
-0.299,0.042,0.93
-0.317,0.025,0.927
-0.324,0.091,0.916
