acc_x[g],acc_y[g],acc_z[g]
-0.25,-0.005,1.072
-0.248,0.036,1.027
-0.285,0.087,0.954
-0.284,0.059,0.859
-0.285,-0.022,0.941
-0.311,0.048,0.967
-0.281,0.074,1.023
-0.273,0.062,0.882
-0.232,-0.014,0.999
-0.312,0.039,0.97
-0.319,0.077,0.948
-0.288,0.103,0.955
-0.214,-0.013,1.029
-0.248,0.009,0.989
-0.327,0.079,0.924
-0.349,0.102,0.9
-0.251,0.024,0.977
-0.231,0.001,1.049
-0.282,0.029,0.972
-0.345,0.096,0.873
-0.3,0.047,0.87
-0.249,-0.003,1.056
-0.255,0.057,1.034
-0.303,0.065,0.957
-0.289,0.042,0.836
-0.258,-0.006,0.984
-0.305,0.074,0.984
-0.304,0.086,0.99
-0.284,0.059,0.952
-0.226,-0.019,1.002
-0.279,0.046,0.975
-0.327,0.095,0.991
-0.31,0.07,0.923
-0.218,0.01,1.006
-0.254,0.01,1
-0.319,0.043,0.902
-0.357,0.104,0.871
-0.264,0.025,0.946
-0.209,0.011,1.088
-0.277,0.031,0.97
-0.343,0.075,0.9
-0.297,0.054,0.861
-0.251,0.011,1.031
-0.258,0.058,1.049
-0.29,0.05,0.996
-0.283,0.066,0.865
-0.266,0,0.949
-0.318,0.052,0.96
-0.31,0.058,0.997
-0.269,0.058,0.922
-0.212,0.013,1.035
-0.285,0.03,0.951
-0.339,0.054,0.906
-0.31,0.085,0.948
-0.195,0.014,1.031
-0.214,0.024,0.917
-0.333,0.08,0.878
-0.356,0.064,0.956
-0.221,0.011,1.077
-0.256,0.024,1.007
-0.347,0.081,0.882
-0.305,0.077,0.853
-0.265,0.012,1.034
-0.275,0.027,1.022
-0.279,0.045,1.008
-0.285,0.07,0.847
-0.25,0.015,0.96
-0.306,0.042,0.954
-0.323,0.056,0.977
-0.281,0.078,0.929
-0.206,0.003,0.993
-0.285,0.027,0.977
-0.347,0.058,0.902
-0.343,0.083,0.866
-0.243,0.041,1.015
-0.209,-0.007,1.082
-0.292,0.029,0.929
-0.351,0.124,0.88
-0.272,0.041,0.929
-0.232,0.005,1.067
-0.264,0.013,1.007
-0.31,0.057,0.935
-0.279,0.095,0.852
-0.272,0.01,0.986
-0.289,0.027,1.044
-0.285,0.055,1.001
-0.257,0.087,0.894
-0.252,0.006,0.971
-0.314,0.017,0.959
-0.31,0.068,0.995
-0.285,0.095,0.949
-0.207,0.038,1.036
-0.274,-0.006,0.976
-0.336,0.05,0.894
-0.345,0.121,0.886
-0.239,0.016,0.976
-0.236,0.004,1.076
-0.287,0.018,0.962
-0.32,0.092,0.886
-0.264,0.088,0.92
-0.249,-0.03,1.063
-0.274,0.022,1.012
-0.311,0.1,0.931
-0.289,0.063,0.854
-0.273,0,0.977
-0.296,0.018,0.999
-0.289,0.077,1.028
-0.257,0.096,0.903
-0.24,0,0.971
-0.32,0.017,0.932
-0.331,0.072,0.941
-0.274,0.103,0.964
-0.212,-0.001,1.02
-0.25,0.006,1.016
-0.318,0.047,0.903
-0.356,0.116,0.844
-0.252,0.037,1.002
-0.222,-0.034,1.073
-0.273,0.063,0.987
-0.332,0.108,0.87
-0.289,0.027,0.871
-0.269,-0.015,1.032
-0.262,0.035,1.031
-0.286,0.091,0.965
-0.291,0.099,0.845
-0.291,-0.036,0.98
-0.297,0.037,0.984
-0.273,0.087,1.041
-0.258,0.057,0.945
-0.228,0.002,0.972
-0.295,0.006,0.964
-0.329,0.076,0.962
-0.31,0.096,0.941
-0.202,0,1.03
-0.251,0.002,1.003
-0.34,0.067,0.894
-0.338,0.105,0.878
-0.272,0.021,0.939
-0.232,0.005,1.098
-0.25,0.043,1.001
-0.326,0.105,0.884
-0.311,0.049,0.86
-0.272,-0.026,1.031
-0.267,0.073,1.024
-0.275,0.067,1.013
-0.269,0.046,0.886
-0.237,0,0.997
-0.307,0.043,0.994
-0.298,0.084,1.014
-0.286,0.079,0.903
-0.227,-0.018,0.981
-0.284,0.026,0.94
-0.329,0.078,0.942
-0.331,0.081,0.919
-0.231,0.011,1.001
-0.222,0.007,1.037
-0.322,0.054,0.872
-0.382,0.091,0.944
-0.276,0.033,1.087
-0.233,0.041,1.047
-0.239,0.063,0.934
-0.299,0.043,0.834
-0.272,0.013,1.011
-0.275,0.049,1.042
-0.28,0.09,0.999
-0.266,0.048,0.903
-0.256,-0.011,0.954
-0.304,0.043,0.939
-0.322,0.072,0.991
-0.292,0.068,0.931
-0.199,0.006,1.002
-0.29,0.02,0.943
-0.337,0.057,0.911
-0.338,0.102,0.908
-0.22,0.019,1.034
-0.205,0.025,1.056
-0.285,0.03,0.952
-0.344,0.075,0.867
-0.278,0.055,0.92
-0.221,0.013,1.09
-0.256,0.047,1.003
-0.328,0.045,0.9
-0.299,0.063,0.847
-0.269,0.005,0.954
-0.307,0.051,1.007
-0.29,0.051,1.018
-0.263,0.064,0.875
-0.237,0.007,0.985
-0.323,0.036,0.948
-0.348,0.052,0.911
-0.281,0.084,0.959
-0.197,0.021,1.018
-0.246,0.015,1.028
-0.336,0.046,0.918
-0.337,0.096,0.895
-0.211,0.04,1.005
-0.232,0.013,1.053
-0.293,0.016,0.962
-0.354,0.084,0.868
-0.295,0.068,0.858
-0.263,0.006,1.042
-0.263,0.016,1.025
-0.301,0.054,0.933
-0.299,0.082,0.825
-0.258,0.005,1.006
-0.3,0.043,0.981
-0.296,0.071,1.011
-0.26,0.081,0.951
-0.219,-0.001,0.969
-0.314,0.021,0.951
-0.342,0.083,0.964
-0.292,0.08,0.915
-0.204,0.037,1.041
-0.265,-0.007,1.001
-0.318,0.021,0.921
-0.329,0.124,0.904
-0.27,0.045,0.933
-0.223,-0.012,1.067
-0.288,0.01,0.952
-0.339,0.096,0.882
-0.289,0.085,0.879
-0.258,0.002,1.043
-0.256,0.027,1.061
-0.276,0.071,0.991
-0.266,0.09,0.873
-0.275,-0.008,0.973
-0.308,0.039,1.012
-0.267,0.061,1.035
-0.253,0.084,0.933
-0.215,0.004,1.017
-0.303,-0.012,0.92
-0.352,0.071,0.883
-0.327,0.123,0.925
-0.209,-0.005,1.014
-0.229,-0.014,1.055
-0.328,0.055,0.901
-0.34,0.089,0.863
-0.246,0.067,0.972
-0.24,-0.025,1.074
-0.258,0.025,1.006
-0.318,0.1,0.909
-0.301,0.066,0.845
-0.269,-0.006,1.032
-0.263,0.03,1.03
-0.271,0.075,1.026
-0.283,0.087,0.853
-0.261,-0.018,0.966
-0.312,0.029,0.956
-0.295,0.084,0.996
-0.275,0.076,0.948
-0.217,-0.028,0.983
-0.288,0.026,0.974
-0.333,0.066,0.904
-0.335,0.121,0.879
-0.249,0.023,1.018
-0.227,-0.026,1.06
-0.281,0.063,0.944
-0.345,0.13,0.873
-0.285,0.021,0.896
-0.262,-0.006,1.035
-0.275,0.035,1.006
-0.305,0.083,0.846
-0.289,0.075,0.98
-0.277,0.039,1.009
-0.283,0.07,1.007
-0.256,0.066,0.887
-0.268,-0.003,0.939
-0.325,0.035,0.94
-0.314,0.082,0.984
-0.308,0.084,0.917
-0.22,-0.002,1.016
-0.267,0.007,0.969
-0.34,0.093,0.899
-0.338,0.087,0.905
-0.221,0.001,1.007
-0.222,0.019,1.09
-0.262,0.038,0.971
-0.335,0.093,0.857
-0.3,0.041,0.887
-0.245,-0.023,1.052
-0.245,0.064,1.04
-0.307,0.069,0.926
-0.304,0.045,0.842
-0.259,-0.003,0.987
-0.296,0.053,1.009
-0.288,0.075,1.023
-0.289,0.068,0.871
-0.239,-0.007,0.973
-0.315,0.057,0.937
-0.324,0.064,0.982
-0.288,0.067,0.958
-0.208,0.015,1.025
-0.239,0.022,1.024
-0.328,0.056,0.9
-0.364,0.087,0.891
-0.244,0.02,0.994
-0.206,-0.003,1.073
-0.289,0.057,0.948
-0.344,0.074,0.87
-0.296,0.035,0.845
-0.273,0.022,1.016
-0.261,0.049,1.051
-0.292,0.066,0.963
-0.278,0.072,0.854
-0.274,-0.001,0.96
-0.309,0.044,0.97
-0.293,0.055,1.014
-0.268,0.061,0.945
-0.216,0.022,0.982
-0.29,0.02,0.952
-0.341,0.059,0.951
-0.317,0.084,0.934
-0.185,0.012,1.052
-0.232,0.02,1.017
-0.328,0.032,0.894
-0.348,0.077,0.866
-0.284,0.05,0.919
-0.225,0.023,1.101
-0.278,0.021,0.961
-0.35,0.076,0.857
-0.297,0.067,0.867
-0.25,-0.004,1.037
-0.283,0.061,1.04
-0.283,0.052,1.021
-0.26,0.065,0.884
-0.247,0.01,0.973
-0.307,0.037,0.978
-0.312,0.058,0.982
-0.273,0.081,0.929
-0.225,0.01,0.977
-0.294,0.014,0.95
-0.344,0.055,0.918
-0.328,0.093,0.917
-0.217,0.039,1.009
-0.227,0.005,1.039
-0.328,0.027,0.901
-0.368,0.098,0.856
-0.257,0.061,0.948
-0.234,0.008,1.079
-0.263,0.033,1.021
-0.296,0.058,0.939
-0.295,0.08,0.824
-0.274,0.011,1.024
-0.285,0.027,1.018
-0.269,0.076,1.02
-0.267,0.095,0.913
-0.241,-0.015,0.962
-0.327,0.021,0.935
-0.328,0.065,0.975
-0.283,0.092,0.928
-0.197,0.013,1.023
-0.301,-0.01,0.94
-0.351,0.035,0.899
-0.312,0.127,0.931
-0.229,0.033,0.996
-0.222,0.002,1.055
-0.301,0.018,0.936
-0.357,0.1,0.856
-0.29,0.083,0.911
-0.233,-0.009,1.101
-0.256,0.02,1.031
-0.307,0.078,0.936
-0.281,0.067,0.85
-0.301,-0.007,0.95
-0.314,0.039,1.005
-0.27,0.059,0.875
-0.263,0.087,0.983
-0.242,0,0.938
-0.326,0.083,0.949
-0.294,0.124,0.953
-0.205,-0.006,1.031
-0.232,-0.006,1.031
-0.333,0.069,0.906
-0.342,0.107,0.885
-0.236,0.04,0.995
-0.24,-0.03,1.046
-0.279,0.033,0.973
-0.334,0.109,0.879
-0.302,0.048,0.858
-0.267,-0.009,1.042
-0.262,0.03,1.038
-0.293,0.066,0.948
-0.299,0.087,0.849
-0.272,-0.02,0.984
-0.293,0.04,0.987
-0.295,0.096,1.012
-0.262,0.078,0.944
-0.231,-0.026,0.968
-0.312,0.027,0.957
-0.316,0.086,0.974
-0.29,0.11,0.947
-0.221,0.003,1.036
-0.246,-0.016,1.01
-0.301,0.058,0.917
-0.347,0.117,0.861
-0.287,0.024,0.925
-0.224,-0.01,1.088
-0.276,0.032,0.969
-0.321,0.099,0.915
-0.287,0.064,0.875
-0.257,-0.017,1.03
-0.269,0.067,1.023
-0.285,0.063,0.995
-0.289,0.058,0.852
-0.273,-0.007,0.957
-0.295,0.048,0.997
-0.276,0.078,1.019
-0.289,0.076,0.928
-0.231,-0.002,0.992
-0.292,0.021,0.93
-0.342,0.085,0.918
-0.319,0.085,0.939
-0.193,-0.009,1.03
-0.22,0.009,1.053
-0.309,0.06,0.925
-0.351,0.089,0.858
-0.277,0.043,0.952
-0.234,-0.017,1.075
-0.245,0.057,1.033
-0.331,0.079,0.895
-0.31,0.054,0.848
-0.251,-0.005,1.037
-0.27,0.053,1.027
-0.269,0.071,1.026
-0.294,0.066,0.872
-0.242,-0.004,0.962
-0.31,0.057,0.948
-0.3,0.062,0.997
-0.279,0.058,0.931
-0.227,0.005,0.981
-0.27,0.035,0.988
-0.331,0.068,0.915
-0.344,0.084,0.917
-0.233,0.023,1.024
-0.2,0.005,1.076
-0.301,0.061,0.939
-0.349,0.091,0.879
-0.281,0.028,0.894
-0.25,0.019,1.052
-0.271,0.047,1.023
-0.297,0.056,0.957
-0.272,0.064,0.855
-0.269,-0.001,0.992
-0.288,0.051,1.003
-0.284,0.039,1.013
-0.273,0.072,0.891
-0.226,0.012,0.986
-0.31,0.045,0.937
-0.334,0.057,0.963
-0.312,0.073,0.933
-0.186,0.015,1.045
-0.27,0.02,0.975
-0.351,0.055,0.893
-0.341,0.075,0.899
-0.238,0.035,0.996
-0.212,0.023,1.087
-0.26,0.02,0.964
-0.35,0.074,0.85
-0.292,0.06,0.876
-0.242,-0.005,1.071
-0.26,0.043,1.038
-0.296,0.063,0.984
-0.276,0.058,0.855
-0.249,0.012,0.976
-0.321,0.049,0.986
-0.301,0.05,1.006
-0.273,0.083,0.91
-0.225,0.004,0.97
-0.301,0.023,0.946
-0.326,0.054,0.923
-0.302,0.032,1.034
-0.201,0.005,1.027
-0.336,0.021,0.902
-0.362,0.106,0.868
-0.247,0.048,0.988
-0.208,-0.006,1.091
-0.278,0.039,0.979
-0.321,0.067,0.887
-0.305,0.078,0.826
-0.273,0.01,1.025
-0.276,0.03,1.033
-0.277,0.062,0.996
-0.268,0.097,0.869
-0.267,-0.013,0.983
-0.314,0.029,0.959
-0.309,0.078,1.007
-0.265,0.08,0.942
-0.197,0.017,1.028
-0.302,-0.004,0.929
-0.348,0.043,0.921
-0.299,0.115,0.962
-0.191,0.024,1.026
-0.25,0.003,1.004
-0.33,0.016,0.886
-0.361,0.105,0.847
-0.276,0.076,0.936
-0.22,-0.011,1.096
-0.254,0.011,1.012
-0.334,0.098,0.871
-0.3,0.076,0.858
-0.271,-0.032,1.022
-0.281,0.053,1.031
-0.256,0.066,1.025
-0.259,0.081,0.874
-0.257,0.001,0.984
-0.321,0.015,0.951
-0.301,0.082,0.999
-0.276,0.109,0.944
-0.218,-0.013,1.007
-0.281,0,0.973
-0.344,0.073,0.904
-0.334,0.103,0.895
-0.236,0.033,0.996
-0.228,-0.04,1.046
-0.309,0.042,0.911
-0.34,0.124,0.892
-0.273,0.042,0.929
-0.243,0.002,1.071
-0.246,0.022,1.035
-0.296,0.077,0.931
-0.307,0.089,0.83
-0.285,-0.018,1.014
-0.268,0.033,1.051
-0.279,0.095,0.99
-0.283,0.077,0.888
-0.259,-0.034,0.942
-0.326,0.027,0.929
-0.318,0.084,0.969
-0.288,0.099,0.933
-0.216,0,1.04
-0.286,-0.004,0.97
-0.31,0.074,0.945
-0.333,0.126,0.905
-0.257,0.014,0.963
-0.221,-0.001,1.088
-0.293,0.035,0.942
-0.329,0.098,0.888
-0.292,0.078,0.884
-0.239,-0.033,1.094
-0.243,0.054,1.031
-0.296,0.072,0.956
-0.288,0.047,0.858
-0.288,-0.001,0.949
-0.298,0.04,1
-0.272,0.074,1.037
-0.282,0.067,0.878
-0.245,-0.014,0.979
-0.312,0.041,0.934
-0.329,0.086,0.95
-0.29,0.087,0.957
-0.205,-0.007,1.04
-0.23,0.014,1.051
-0.318,0.082,0.916
-0.339,0.099,0.877
-0.252,0.026,0.989
-0.236,-0.019,1.05
-0.254,0.06,1.01
-0.328,0.077,0.886
-0.314,0.048,0.831
-0.246,-0.014,1.03
-0.248,0.04,1.043
-0.291,0.072,0.963
-0.303,0.062,0.844
-0.256,-0.005,0.966
-0.316,0.067,0.945
-0.303,0.067,1.013
-0.268,0.052,0.948
-0.228,0.003,0.987
-0.284,0.035,0.977
-0.323,0.083,0.952
-0.325,0.075,0.909
-0.214,0.015,1.022
-0.216,0.004,0.923
-0.302,0.053,0.864
-0.362,0.03,0.902
-0.286,0.015,1.103
-0.264,0.04,1.007
-0.304,0.074,0.95
-0.277,0.056,0.859
-0.284,0.002,0.98
-0.294,0.057,1.005
-0.28,0.033,1.022
-0.29,0.076,0.868
-0.239,0.012,0.978
-0.299,0.049,0.991
-0.319,0.052,0.972
-0.29,0.07,0.93
-0.206,0.012,1.019
-0.273,0.024,0.962
-0.337,0.05,0.905
-0.337,0.082,0.917
-0.236,0.029,0.997
-0.213,0.013,1.084
-0.294,0.048,0.948
-0.351,0.072,0.866
-0.273,0.056,0.902
-0.255,0.012,1.046
-0.271,0.043,1.045
-0.304,0.065,0.957
-0.283,0.062,0.841
-0.253,0.014,1.003
-0.299,0.036,1
-0.294,0.061,1.004
-0.267,0.07,0.92
-0.22,0.002,0.974
-0.301,0.028,0.944
-0.321,0.05,0.981
-0.3,0.082,0.922
-0.206,0.026,1.005
-0.262,0.019,0.988
-0.33,0.023,0.894
-0.361,0.099,0.875
-0.245,0.054,0.976
-0.213,0.006,1.09
-0.279,0.03,0.975
-0.336,0.083,0.88
-0.305,0.073,0.866
-0.251,0.01,1.065
-0.261,0.035,1.027
-0.268,0.054,1.009
-0.267,0.093,0.884
-0.271,-0.011,0.958
-0.328,0.039,0.969
-0.295,0.057,1.038
-0.267,0.096,0.906
-0.208,0.019,1.012
-0.302,0,0.94
-0.343,0.039,0.915
-0.299,0.12,0.948
-0.218,0.03,1.008
-0.235,-0.009,1.021
-0.341,0.034,0.886
-0.363,0.091,0.87
-0.256,0.08,0.964
-0.229,0.008,1.095
-0.239,0.008,1.035
-0.321,0.08,0.898
-0.299,0.088,0.844
-0.277,-0.01,1.015
-0.283,0.038,1.028
-0.271,0.072,1.02
-0.264,0.079,0.852
-0.247,0.005,0.99
-0.326,0.014,0.916
-0.322,0.072,0.96
-0.292,0.104,0.935
-0.215,-0.009,1.009
-0.275,0.002,0.979
-0.345,0.063,0.908
-0.33,0.102,0.891
-0.223,0.049,1.039
-0.222,-0.017,1.076
-0.288,0.026,0.953
-0.332,0.129,0.891
-0.28,0.057,0.906
-0.221,-0.016,1.101
-0.248,0.026,1.021
-0.305,0.07,0.936
-0.297,0.089,0.827
-0.286,-0.015,0.966
-0.301,0.029,1.016
-0.289,0.068,0.992
-0.268,0.08,0.88
-0.255,-0.028,0.954
-0.331,0.027,0.934
-0.311,0.063,0.956
-0.298,0.114,0.918
-0.224,0.024,1.045
-0.255,-0.02,1.003
-0.317,0.06,0.902
-0.353,0.135,0.872
-0.25,0.003,0.969
-0.229,-0.006,1.084
-0.273,0.028,0.973
-0.317,0.103,0.903
-0.293,0.086,0.871
-0.275,-0.034,1.031
-0.256,0.038,0.965
-0.279,0.072,0.841
-0.281,-0.016,0.972
-0.277,0.034,0.965
-0.294,0.083,1.029
-0.284,0.088,0.918
-0.225,-0.007,0.983
-0.293,0.007,0.943
-0.343,0.095,0.937
-0.305,0.094,0.939
-0.217,0,1.024
-0.219,0.009,1.059
-0.293,0.043,0.935
-0.34,0.109,0.843
-0.291,0.049,0.942
-0.235,-0.04,1.071
-0.26,0.062,0.992
-0.329,0.095,0.896
-0.298,0.035,0.856
-0.258,-0.01,1.019
-0.285,0.048,1.028
-0.287,0.076,1.017
-0.291,0.084,0.844
-0.257,-0.028,0.981
-0.3,0.052,0.981
-0.297,0.083,1.016
-0.278,0.067,0.946
-0.216,-0.005,1.004
-0.275,0.015,0.957
-0.335,0.076,0.91
-0.336,0.094,0.901
-0.225,0.009,1.017
-0.213,-0.01,1.047
-0.306,0.075,0.932
-0.345,0.084,0.872
-0.285,0.02,0.875
-0.275,0.015,1.034
-0.266,0.039,1.027
-0.295,0.087,0.944
-0.295,0.059,0.85
-0.281,-0.014,1.005
-0.284,0.056,0.987
-0.265,0.071,1.041
-0.278,0.056,0.9
-0.228,-0.005,0.981
-0.327,0.039,0.937
-0.321,0.074,0.987
-0.293,0.075,0.943
-0.19,-0.006,1.03
-0.279,0.039,0.961
-0.334,0.051,0.914
-0.348,0.082,0.881
-0.264,0.035,0.969
-0.22,0.015,1.075
-0.28,0.044,0.946
-0.383,0.087,0.829
-0.29,0.035,0.889
-0.248,0.009,1.044
-0.27,0.069,1.041
-0.284,0.052,1.005
-0.268,0.049,0.853
-0.273,0.01,0.978
-0.304,0.059,1.006
-0.292,0.06,0.998
-0.271,0.07,0.934
-0.228,-0.008,0.978
-0.291,0.043,0.96
-0.342,0.077,0.951
-0.331,0.08,0.915
-0.197,0.017,1.021
-0.237,0.014,1.005
-0.343,0.062,0.889
-0.369,0.086,0.878
-0.24,0.032,1.003
-0.214,0.022,1.095
-0.255,0.025,1.001
-0.326,0.054,0.89
-0.31,0.073,0.843
-0.256,0.003,1.052
-0.248,0.049,1.062
-0.286,0.058,1.002
-0.267,0.07,0.884
-0.25,-0.004,0.951
-0.325,0.05,0.919
-0.318,0.053,1.002
-0.282,0.067,0.899
-0.209,0.018,1.02
-0.302,0.021,0.956
-0.327,0.035,0.943
-0.295,0.122,0.96
-0.21,0.02,1.025
-0.227,0.02,1.051
-0.318,0.019,0.924
-0.359,0.09,0.867
-0.261,0.07,0.955
-0.209,0.005,1.099
-0.266,0.033,1.004
-0.341,0.054,0.884
-0.306,0.073,0.823
-0.291,0.014,0.961
-0.289,0.033,1.026
-0.271,0.039,1.037
-0.289,0.09,0.849
-0.245,0.007,0.996
-0.31,0.038,0.947
-0.328,0.06,0.942
-0.292,0.009,1.037
-0.2,0.019,1.001
-0.327,0.059,0.907
-0.335,0.089,0.882
-0.216,0.043,1.023
-0.235,-0.008,1.051
-0.293,0.018,0.956
-0.349,0.11,0.857
-0.296,0.055,0.879
-0.261,0,1.046
-0.255,0.013,1.05
-0.31,0.067,0.918
-0.305,0.096,0.831
-0.28,0,0.978
-0.304,0.036,1.001
-0.285,0.062,1.031
-0.257,0.089,0.926
-0.23,0.002,0.95
-0.325,0.021,0.954
-0.309,0.057,0.984
-0.296,0.109,0.917
-0.208,0.026,1.052
-0.237,-0.014,1.014
-0.304,0.035,0.925
-0.352,0.127,0.854
-0.263,0.024,0.951
-0.229,-0.01,1.088
-0.277,0.023,0.95
-0.325,0.101,0.896
-0.272,0.082,0.883
-0.286,-0.013,1.029
-0.274,0.033,1.04
-0.269,0.076,1.011
-0.276,0.082,0.86
-0.272,-0.008,0.953
-0.304,0.029,0.986
-0.294,0.069,1.017
-0.273,0.106,0.93
-0.222,-0.005,0.995
-0.298,-0.008,0.927
-0.349,0.072,0.907
-0.313,0.104,0.938
-0.209,0.006,1.024
-0.241,0.005,1.034
-0.299,0.037,0.937
-0.337,0.102,0.861
-0.275,0.06,0.94
-0.258,-0.025,1.049
-0.258,0.046,1.018
-0.323,0.097,0.918
-0.288,0.057,0.852
-0.258,-0.02,1.031
-0.286,0.046,1.025
-0.267,0.082,1.035
-0.261,0.096,0.898
-0.251,-0.03,0.978
-0.301,0.032,0.957
-0.294,0.089,1.016
-0.273,0.081,0.923
-0.215,-0.008,0.993
-0.285,0,0.951
-0.348,0.064,0.892
-0.363,0.127,0.875
-0.256,0.016,0.998
-0.207,-0.018,1.082
-0.285,0.053,0.941
-0.342,0.112,0.882
-0.294,0.03,0.869
-0.256,-0.005,1.036
-0.248,0.051,1.036
-0.282,0.073,0.958
-0.287,0.068,0.862
-0.292,-0.025,0.979
-0.288,0.051,0.999
-0.262,0.086,1.041
-0.271,0.063,0.88
-0.238,-0.017,1.003
-0.319,0.027,0.936
-0.324,0.082,0.95
-0.303,0.117,0.938
-0.212,-0.021,1.031
-0.251,0.009,0.976
-0.341,0.073,0.885
-0.362,0.088,0.877
-0.244,0.03,0.987
-0.218,0.003,1.081
-0.25,0.027,0.989
-0.344,0.091,0.875
-0.291,0.048,0.873
-0.247,-0.001,1.054
-0.259,0.059,1.041
-0.286,0.076,0.997
-0.274,0.045,0.876
-0.255,-0.001,0.973
-0.298,0.066,0.967
-0.307,0.079,0.986
-0.292,0.068,0.941
-0.226,-0.032,0.976
-0.29,0.055,0.96
-0.334,0.075,0.949
-0.317,0.077,0.908
-0.218,0.011,1.038
-0.238,0.012,1.038
-0.303,0.049,0.859
-0.358,0.111,0.953
-0.266,0.017,1.092
-0.209,0.049,1.003
-0.319,0.051,0.883
-0.319,0.06,0.813
-0.276,0,0.981
-0.264,0.053,1.043
-0.294,0.063,0.999
-0.283,0.066,0.865
-0.268,-0.005,0.968
-0.301,0.047,0.964
-0.306,0.082,1.012
-0.281,0.057,0.933
-0.209,0.018,1.037
-0.266,0.025,0.978
-0.335,0.066,0.917
-0.317,0.103,0.952
-0.204,0.008,1.021
-0.231,0.025,1.032
-0.31,0.028,0.93
-0.358,0.076,0.853
-0.284,0.064,0.905
-0.246,0.003,1.069
-0.252,0.031,1.02
-0.33,0.063,0.903
-0.3,0.064,0.832
-0.272,0.017,0.985
-0.287,0.044,1.023
-0.267,0.042,1.053
-0.264,0.08,0.898
-0.206,0.015,0.998
-0.303,0.047,0.945
-0.342,0.05,0.967
-0.299,0.09,0.917
-0.212,0.006,1.012
-0.255,0.029,1.006
-0.324,0.044,0.919
-0.343,0.072,0.873
-0.244,0.049,1.001
-0.217,-0.002,1.074
-0.297,0.034,0.948
-0.338,0.094,0.886
-0.266,0.055,0.914
-0.257,0.016,1.047
-0.273,0.034,1.05
-0.283,0.045,0.989
-0.276,0.093,0.853
-0.262,0.004,0.974
-0.309,0.049,1.011
-0.292,0.057,1.037
-0.254,0.081,0.94
-0.21,0.004,0.989
-0.305,0.009,0.942
-0.32,0.044,0.948
-0.331,0.111,0.891
-0.214,0.028,1.018
-0.249,0.011,0.996
-0.311,0.023,0.929
-0.346,0.112,0.877
-0.252,0.04,0.952
-0.241,0.015,1.059
-0.269,0.008,1.01
-0.319,0.083,0.902
-0.277,0.102,0.878
-0.266,-0.01,1.059
-0.28,0.025,1.007
-0.277,0.077,1.012
-0.263,0.063,0.863
-0.26,-0.005,0.946
-0.326,0.017,0.953
-0.299,0.062,1.012
-0.257,0.103,0.938
-0.21,0.006,0.995
-0.311,0.002,0.931
-0.35,0.055,0.918
-0.315,0.122,0.933
-0.216,0.027,1.048
-0.221,-0.006,1.057
-0.303,0.03,0.932
-0.35,0.104,0.853
-0.266,0.069,0.939
-0.249,-0.017,1.049
-0.26,0.035,1.012
-0.315,0.085,0.918
-0.29,0.064,0.841
-0.274,-0.005,1.017
-0.269,0.037,1.058
-0.264,0.068,1.009
-0.258,0.093,0.875
-0.271,-0.019,0.972
-0.335,0.021,0.928
-0.316,0.095,1.003
-0.276,0.088,0.955
-0.198,-0.004,1.014
-0.269,-0.005,0.974
-0.334,0.062,0.895
-0.337,0.132,0.907
-0.224,0.018,1.03
-0.216,-0.013,1.083
-0.28,0.027,0.939
-0.331,0.104,0.874
-0.308,0.042,0.86
-0.262,-0.004,1.054
-0.243,0.023,0.946
-0.3,0.103,0.874
-0.295,-0.021,0.973
-0.281,0.046,0.992
-0.26,0.094,1.059
-0.264,0.065,0.891
-0.229,-0.007,0.999
-0.318,0.039,0.945
-0.31,0.066,0.976
-0.278,0.123,0.969
-0.213,-0.024,1.039
-0.242,-0.01,0.991
-0.314,0.055,0.908
-0.356,0.109,0.864
-0.254,0.017,0.993
-0.217,-0.021,1.078
-0.281,0.042,0.969
-0.355,0.107,0.839
-0.297,0.05,0.873
-0.262,-0.011,1.017
-0.276,0.066,1.016
-0.303,0.068,0.973
-0.289,0.065,0.851
-0.259,-0.014,0.999
-0.278,0.054,0.989
-0.289,0.085,0.975
-0.282,0.07,0.951
-0.231,-0.025,0.991
-0.281,0.052,0.957
-0.329,0.093,0.962
-0.314,0.061,0.922
-0.192,0,1.03
-0.256,0.016,1.004
-0.325,0.039,0.912
-0.365,0.125,0.843
-0.276,0.017,0.944
-0.214,0.01,1.092
-0.267,0.039,0.988
-0.351,0.079,0.842
-0.318,0.06,0.838
-0.265,-0.013,1.017
-0.267,0.063,1.031
-0.284,0.073,1.005
-0.278,0.056,0.894
-0.253,-0.006,0.962
-0.303,0.055,0.975
-0.291,0.061,1.01
-0.289,0.064,0.883
-0.235,0.007,1.012
-0.28,0.03,0.962
-0.322,0.066,0.926
-0.343,0.103,0.924
-0.228,-0.003,1
-0.222,0.022,1.029
-0.325,0.047,0.894
-0.37,0.087,0.862
-0.258,0.046,0.95
-0.243,0.017,1.08
-0.234,0.038,1.066
-0.292,0.069,0.952
-0.284,0.067,0.839
-0.273,0.019,0.992
-0.278,0.041,1.054
-0.281,0.048,1.019
-0.273,0.062,0.885
-0.24,0.014,0.974
-0.309,0.035,0.918
-0.357,0.057,0.954
-0.307,0.067,0.924
-0.2,0.008,1.006
-0.269,0.029,0.991
-0.334,0.05,0.926
-0.332,0.078,0.884
-0.245,0.055,1.007
-0.217,0.012,1.093
-0.278,0.041,0.964
-0.345,0.087,0.866
