acc_x[g],acc_y[g],acc_z[g]
-0.306,0.082,0.936
-0.291,0.048,0.857
-0.277,-0.014,0.963
-0.289,0.052,0.991
-0.287,0.054,1.016
-0.281,0.063,0.85
-0.244,-0.002,0.976
-0.316,0.036,0.968
-0.302,0.077,0.985
-0.293,0.089,0.945
-0.197,-0.002,1.038
-0.249,0.032,0.975
-0.34,0.06,0.916
-0.344,0.082,0.902
-0.228,0.032,1.011
-0.204,0.014,1.08
-0.265,0.041,0.976
-0.352,0.073,0.863
-0.306,0.051,0.863
-0.251,0.009,1.042
-0.269,0.062,1.03
-0.3,0.05,0.962
-0.287,0.054,0.848
-0.251,0,0.99
-0.31,0.066,0.988
-0.297,0.063,1.008
-0.265,0.059,0.945
-0.211,0.001,0.976
-0.292,0.034,0.954
-0.34,0.069,0.966
-0.314,0.072,0.899
-0.203,0.018,1.01
-0.24,0.014,1.009
-0.33,0.026,0.886
-0.375,0.099,0.859
-0.253,0.039,0.969
-0.209,0.009,1.076
-0.28,0.022,0.959
-0.329,0.063,0.878
-0.31,0.068,0.823
-0.261,0.014,1.032
-0.272,0.053,1.031
-0.279,0.044,0.856
-0.275,0.088,0.969
-0.256,0.059,0.955
-0.323,0.063,1.01
-0.277,0.074,0.909
-0.196,0.015,1.042
-0.29,0.018,0.946
-0.334,0.045,0.924
-0.307,0.106,0.942
-0.194,0.023,1.011
-0.235,0.007,1.018
-0.327,0.019,0.902
-0.37,0.092,0.85
-0.266,0.076,0.946
-0.236,0.014,1.083
-0.269,0,1.015
-0.336,0.081,0.882
-0.292,0.08,0.857
-0.272,0.005,1.034
-0.289,0.038,1.029
-0.262,0.052,1.024
-0.279,0.077,0.858
-0.248,0.016,0.981
-0.323,0.021,0.937
-0.312,0.061,0.972
-0.291,0.107,0.929
-0.207,-0.006,1.005
-0.267,0.007,0.988
-0.339,0.067,0.907
-0.325,0.095,0.889
-0.223,0.046,1.018
-0.227,-0.021,1.078
-0.293,0.03,0.945
-0.348,0.136,0.883
-0.275,0.044,0.92
-0.239,-0.01,1.061
-0.246,0.016,1.036
-0.313,0.068,0.916
-0.31,0.095,0.814
-0.289,-0.006,0.973
-0.276,0.025,1.042
-0.272,0.067,1.01
-0.263,0.092,0.894
-0.26,-0.021,0.956
-0.342,0.027,0.908
-0.316,0.071,0.977
-0.284,0.102,0.941
-0.208,0.015,1.055
-0.278,-0.007,0.971
-0.337,0.071,0.909
-0.346,0.134,0.895
-0.231,0.004,1.001
-0.221,-0.008,1.086
-0.277,0.024,0.945
-0.33,0.11,0.876
-0.287,0.073,0.903
-0.249,-0.037,1.072
-0.245,0.034,1.03
-0.296,0.086,0.938
-0.296,0.068,0.837
-0.287,-0.001,0.954
-0.302,0.031,0.995
-0.28,0.075,1.032
-0.282,0.094,0.883
-0.24,-0.011,0.97
-0.316,0.031,0.934
-0.33,0.08,0.958
-0.287,0.092,0.951
-0.203,-0.011,1.044
-0.236,0.011,1.03
-0.298,0.055,0.93
-0.347,0.114,0.862
-0.266,0.025,0.988
-0.224,-0.034,1.044
-0.271,0.07,1
-0.327,0.09,0.89
-0.286,0.042,0.856
-0.26,-0.012,1.017
-0.272,0.045,1.039
-0.292,0.084,0.976
-0.285,0.081,0.844
-0.268,-0.028,0.98
-0.299,0.054,0.972
-0.288,0.089,1.025
-0.28,0.057,0.949
-0.221,0,0.993
-0.278,0.018,0.96
-0.321,0.078,0.941
-0.316,0.087,0.927
-0.21,0.007,1.032
-0.231,0.015,1.036
-0.308,0.05,0.916
-0.346,0.091,0.874
-0.286,0.027,0.904
-0.252,0.015,1.065
-0.265,0.039,0.995
-0.332,0.093,0.889
-0.303,0.05,0.862
-0.265,-0.019,1.013
-0.274,0.064,1.009
-0.279,0.055,1.03
-0.28,0.064,0.875
-0.234,0.002,0.981
-0.305,0.046,0.976
-0.299,0.071,0.921
-0.286,0.072,1.024
-0.201,0.061,0.932
-0.292,0.056,0.903
-0.321,0.076,0.911
-0.235,0.024,0.998
-0.219,0.016,1.067
-0.319,0.055,0.908
-0.391,0.077,0.849
-0.27,0.037,0.929
-0.232,0.009,1.072
-0.257,0.06,1.04
-0.312,0.06,0.948
-0.286,0.06,0.847
-0.268,0.01,1.01
-0.28,0.046,1.045
-0.292,0.061,0.98
-0.269,0.059,0.894
-0.248,0,0.952
-0.311,0.042,0.955
-0.32,0.053,0.999
-0.295,0.076,0.937
-0.196,0.016,1.016
-0.269,0.016,0.963
-0.337,0.04,0.905
-0.357,0.105,0.881
-0.233,0.038,1.006
-0.217,0.023,1.071
-0.287,0.028,0.964
-0.335,0.079,0.871
-0.289,0.076,0.89
-0.242,0.009,1.083
-0.258,0.038,1.012
-0.298,0.055,0.965
-0.265,0.074,0.89
-0.266,-0.006,0.971
-0.312,0.037,0.983
-0.301,0.061,1.015
-0.272,0.071,0.876
-0.226,0.012,0.989
-0.321,0.022,0.943
-0.33,0.045,0.949
-0.296,0.111,0.954
-0.209,0.029,1.02
-0.232,-0.005,1.018
-0.339,0.04,0.893
-0.361,0.098,0.876
-0.221,0.061,1.011
-0.218,0.012,1.089
-0.275,0.012,0.991
-0.34,0.072,0.855
-0.284,0.076,0.867
-0.267,-0.005,1.026
-0.272,0.035,1.047
-0.273,0.049,0.976
-0.279,0.08,0.841
-0.263,0.002,0.976
-0.316,0.026,0.94
-0.308,0.076,0.996
-0.277,0.102,0.947
-0.213,-0.016,1.004
-0.294,0.009,0.973
-0.346,0.069,0.942
-0.308,0.099,0.899
-0.203,0.036,1.036
-0.244,-0.021,1.028
-0.31,0.024,0.915
-0.354,0.133,0.853
-0.277,0.048,0.927
-0.22,-0.016,1.103
-0.249,0.016,0.999
-0.329,0.089,0.894
-0.305,0.087,0.839
-0.284,-0.006,1.008
-0.262,0.031,1.063
-0.275,0.072,1.008
-0.269,0.083,0.888
-0.268,-0.018,0.941
-0.332,0.039,0.973
-0.293,0.063,1.009
-0.261,0.106,0.941
-0.211,0.012,1.046
-0.284,-0.011,0.965
-0.32,0.063,0.913
-0.339,0.14,0.895
-0.223,-0.01,0.995
-0.223,-0.011,1.068
-0.321,0.04,0.905
-0.353,0.106,0.858
-0.279,0.066,0.925
-0.259,-0.029,1.057
-0.26,0.041,1.023
-0.308,0.087,0.915
-0.304,0.07,0.848
-0.275,-0.005,1.007
-0.271,0.039,1.036
-0.261,0.076,1.046
-0.269,0.079,0.897
-0.257,-0.018,0.954
-0.312,0.029,0.95
-0.315,0.089,0.967
-0.292,0.085,0.927
-0.201,-0.033,1.009
-0.274,0.033,1.001
-0.317,0.061,0.871
-0.335,0.106,0.988
-0.269,-0.005,1.059
-0.23,0.046,0.973
-0.366,0.119,0.87
-0.282,0.023,0.899
-0.236,-0.014,1.046
-0.259,0.043,1.027
-0.29,0.081,0.975
-0.294,0.068,0.844
-0.265,-0.025,0.975
-0.288,0.061,1.01
-0.279,0.064,1.025
-0.286,0.066,0.882
-0.251,-0.009,0.959
-0.31,0.033,0.944
-0.309,0.084,0.973
-0.308,0.081,0.924
-0.213,0.003,1.024
-0.249,0.009,0.99
-0.34,0.079,0.896
-0.34,0.082,0.899
-0.242,0.008,0.974
-0.238,0.034,1.066
-0.271,0.028,0.977
-0.337,0.086,0.888
-0.294,0.053,0.878
-0.25,-0.019,1.047
-0.256,0.053,1.032
-0.296,0.062,0.971
-0.296,0.065,0.846
-0.252,0,0.976
-0.311,0.061,0.982
-0.284,0.061,1.024
-0.278,0.071,0.909
-0.21,-0.002,0.996
-0.327,0.062,0.915
-0.341,0.052,0.954
-0.298,0.077,0.96
-0.204,0.024,1.041
-0.22,0.025,1.055
-0.31,0.042,0.916
-0.371,0.089,0.864
-0.253,0.033,0.964
-0.201,-0.002,1.09
-0.27,0.072,1.004
-0.326,0.056,0.92
-0.284,0.05,0.852
-0.276,0.017,0.988
-0.283,0.044,1.037
-0.293,0.049,0.978
-0.282,0.08,0.853
-0.273,0,0.941
-0.312,0.035,0.974
-0.299,0.064,1.028
-0.272,0.075,0.955
-0.196,0.017,1.01
-0.28,0.029,0.938
-0.351,0.048,0.912
-0.338,0.087,0.92
-0.203,0.031,1.046
-0.234,0.017,1.027
-0.321,0.013,0.916
-0.35,0.083,0.869
-0.29,0.066,0.888
-0.243,0.006,1.072
-0.26,0.022,1.017
-0.319,0.068,0.906
-0.286,0.08,0.861
-0.273,-0.016,0.989
-0.316,0.045,0.971
-0.296,0.068,1.024
-0.26,0.075,0.898
-0.224,0.018,0.994
-0.32,0.027,0.956
-0.323,0.049,0.971
-0.264,0.101,0.964
-0.203,0.013,1.015
-0.263,0.013,0.978
-0.335,0.028,0.897
-0.356,0.095,0.878
-0.231,0.048,1.024
-0.208,-0.002,1.072
-0.312,0.006,0.906
-0.364,0.098,0.835
-0.271,0.06,0.91
-0.257,0.005,1.051
-0.252,0.039,1.059
-0.275,0.058,0.979
-0.281,0.082,0.825
-0.266,-0.005,1.002
-0.3,0.022,0.994
-0.296,0.082,0.972
-0.284,0.102,0.912
-0.229,-0.017,0.985
-0.301,0.009,0.948
-0.342,0.076,0.943
-0.298,0.094,0.91
-0.202,0.026,1.024
-0.281,-0.022,0.969
-0.321,0.043,0.941
-0.33,0.125,0.904
-0.256,0.038,0.971
-0.23,0.003,1.082
-0.258,0.017,0.899
-0.332,0.103,0.867
-0.303,-0.03,1.068
-0.257,0.025,1.038
-0.284,0.083,0.987
-0.275,0.077,0.861
-0.288,-0.023,0.935
-0.32,0.034,0.965
-0.276,0.071,1.014
-0.264,0.097,0.908
-0.221,-0.006,1.031
-0.304,0.002,0.946
-0.328,0.078,0.928
-0.317,0.127,0.922
-0.216,-0.004,1.021
-0.229,-0.003,1.056
-0.342,0.051,0.891
-0.35,0.113,0.882
-0.248,0.047,0.986
-0.234,-0.022,1.073
-0.257,0.046,0.998
-0.327,0.087,0.894
-0.311,0.062,0.844
-0.282,-0.003,1.007
-0.245,0.031,1.048
-0.265,0.059,0.987
-0.295,0.084,0.821
-0.271,-0.027,0.966
-0.312,0.042,0.96
-0.309,0.099,1.004
-0.273,0.069,0.955
-0.211,-0.028,1.013
-0.285,0.025,0.967
-0.326,0.083,0.942
-0.33,0.101,0.874
-0.235,0.009,1.03
-0.231,-0.02,1.028
-0.289,0.055,0.956
-0.348,0.112,0.857
-0.29,0.023,0.902
-0.23,-0.011,1.073
-0.265,0.028,0.992
-0.321,0.106,0.93
-0.298,0.058,0.853
-0.282,-0.005,1
-0.271,0.069,1.045
-0.258,0.065,1.044
-0.275,0.047,0.887
-0.266,-0.004,0.933
-0.319,0.052,0.968
-0.305,0.069,0.994
-0.287,0.077,0.941
-0.202,-0.003,1.033
-0.258,0.017,0.958
-0.337,0.074,0.9
-0.347,0.085,0.885
-0.223,-0.003,1.001
-0.231,0.026,1.051
-0.303,0.049,0.947
-0.345,0.081,0.87
-0.284,0.05,0.897
-0.259,-0.004,1.044
-0.256,0.05,1.024
-0.324,0.066,0.933
-0.305,0.059,0.821
-0.253,0.009,0.997
-0.288,0.056,1
-0.289,0.068,1.016
-0.277,0.057,0.9
-0.237,0.008,0.969
-0.317,0.048,0.93
-0.322,0.063,0.985
-0.276,0.06,0.958
-0.201,-0.001,1.02
-0.256,0.041,0.99
-0.332,0.05,0.883
-0.374,0.089,0.839
-0.261,0.035,0.971
-0.207,0.006,1.091
-0.276,0.048,0.996
-0.343,0.09,0.894
-0.278,0.031,0.888
-0.241,0.019,1.041
-0.265,0.031,1.018
-0.31,0.054,0.943
-0.28,0.067,0.853
-0.278,0,0.959
-0.29,0.04,1.008
-0.277,0.044,1.042
-0.258,0.08,0.899
-0.229,0.019,0.976
-0.329,0.037,0.904
-0.346,0.052,0.941
-0.315,0.086,0.936
-0.198,0.026,1.044
-0.247,0.004,0.984
-0.348,0.052,0.89
-0.335,0.085,0.904
-0.238,0.045,0.969
-0.231,0.024,1.077
-0.269,0.013,0.994
-0.322,0.076,0.896
-0.277,0.083,0.886
-0.256,-0.018,1.032
-0.28,0.033,1.018
-0.298,0.067,0.893
-0.265,0.079,0.983
-0.237,0.035,0.95
-0.328,0.048,0.971
-0.26,0.091,0.924
-0.22,0.005,0.98
-0.307,0.027,0.945
-0.331,0.049,0.955
-0.305,0.097,0.944
-0.199,0.033,1.043
-0.228,0.001,1.028
-0.314,0.015,0.918
-0.362,0.117,0.859
-0.259,0.049,0.965
-0.218,-0.016,1.101
-0.261,0.041,1.009
-0.315,0.077,0.897
-0.299,0.065,0.825
-0.271,0,1.011
-0.29,0.016,1.024
-0.279,0.083,1.008
-0.273,0.105,0.875
-0.263,-0.022,0.966
-0.298,0.007,0.958
-0.315,0.09,0.991
-0.273,0.091,0.917
-0.219,0.008,1.005
-0.29,-0.018,0.948
-0.323,0.058,0.933
-0.314,0.125,0.931
-0.218,0.007,1.009
-0.259,0.008,1.009
-0.319,0.023,0.903
-0.341,0.107,0.868
-0.283,0.055,0.926
-0.251,-0.008,1.067
-0.245,0.015,1.013
-0.33,0.112,0.893
-0.29,0.061,0.861
-0.261,-0.028,1.008
-0.29,0.054,1.028
-0.266,0.077,1.027
-0.273,0.086,0.886
-0.245,-0.014,1.013
-0.301,0.022,0.968
-0.299,0.087,0.989
-0.291,0.105,0.923
-0.222,-0.019,1.006
-0.276,0.012,0.973
-0.352,0.063,0.886
-0.339,0.098,0.886
-0.237,0.013,1.005
-0.218,-0.015,1.04
-0.304,0.052,0.919
-0.372,0.111,0.84
-0.286,0.022,0.914
-0.253,0.009,1.051
-0.236,0.042,1.064
-0.277,0.079,0.961
-0.307,0.075,0.834
-0.271,-0.017,1.008
-0.267,0.051,1.043
-0.272,0.099,1.011
-0.278,0.065,0.887
-0.244,-0.039,0.958
-0.31,0.039,0.941
-0.32,0.081,0.971
-0.302,0.088,0.907
-0.219,0.002,1.035
-0.273,0.001,0.965
-0.301,0.065,0.957
-0.34,0.11,0.904
-0.251,0.015,0.974
-0.211,0.015,1.07
-0.272,0.034,0.968
-0.337,0.094,0.904
-0.298,0.058,0.882
-0.242,0.003,1.084
-0.261,0.048,1.021
-0.29,0.06,0.961
-0.278,0.049,0.855
-0.287,0.001,0.934
-0.31,0.065,1.003
-0.277,0.06,1.026
-0.28,0.057,0.89
-0.229,0.001,0.982
-0.301,0.035,0.935
-0.34,0.075,0.936
-0.315,0.092,0.931
-0.2,-0.004,1.025
-0.228,0.027,1.045
-0.319,0.049,0.919
-0.347,0.089,0.877
-0.24,0.042,0.985
-0.235,0,1.059
-0.278,0.042,0.986
-0.347,0.061,0.865
-0.299,0.055,0.864
-0.245,0.015,1.034
-0.252,0.045,1.047
-0.301,0.052,0.959
-0.309,0.06,0.824
-0.253,0.009,0.989
-0.31,0.045,0.948
-0.309,0.065,0.912
-0.269,0.062,0.983
-0.221,0.034,0.97
-0.306,0.06,0.942
-0.339,0.096,0.923
-0.218,0.032,1.035
-0.227,0.006,1.043
-0.301,0.034,0.957
-0.334,0.1,0.891
-0.258,0.041,0.93
-0.221,0.014,1.06
-0.284,0.012,0.962
-0.341,0.079,0.911
-0.285,0.069,0.869
-0.275,0.012,1.002
-0.285,0.031,1.001
-0.269,0.042,1.02
-0.281,0.081,0.862
-0.261,0.019,0.964
-0.325,0.045,0.963
-0.308,0.033,0.986
-0.272,0.087,0.953
-0.199,0.013,1.019
-0.282,0.006,0.94
-0.352,0.054,0.903
-0.323,0.1,0.923
-0.21,0.029,1.019
-0.216,0.012,1.073
-0.312,0.013,0.932
-0.345,0.094,0.853
-0.279,0.076,0.91
-0.253,-0.017,1.037
-0.272,0.03,1.026
-0.322,0.071,0.933
-0.282,0.089,0.861
-0.258,0.017,1.012
-0.299,0.013,1.01
-0.291,0.058,0.986
-0.272,0.077,0.895
-0.234,0.004,0.963
-0.303,0.019,0.959
-0.314,0.063,0.987
-0.289,0.078,0.949
-0.199,0.019,1.03
-0.257,0.011,0.984
-0.328,0.027,0.9
-0.361,0.121,0.834
-0.264,0.042,0.967
-0.228,-0.012,1.089
-0.27,0.039,0.975
-0.324,0.109,0.89
-0.289,0.067,0.874
-0.26,-0.008,1.056
-0.266,0.024,1.041
-0.277,0.092,0.994
-0.262,0.089,0.906
-0.251,-0.024,0.969
-0.287,0.025,0.995
-0.304,0.07,1.012
-0.271,0.098,0.903
-0.235,0.011,0.996
-0.313,-0.005,0.924
-0.334,0.069,0.933
-0.314,0.124,0.921
-0.227,0.006,1.01
-0.255,-0.006,1.006
-0.322,0.04,0.893
-0.356,0.106,0.863
-0.278,0.045,0.939
-0.241,-0.013,1.076
-0.242,0.014,1.019
-0.32,0.109,0.893
-0.292,0.064,0.876
-0.265,-0.019,1.026
-0.264,0.039,1.056
-0.272,0.089,0.999
-0.265,0.073,0.863
-0.256,-0.006,0.998
-0.32,0.02,0.932
-0.301,0.089,0.987
-0.286,0.091,0.916
-0.23,-0.017,0.982
-0.284,0.015,0.966
-0.341,0.069,0.936
-0.317,0.107,0.906
-0.227,0.022,1.017
-0.212,-0.02,1.053
-0.289,0.061,0.947
-0.348,0.116,0.859
-0.284,0.025,0.941
-0.231,0.004,1.076
-0.243,0.044,1.026
-0.298,0.072,0.92
-0.314,0.058,0.817
-0.298,-0.012,0.964
-0.284,0.044,1.03
-0.268,0.085,1.011
-0.271,0.071,0.871
-0.259,-0.042,0.931
-0.323,0.038,0.95
-0.318,0.089,0.97
-0.294,0.098,0.929
-0.217,-0.002,1.047
-0.26,-0.003,0.984
-0.305,0.073,0.879
-0.346,0.117,0.994
-0.243,0.001,1.039
-0.241,0.024,0.955
-0.323,0.099,0.874
-0.298,0.059,0.881
-0.243,-0.019,1.049
-0.258,0.054,1.018
-0.309,0.059,0.921
-0.297,0.052,0.844
-0.28,-0.003,0.966
-0.291,0.051,0.992
-0.277,0.086,1.028
-0.271,0.067,0.928
-0.221,-0.006,1.003
-0.304,0.038,0.93
-0.344,0.094,0.935
-0.299,0.081,0.938
-0.21,-0.012,1.03
-0.248,0.026,1.022
-0.313,0.048,0.919
-0.342,0.092,0.867
-0.258,0.034,0.968
-0.227,-0.013,1.051
-0.28,0.055,0.977
-0.34,0.078,0.898
-0.295,0.045,0.887
-0.246,0.005,1.032
-0.258,0.053,1.047
-0.29,0.058,0.982
-0.301,0.055,0.851
-0.258,0.008,0.958
-0.308,0.059,0.982
-0.305,0.067,1.016
-0.263,0.054,0.96
-0.214,0.007,0.996
-0.263,0.036,0.99
-0.327,0.072,0.925
-0.329,0.088,0.922
-0.215,0.012,1.018
-0.219,0.003,1.048
-0.3,0.057,0.957
-0.341,0.086,0.883
-0.27,0.02,0.908
-0.255,0.022,1.034
-0.267,0.035,1.027
-0.317,0.067,0.916
-0.287,0.072,0.878
-0.258,-0.002,1.024
-0.287,0.036,0.991
-0.283,0.053,1.013
-0.279,0.066,0.874
-0.233,0.013,0.966
-0.313,0.041,0.939
-0.333,0.054,0.977
-0.286,0.079,0.955
-0.196,0.008,1.029
-0.268,0.028,0.967
-0.35,0.046,0.881
-0.338,0.081,0.901
-0.249,0.041,0.992
-0.217,0.034,1.094
-0.282,0.028,0.935
-0.35,0.087,0.861
-0.273,0.06,0.915
-0.244,-0.004,1.047
-0.277,0.044,1.02
-0.312,0.059,0.96
-0.265,0.07,0.859
-0.244,0.007,0.976
-0.303,0.035,1.015
-0.307,0.052,0.976
-0.271,0.086,0.914
-0.235,0.01,0.985
-0.297,0.023,0.952
-0.341,0.061,0.955
-0.299,0.081,0.926
-0.203,0.034,1.022
-0.259,0.018,0.99
-0.353,0.04,0.892
-0.361,0.095,0.877
-0.235,0.046,0.996
-0.214,0.004,1.099
-0.26,0.033,1.009
-0.32,0.077,0.885
-0.308,0.074,0.83
-0.264,-0.002,1.061
-0.259,0.012,1.029
-0.29,0.093,0.963
-0.28,0.083,0.888
-0.258,-0.008,0.981
-0.302,0.017,0.974
-0.309,0.081,0.996
-0.274,0.083,0.895
-0.225,0.025,0.993
-0.311,0.003,0.957
-0.328,0.039,0.954
-0.297,0.133,0.943
-0.217,0.013,1.008
-0.229,-0.005,1.035
-0.316,0.024,0.914
-0.347,0.105,0.885
-0.265,0.062,0.96
-0.217,-0.012,1.087
-0.253,0.022,1.009
-0.323,0.088,0.862
-0.287,0.074,0.978
-0.295,0.05,1.016
-0.289,0.066,0.981
-0.25,0.092,0.849
-0.255,-0.009,1.017
-0.312,0.008,0.973
-0.308,0.082,0.97
-0.285,0.108,0.943
-0.215,-0.021,0.992
-0.268,0.004,1.004
-0.341,0.072,0.935
-0.308,0.108,0.923
-0.21,0.023,1.031
-0.238,-0.023,1.021
-0.301,0.042,0.908
-0.345,0.117,0.856
-0.286,0.031,0.922
-0.252,0,1.061
-0.251,0.022,1.018
-0.317,0.085,0.89
-0.319,0.065,0.824
-0.278,-0.018,0.995
-0.279,0.043,1.014
-0.272,0.103,1.037
-0.256,0.066,0.922
-0.251,-0.029,0.96
-0.304,0.034,0.966
-0.293,0.089,1.007
-0.285,0.106,0.91
-0.24,-0.004,1.02
-0.283,-0.008,0.955
-0.312,0.072,0.918
-0.352,0.126,0.876
-0.251,-0.007,0.986
-0.22,-0.007,1.057
-0.322,0.035,0.9
-0.34,0.106,0.895
-0.271,0.049,0.903
-0.254,-0.006,1.037
-0.256,0.054,1.03
-0.297,0.077,0.968
-0.285,0.06,0.878
-0.272,0,0.986
-0.276,0.041,1.043
-0.27,0.075,1.004
-0.289,0.065,0.901
-0.237,-0.008,1.003
-0.302,0.027,0.932
-0.345,0.089,0.915
-0.317,0.07,0.914
-0.22,-0.008,0.986
-0.261,0.022,1.015
-0.31,0.07,0.946
-0.333,0.092,0.871
-0.264,0.034,0.962
-0.24,-0.008,1.033
-0.279,0.065,0.994
-0.342,0.086,0.896
-0.299,0.046,0.889
-0.235,0,1.057
-0.27,0.048,1.022
-0.285,0.07,0.979
-0.291,0.053,0.849
-0.271,-0.001,0.949
-0.308,0.066,0.974
-0.3,0.062,1.011
-0.276,0.051,0.911
-0.241,-0.006,0.946
-0.289,0.039,0.97
-0.327,0.073,0.926
-0.336,0.087,0.91
-0.216,0.008,1.028
-0.215,0.003,1.039
-0.307,0.061,0.923
-0.352,0.096,0.883
-0.258,0.009,0.928
-0.249,0.02,1.048
-0.266,0.035,1.004
-0.315,0.072,0.909
-0.279,0.062,0.875
-0.268,-0.007,1.006
-0.275,0.042,1.005
-0.303,0.054,0.986
-0.277,0.066,0.863
-0.241,0.011,0.986
-0.314,0.05,0.957
-0.321,0.062,1.001
-0.286,0.07,0.943
-0.208,0.016,1.001
-0.297,0.03,0.932
-0.347,0.044,0.91
-0.324,0.071,0.915
-0.221,0.033,1.007
-0.228,0.033,1.064
-0.295,0.025,0.936
-0.345,0.073,0.848
-0.268,0.06,0.925
-0.227,-0.008,1.071
-0.284,0.048,0.994
-0.329,0.082,0.934
-0.275,0.056,0.888
-0.244,0.013,0.998
-0.302,0.038,0.997
-0.307,0.049,0.909
-0.268,0.089,0.975
-0.249,0.042,0.973
-0.299,0.053,0.979
-0.283,0.086,0.925
-0.209,0.03,1.008
-0.258,0.014,0.983
-0.346,0.036,0.909
-0.348,0.096,0.871
-0.223,0.034,1.016
-0.215,-0.009,1.066
-0.297,0.038,0.951
-0.34,0.087,0.865
-0.3,0.064,0.85
-0.272,0.012,1.038
-0.274,0.018,1.021
-0.296,0.086,0.953
-0.28,0.1,0.888
-0.258,-0.016,1.016
-0.29,0.015,0.989
-0.306,0.084,0.999
-0.261,0.072,0.919
-0.215,0.016,0.999
-0.311,-0.004,0.944
-0.336,0.054,0.929
-0.289,0.115,0.969
-0.204,0.014,1.007
-0.261,0.007,0.995
-0.328,0.028,0.899
-0.342,0.108,0.879
-0.268,0.064,0.949
-0.227,-0.016,1.061
-0.284,0.015,0.958
-0.35,0.102,0.834
-0.3,0.068,0.874
-0.258,-0.019,1.05
-0.269,0.053,1.041
-0.27,0.064,0.992
-0.27,0.083,0.858
-0.252,-0.005,1.007
-0.299,0.015,1.005
-0.293,0.085,0.979
-0.29,0.11,0.917
-0.232,-0.019,0.987
-0.269,0.005,0.991
-0.341,0.083,0.929
-0.321,0.095,0.895
-0.225,0.025,1.017
-0.25,-0.026,0.995
-0.322,0.062,0.913
-0.353,0.119,0.865
-0.275,0.028,0.949
-0.245,0.004,1.064
-0.243,0.018,1.023
-0.297,0.082,0.917
-0.31,0.07,0.826
-0.271,-0.029,1.02
-0.245,0.032,1.067
-0.273,0.099,1.003
-0.268,0.072,0.894
-0.256,-0.038,0.959
-0.311,0.035,0.944
-0.309,0.085,0.994
-0.28,0.096,0.916
-0.229,-0.001,1.026
-0.301,0,0.95
-0.309,0.064,0.952
-0.314,0.119,0.926
-0.249,-0.001,0.985
-0.234,0.007,1.059
-0.293,0.035,0.953
-0.33,0.114,0.9
-0.261,0.04,0.936
-0.226,-0.017,1.072
-0.272,0.065,0.991
-0.326,0.061,0.898
-0.311,0.055,0.853
-0.292,-0.006,0.939
-0.295,0.048,1.021
-0.274,0.061,1.011
-0.286,0.065,0.878
-0.254,-0.009,0.985
-0.303,0.035,0.959
-0.326,0.092,0.958
-0.288,0.07,0.944
-0.208,-0.009,1.002
-0.267,0.035,1.021
-0.315,0.085,0.957
-0.321,0.089,0.897
-0.235,0.021,1.007
-0.239,-0.003,1.018
-0.284,0.054,0.97
-0.346,0.089,0.871
-0.299,0.037,0.896
-0.236,-0.002,1.054
-0.248,0.032,1.028
-0.311,0.076,0.914
-0.312,0.054,0.828
-0.271,0.002,0.996
-0.289,0.063,1.009
-0.276,0.069,1.031
-0.271,0.049,0.916
-0.249,-0.002,0.934
-0.305,0.051,0.965
-0.314,0.07,0.919
-0.3,0.077,1.024
-0.214,0.011,1
-0.242,0.057,0.923
-0.35,0.088,0.893
-0.253,0.019,0.958
-0.226,0.021,1.06
-0.303,0.031,0.936
-0.341,0.084,0.908
-0.26,0.054,0.918
-0.25,0.014,1.031
-0.268,0.043,1.028
-0.297,0.042,0.968
-0.292,0.073,0.851
-0.252,0.018,0.988
-0.293,0.046,1.012
-0.295,0.042,1.008
-0.28,0.062,0.917
-0.206,0.008,0.998
-0.299,0.025,0.919
-0.368,0.057,0.896
-0.314,0.075,0.945
-0.204,0.022,1.02
-0.233,0.023,1.038
-0.315,0.038,0.931
-0.342,0.083,0.861
-0.257,0.058,0.959
-0.227,-0.002,1.064
-0.274,0.037,1.006
-0.334,0.088,0.902
-0.265,0.064,0.896
-0.237,0.013,1.045
-0.286,0.017,1.013
-0.307,0.062,0.949
-0.279,0.077,0.867
-0.261,0.008,0.937
-0.306,0.025,0.982
-0.297,0.055,1.019
-0.272,0.082,0.907
-0.227,0.014,1.007
-0.291,0.018,0.964
-0.336,0.04,0.929
-0.338,0.111,0.892
-0.228,0.021,1.027
-0.23,-0.011,1.048
-0.315,0.049,0.929
-0.336,0.106,0.894
-0.259,0.051,0.928
-0.234,0.001,1.072
-0.277,0.014,0.998
-0.304,0.087,0.929
-0.278,0.094,0.882
-0.265,-0.02,0.995
-0.285,0.026,1
-0.305,0.057,0.981
-0.269,0.096,0.888
-0.216,0.007,1.036
-0.315,0.012,0.966
-0.314,0.062,0.97
-0.279,0.106,0.943
-0.221,0.01,1.005
-0.29,0.013,0.977
-0.331,0.06,0.929
-0.316,0.094,0.92
-0.229,0.035,1.014
-0.228,-0.006,1.05
-0.277,0.016,0.951
-0.348,0.116,0.846
-0.286,0.049,0.914
-0.228,-0.03,1.087
-0.251,0.041,1.03
-0.296,0.098,0.931
-0.286,0.07,0.85
-0.264,-0.017,1.021
-0.298,0.02,0.996
-0.287,0.091,0.983
-0.281,0.094,0.897
-0.255,-0.021,0.968
-0.295,0.015,0.982
-0.33,0.08,0.963
-0.296,0.094,0.917
-0.228,0.014,1.009
-0.252,-0.018,0.986
-0.314,0.069,0.93
-0.342,0.117,0.905
-0.246,0.006,0.989
