acc_l_x[mg],acc_l_y[mg],acc_l_z[mg],acc_h_x[mg],acc_h_y[mg],acc_h_z[mg]
-951.112,401.624,-140.056,-812.032,468.480,-179.584
-952.576,406.016,-138.592,-858.880,413.824,-218.624
-952.088,405.040,-132.248,-874.496,421.632,-203.008
-950.624,405.528,-132.248,-851.072,468.480,-187.392
-949.160,406.992,-131.272,-812.032,468.480,-203.008
-949.160,407.968,-126.880,-780.800,437.248,-187.392
-949.648,406.992,-121.024,-827.648,460.672,-171.776
-948.184,403.088,-119.072,-819.840,460.672,-179.584
-946.232,402.112,-122.000,-804.224,452.864,-187.392
-946.232,399.672,-120.536,-843.264,421.632,-179.584
-945.256,400.160,-119.072,-812.032,413.824,-171.776
-948.184,398.696,-115.168,-804.224,413.824,-187.392
-947.696,400.160,-111.264,-835.456,421.632,-171.776
-945.744,399.184,-115.168,-796.416,452.864,-148.352
-945.744,401.136,-117.120,-827.648,468.480,-187.392
-949.160,403.088,-119.560,-788.608,445.056,-171.776
-951.600,404.552,-117.120,-819.840,460.672,-210.816
-955.016,407.480,-116.144,-812.032,452.864,-156.160
-958.920,405.040,-110.288,-851.072,445.056,-179.584
-963.800,403.088,-108.824,-835.456,445.056,-163.968
-967.216,402.112,-109.312,-858.880,452.864,-148.352
-970.144,401.624,-110.288,-827.648,445.056,-179.584
-971.608,403.088,-108.824,-827.648,452.864,-156.160
-974.536,406.992,-108.824,-866.688,484.096,-140.544
-975.512,407.480,-105.408,-882.304,445.056,-163.968
-978.928,408.944,-106.384,-804.224,460.672,-163.968
-981.856,412.360,-105.896,-827.648,445.056,-171.776
-983.320,414.800,-105.896,-890.112,460.672,-148.352
-984.296,414.312,-108.824,-843.264,507.520,-171.776
-985.272,414.800,-108.824,-851.072,468.480,-179.584
-987.224,415.288,-114.680,-851.072,460.672,-156.160
-986.736,418.216,-113.704,-866.688,452.864,-179.584
-988.200,419.680,-111.264,-843.264,460.672,-179.584
-988.200,419.192,-111.264,-866.688,460.672,-163.968
-984.784,424.560,-111.752,-835.456,468.480,-156.160
-984.784,432.856,-107.848,-858.880,452.864,-171.776
-983.320,436.272,-104.920,-835.456,507.520,-156.160
-984.296,436.272,-101.992,-858.880,476.288,-156.160
-984.296,437.248,-96.624,-851.072,460.672,-156.160
-984.784,441.152,-98.576,-851.072,445.056,-163.968
-984.784,443.592,-93.208,-843.264,491.904,-156.160
-988.200,446.032,-91.256,-843.264,484.096,-124.928
-985.272,450.424,-87.352,-851.072,499.712,-148.352
-984.296,452.864,-81.496,-866.688,523.136,-148.352
-983.808,459.208,-83.448,-827.648,538.752,-163.968
-981.856,463.112,-80.520,-858.880,507.520,-156.160
-980.880,467.992,-78.568,-866.688,515.328,-132.736
-979.904,470.432,-75.152,-851.072,491.904,-148.352
-976.488,478.728,-73.688,-858.880,507.520,-148.352
-971.120,482.144,-72.712,-843.264,554.368,-132.736
-967.704,486.048,-69.784,-851.072,515.328,-101.504
-965.752,490.928,-69.784,-851.072,546.560,-93.696
-959.896,498.248,-66.856,-827.648,569.984,-109.312
-954.040,507.032,-66.856,-804.224,530.944,-109.312
-949.160,511.424,-65.392,-827.648,585.600,-117.120
-941.840,514.840,-64.904,-827.648,546.560,-101.504
-937.448,519.232,-65.880,-804.224,593.408,-148.352
-931.592,525.576,-62.952,-804.224,585.600,-156.160
-927.200,531.432,-61.488,-812.032,569.984,-140.544
-923.784,535.824,-61.000,-788.608,609.024,-101.504
-917.440,536.800,-60.024,-780.800,609.024,-109.312
-914.024,537.776,-56.608,-827.648,569.984,-78.080
-907.192,536.312,-53.192,-765.184,593.408,-62.464
-903.776,535.824,-50.752,-765.184,609.024,-101.504
-899.872,536.312,-45.872,-733.952,562.176,-93.696
-894.016,533.872,-40.504,-780.800,577.792,-109.312
-889.136,527.528,-36.600,-788.608,577.792,-78.080
-884.256,520.696,-30.256,-788.608,546.560,-148.352
-879.864,518.256,-27.816,-757.376,601.216,-78.080
-875.960,514.352,-22.936,-757.376,546.560,-85.888
-871.080,514.352,-20.496,-765.184,538.752,-46.848
-866.688,512.400,-18.544,-749.568,569.984,-46.848
-864.248,509.472,-15.616,-710.528,569.984,-70.272
-857.904,508.984,-14.640,-741.760,569.984,-70.272
-853.024,509.472,-16.592,-741.760,577.792,-70.272
-849.120,510.448,-17.080,-757.376,538.752,-70.272
-843.752,513.376,-16.592,-726.144,538.752,-39.040
-837.896,515.328,-17.568,-694.912,546.560,-39.040
-833.504,514.352,-19.032,-702.720,577.792,-101.504
-827.648,516.792,-23.424,-648.064,515.328,-78.080
-824.720,515.328,-23.912,-710.528,554.368,-62.464
-816.912,515.328,-26.840,-710.528,546.560,-78.080
-810.080,512.400,-23.424,-710.528,562.176,-54.656
-806.176,508.496,-24.400,-671.488,530.944,-70.272
-802.760,506.544,-23.424,-671.488,585.600,-70.272
-797.880,503.616,-23.912,-648.064,530.944,-85.888
-796.416,501.664,-18.056,-663.680,538.752,-54.656
-793.488,499.224,-17.080,-663.680,515.328,-70.272
-791.536,494.832,-18.056,-718.336,554.368,-85.888
-788.608,491.416,-10.248,-687.104,538.752,-78.080
-787.144,483.608,-3.904,-663.680,530.944,-46.848
-784.704,479.216,-1.464,-671.488,546.560,-62.464
-780.312,477.752,1.952,-655.872,507.520,-54.656
-775.920,474.336,1.952,-632.448,523.136,-62.464
-771.528,473.360,3.416,-640.256,507.520,-46.848
-767.624,471.408,5.856,-648.064,515.328,-46.848
-764.208,473.848,2.440,-632.448,523.136,-39.040
-761.280,477.264,0.488,-609.024,538.752,-54.656
-758.840,482.144,-0.488,-593.408,523.136,-46.848
-756.400,487.512,-3.416,-655.872,523.136,-54.656
-754.448,494.344,-6.344,-624.640,554.368,-39.040
-754.936,496.784,-4.880,-632.448,546.560,-46.848
-755.424,500.688,-7.808,-624.640,569.984,-109.312
-753.960,509.960,-10.248,-624.640,546.560,-70.272
-754.448,514.352,-10.248,-624.640,577.792,-46.848
-754.936,520.208,-15.128,-616.832,538.752,-54.656
-755.424,527.040,-16.104,-655.872,530.944,-85.888
-755.912,530.944,-20.496,-648.064,554.368,-70.272
-757.376,535.824,-23.912,-624.640,601.216,-85.888
-756.400,540.216,-27.816,-609.024,601.216,-93.696
-759.328,545.096,-28.304,-640.256,577.792,-85.888
-759.328,549.976,-30.744,-624.640,609.024,-85.888
-760.304,552.416,-35.136,-601.216,585.600,-101.504
-761.768,555.344,-40.016,-632.448,577.792,-78.080
-761.768,553.880,-40.504,-640.256,546.560,-85.888
-765.672,555.344,-44.896,-632.448,609.024,-78.080
-767.136,561.200,-50.752,-648.064,632.448,-93.696
-766.160,562.176,-50.264,-663.680,601.216,-109.312
-769.088,567.544,-53.192,-632.448,593.408,-93.696
-769.576,572.424,-56.120,-663.680,655.872,-62.464
-772.016,575.840,-56.120,-655.872,648.064,-109.312
-772.992,582.184,-57.584,-632.448,648.064,-109.312
-772.504,586.088,-61.488,-632.448,609.024,-117.120
-771.040,589.016,-64.904,-632.448,601.216,-101.504
-772.992,592.920,-62.464,-663.680,655.872,-109.312
-771.528,593.408,-61.000,-648.064,624.640,-117.120
-770.064,597.312,-63.440,-609.024,655.872,-140.544
-769.088,600.728,-67.832,-624.640,640.256,-109.312
-767.624,606.584,-68.320,-663.680,632.448,-140.544
-767.136,610.976,-73.688,-609.024,671.488,-117.120
-766.648,609.512,-73.688,-648.064,640.256,-132.736
-767.136,611.464,-74.176,-601.216,663.680,-124.928
-762.744,613.416,-76.128,-640.256,640.256,-140.544
-757.376,613.904,-75.152,-655.872,671.488,-140.544
-758.352,610.000,-70.272,-632.448,648.064,-124.928
-753.960,609.024,-67.344,-640.256,671.488,-124.928
-748.592,610.488,-67.344,-640.256,663.680,-109.312
-749.080,613.416,-71.248,-601.216,679.296,-132.736
-747.128,618.784,-71.248,-624.640,663.680,-101.504
-745.664,618.296,-63.440,-624.640,679.296,-124.928
-743.712,616.344,-61.976,-616.832,687.104,-140.544
-741.272,610.488,-54.656,-624.640,671.488,-117.120
-734.440,619.760,-58.560,-632.448,679.296,-117.120
-727.120,632.936,-60.512,-554.368,694.912,-124.928
-721.752,637.816,-64.904,-585.600,671.488,-132.736
-717.848,627.568,-62.952,-577.792,694.912,-78.080
-719.312,626.104,-51.240,-562.176,679.296,-78.080
-713.944,629.520,-42.456,-585.600,687.104,-93.696
-710.040,635.376,-34.160,-585.600,687.104,-54.656
-704.184,642.696,-31.232,-585.600,655.872,-70.272
-700.280,641.232,-30.256,-562.176,718.336,-62.464
-697.352,640.744,-21.960,-601.216,663.680,-78.080
-691.496,637.816,-18.056,-546.560,655.872,-101.504
-683.688,635.864,-14.152,-562.176,648.064,-78.080
-680.760,634.888,-10.736,-546.560,663.680,-39.040
-676.856,636.840,-8.784,-577.792,671.488,-85.888
-671.976,640.256,-2.440,-515.328,687.104,-62.464
-667.584,641.720,-0.488,-530.944,694.912,-31.232
-669.048,636.840,5.368,-538.752,718.336,-54.656
-667.096,641.232,8.296,-538.752,718.336,-62.464
-660.752,640.744,12.688,-554.368,687.104,-78.080
-656.360,642.208,11.224,-530.944,655.872,-46.848
-654.896,645.136,14.152,-562.176,702.720,-46.848
-652.456,650.504,12.688,-515.328,694.912,-54.656
-650.992,658.800,11.712,-523.136,718.336,-39.040
-652.456,664.656,11.224,-499.712,687.104,-54.656
-649.040,669.536,8.296,-499.712,694.912,-54.656
-647.088,673.928,8.784,-476.288,718.336,-39.040
-650.992,682.224,9.272,-523.136,741.760,7.808
-650.504,685.152,11.224,-530.944,757.376,-54.656
-651.480,687.104,12.200,-515.328,741.760,-31.232
-648.552,690.520,16.592,-499.712,765.184,-46.848
-648.552,694.424,17.568,-507.520,741.760,-46.848
-649.528,695.888,17.080,-530.944,749.568,-23.424
-647.088,692.960,15.128,-523.136,733.952,-39.040
-647.088,692.472,16.592,-491.904,733.952,-31.232
-645.136,689.544,18.544,-530.944,702.720,-31.232
-646.600,692.960,18.544,-515.328,749.568,-54.656
-644.648,697.840,20.496,-546.560,749.568,-23.424
-643.672,698.328,20.984,-538.752,765.184,-39.040
-643.184,699.792,20.984,-530.944,757.376,-70.272
-641.232,699.792,20.984,-499.712,765.184,-31.232
-637.816,699.792,20.496,-491.904,710.528,-31.232
-635.864,698.816,18.056,-530.944,765.184,-39.040
-632.448,696.864,20.984,-491.904,749.568,-39.040
-630.008,695.400,20.496,-523.136,749.568,-31.232
-627.568,694.912,18.056,-530.944,749.568,-31.232
-623.664,697.840,18.544,-515.328,749.568,-78.080
-620.736,690.032,16.104,-452.864,718.336,-46.848
-616.832,686.128,19.032,-515.328,718.336,0.000
-610.488,693.936,19.032,-499.712,741.760,-31.232
-611.464,687.104,19.520,-523.136,733.952,-54.656
-610.488,686.616,25.864,-491.904,749.568,-15.616
-613.904,677.832,35.624,-499.712,718.336,0.000
-613.904,672.464,38.064,-491.904,726.144,-7.808
-610.000,674.904,36.600,-445.056,726.144,15.616
-609.512,671.000,39.528,-484.096,694.912,-15.616
-612.928,673.928,45.872,-499.712,718.336,-7.808
-614.392,663.680,49.288,-460.672,694.912,-7.808
-614.880,673.928,51.728,-515.328,671.488,-23.424
-614.880,674.416,53.680,-523.136,702.720,-23.424
-614.392,667.096,57.584,-484.096,702.720,15.616
-610.488,672.952,61.000,-468.480,710.528,-7.808
-608.048,665.632,60.024,-445.056,679.296,15.616
-603.656,659.288,60.024,-499.712,702.720,23.424
-596.824,662.704,61.488,-460.672,718.336,7.808
-591.456,661.240,66.368,-476.288,694.912,23.424
-586.088,647.576,69.784,-491.904,679.296,31.232
-577.792,669.048,65.880,-476.288,749.568,15.616
-573.888,669.536,64.904,-460.672,733.952,0.000
-568.520,660.752,65.880,-460.672,710.528,7.808
-561.688,673.440,63.440,-445.056,687.104,-7.808
-549.488,674.416,57.584,-398.208,726.144,23.424
-541.192,685.152,56.120,-445.056,757.376,0.000
-537.288,683.688,55.632,-398.208,733.952,0.000
-533.872,681.736,59.536,-429.440,679.296,7.808
-528.016,693.448,59.048,-382.592,733.952,15.616
-524.112,700.280,64.904,-351.360,726.144,-15.616
-520.208,685.640,69.296,-406.016,733.952,31.232
-517.768,702.720,66.368,-445.056,765.184,15.616
-509.472,707.600,64.904,-398.208,749.568,15.616
-507.032,704.184,68.808,-406.016,718.336,-7.808
-505.080,705.160,74.176,-366.976,772.992,15.616
-506.056,707.112,81.984,-382.592,733.952,39.040
-507.520,702.720,89.792,-390.400,749.568,23.424
-503.616,713.456,91.744,-366.976,765.184,54.656
-506.056,712.968,95.160,-366.976,796.416,23.424
-505.568,717.848,98.576,-343.552,780.800,46.848
-504.592,724.192,100.528,-366.976,772.992,31.232
-504.104,725.168,106.872,-413.824,772.992,70.272
-505.080,724.680,110.288,-374.784,741.760,70.272
-505.568,729.560,115.168,-406.016,757.376,54.656
-508.008,729.560,121.024,-374.784,765.184,78.080
-506.544,732.976,120.536,-359.168,796.416,31.232
-504.592,734.928,124.928,-390.400,788.608,78.080
-500.688,734.440,127.856,-374.784,772.992,85.888
-493.856,736.392,131.272,-359.168,749.568,93.696
-490.440,733.952,129.320,-343.552,772.992,70.272
-488.488,744.688,129.320,-351.360,772.992,78.080
-482.144,746.640,133.224,-343.552,780.800,62.464
-478.728,742.736,136.640,-374.784,804.224,62.464
-473.360,738.344,141.520,-390.400,780.800,85.888
-469.456,747.128,144.936,-320.128,757.376,101.504
-465.064,748.104,147.376,-335.744,796.416,117.120
-460.184,742.736,152.744,-312.320,772.992,101.504
-457.744,736.880,160.064,-359.168,788.608,117.120
-457.744,738.344,169.336,-312.320,788.608,117.120
-454.816,742.248,175.192,-312.320,772.992,124.928
-453.352,744.200,177.632,-327.936,780.800,117.120
-457.256,747.616,177.632,-312.320,788.608,124.928
-464.576,754.448,182.512,-320.128,796.416,109.312
-467.992,758.352,186.416,-343.552,812.032,132.736
-465.064,762.256,186.904,-327.936,812.032,156.160
-465.064,764.696,189.832,-327.936,788.608,132.736
-465.064,764.208,188.856,-351.360,796.416,124.928
-467.992,767.624,189.832,-296.704,804.224,132.736
-471.408,768.112,190.320,-366.976,796.416,156.160
-470.920,771.528,190.320,-320.128,804.224,140.544
-468.480,773.480,195.200,-374.784,827.648,132.736
-468.968,768.112,193.736,-343.552,765.184,132.736
-468.480,772.016,195.200,-359.168,827.648,148.352
-467.504,768.600,196.176,-335.744,819.840,156.160
-469.944,768.600,197.640,-296.704,827.648,156.160
-467.504,766.648,199.592,-335.744,812.032,117.120
-467.016,762.256,199.104,-327.936,796.416,163.968
-465.064,760.792,196.664,-351.360,851.072,124.928
-462.136,762.744,192.760,-304.512,780.800,140.544
-460.184,756.400,194.712,-304.512,796.416,117.120
-454.328,761.280,191.296,-281.088,780.800,140.544
-451.400,759.328,189.344,-296.704,796.416,117.120
-446.032,759.328,187.880,-296.704,827.648,124.928
-441.152,759.816,185.440,-304.512,757.376,101.504
-436.760,756.400,183.488,-320.128,812.032,132.736
-432.856,755.912,180.560,-304.512,788.608,163.968
-426.512,756.400,180.072,-273.280,812.032,124.928
-422.608,755.424,178.608,-296.704,788.608,117.120
-417.240,757.376,177.144,-273.280,772.992,124.928
-411.872,757.376,176.168,-265.472,780.800,101.504
-407.968,755.424,175.680,-257.664,772.992,140.544
-405.528,752.496,178.608,-265.472,772.992,117.120
-399.672,753.472,180.560,-273.280,788.608,124.928
-395.768,755.912,182.024,-265.472,804.224,132.736
-390.888,756.400,183.488,-226.432,812.032,148.352
-386.008,756.888,185.440,-265.472,788.608,140.544
-381.128,753.472,188.856,-249.856,804.224,140.544
-378.200,751.520,190.808,-218.624,804.224,140.544
-373.808,750.544,192.760,-218.624,819.840,132.736
-369.416,751.032,195.200,-226.432,796.416,148.352
-364.536,755.912,196.176,-242.048,796.416,171.776
-364.048,756.400,196.664,-242.048,788.608,140.544
-363.560,755.424,203.984,-249.856,835.456,132.736
-362.096,757.864,206.912,-242.048,765.184,156.160
-359.656,758.352,209.840,-234.240,796.416,132.736
-358.680,760.304,211.304,-210.816,788.608,140.544
-358.680,762.744,214.232,-242.048,780.800,171.776
-359.168,763.232,216.672,-226.432,796.416,156.160
-358.192,768.600,217.160,-226.432,804.224,187.392
-358.192,770.552,219.600,-210.816,804.224,187.392
-358.192,777.872,221.552,-242.048,827.648,163.968
-360.144,782.752,222.040,-242.048,812.032,179.584
-361.120,785.192,225.456,-234.240,819.840,148.352
-362.584,792.024,226.920,-257.664,835.456,171.776
-363.560,795.440,228.384,-242.048,819.840,179.584
-366.000,796.904,231.312,-257.664,796.416,148.352
-364.536,799.344,235.216,-273.280,812.032,148.352
-366.976,803.736,235.704,-249.856,858.880,179.584
-368.928,805.200,238.632,-226.432,812.032,171.776
-370.392,806.664,239.120,-210.816,827.648,156.160
-373.320,808.128,242.048,-257.664,835.456,187.392
-373.808,806.176,245.952,-242.048,843.264,171.776
-374.296,808.616,250.344,-226.432,843.264,179.584
-373.320,811.056,253.272,-226.432,874.496,187.392
-372.832,807.152,254.736,-249.856,819.840,187.392
-372.832,808.616,257.176,-273.280,827.648,187.392
-371.368,806.176,262.056,-249.856,835.456,234.240
-369.904,808.616,264.008,-218.624,819.840,218.624
-367.952,810.080,265.472,-234.240,882.304,226.432
-367.952,811.544,267.424,-210.816,866.688,234.240
-364.048,814.472,267.424,-210.816,835.456,195.200
-365.512,814.960,267.912,-226.432,858.880,226.432
-365.512,814.472,268.888,-210.816,851.072,179.584
-364.536,817.400,266.936,-234.240,858.880,242.048
-365.024,820.328,268.400,-234.240,835.456,218.624
-365.512,821.304,265.960,-234.240,866.688,218.624
-365.024,823.256,265.472,-210.816,882.304,179.584
-366.488,822.280,264.984,-242.048,843.264,242.048
-366.976,823.744,265.960,-226.432,851.072,226.432
-369.416,824.232,268.400,-218.624,882.304,187.392
-370.392,824.720,275.720,-249.856,882.304,257.664
-370.880,822.768,277.672,-265.472,874.496,226.432
-372.832,821.792,282.552,-249.856,874.496,234.240
-370.880,826.184,285.968,-226.432,858.880,242.048
-374.784,826.672,285.968,-234.240,882.304,234.240
-373.808,827.160,289.384,-218.624,866.688,234.240
-371.368,832.040,293.776,-195.200,851.072,203.008
-372.344,832.528,296.704,-226.432,866.688,265.472
-371.368,835.456,304.512,-249.856,874.496,265.472
-373.320,840.336,305.000,-281.088,897.920,234.240
-372.344,839.848,310.368,-203.008,866.688,242.048
-375.760,843.752,310.368,-249.856,851.072,218.624
-374.296,846.680,310.856,-210.816,890.112,296.704
-376.248,846.680,313.784,-242.048,874.496,257.664
-377.712,849.608,318.664,-234.240,890.112,281.088
-378.688,846.680,325.008,-234.240,905.728,257.664
-381.128,851.560,329.888,-242.048,890.112,265.472
-380.640,854.976,326.472,-226.432,890.112,257.664
-383.568,858.392,326.960,-257.664,921.344,257.664
-386.496,859.368,329.400,-226.432,913.536,281.088
-387.960,860.832,328.912,-249.856,897.920,249.856
-388.448,862.784,332.328,-281.088,929.152,296.704
-391.864,863.760,333.792,-281.088,882.304,249.856
-395.768,863.760,330.864,-226.432,882.304,273.280
-395.768,862.296,334.280,-249.856,897.920,257.664
-397.720,861.808,336.232,-249.856,921.344,265.472
-398.208,861.808,340.136,-249.856,882.304,288.896
-400.648,863.272,340.136,-265.472,890.112,257.664
-401.624,864.248,340.624,-257.664,913.536,312.320
-401.136,862.296,345.504,-288.896,890.112,296.704
-402.600,861.320,348.920,-257.664,913.536,312.320
-403.576,864.248,350.384,-257.664,866.688,304.512
-401.624,862.784,351.360,-242.048,921.344,296.704
-402.112,864.736,352.824,-242.048,897.920,281.088
-402.112,862.784,352.824,-234.240,890.112,304.512
-400.160,863.760,355.264,-273.280,921.344,273.280
-399.184,862.296,352.336,-257.664,897.920,288.896
-397.232,861.320,349.896,-265.472,882.304,281.088
-397.232,860.344,349.896,-242.048,866.688,304.512
-397.720,861.808,346.968,-288.896,874.496,304.512
-392.840,860.344,343.552,-265.472,882.304,288.896
-393.816,858.392,341.600,-257.664,874.496,288.896
-390.400,857.416,340.136,-234.240,874.496,281.088
-387.960,856.928,335.256,-281.088,882.304,312.320
-386.008,857.416,334.280,-195.200,921.344,265.472
-380.640,856.440,332.328,-210.816,890.112,265.472
-378.688,856.440,329.888,-210.816,897.920,288.896
-378.200,857.416,328.424,-226.432,905.728,249.856
-371.856,856.928,325.008,-242.048,913.536,273.280
-369.904,857.904,324.032,-257.664,890.112,249.856
-366.976,859.856,320.128,-265.472,890.112,242.048
-365.512,859.368,317.200,-203.008,897.920,242.048
-362.584,863.760,313.784,-218.624,882.304,242.048
-362.584,864.248,315.736,-203.008,890.112,257.664
-361.120,865.712,313.296,-234.240,913.536,257.664
-360.144,868.640,311.832,-218.624,921.344,257.664
-359.168,870.104,310.856,-234.240,882.304,265.472
-358.192,871.080,310.368,-210.816,890.112,242.048
-359.168,874.984,308.416,-210.816,913.536,257.664
-359.168,876.448,310.368,-195.200,960.384,242.048
-359.168,877.912,310.368,-249.856,874.496,257.664
-354.776,881.816,310.368,-218.624,890.112,242.048
-353.800,887.184,309.392,-187.392,944.768,249.856
-356.240,888.160,311.344,-242.048,929.152,249.856
-355.752,888.160,310.368,-203.008,929.152,288.896
-352.336,892.064,309.880,-218.624,960.384,218.624
-354.288,894.992,313.784,-226.432,921.344,249.856
-353.312,894.992,313.784,-187.392,913.536,226.432
-353.800,894.016,312.808,-203.008,936.960,281.088
-351.360,893.040,310.368,-218.624,936.960,273.280
-349.408,893.040,310.856,-203.008,960.384,242.048
-349.896,891.576,305.488,-203.008,921.344,273.280
-346.968,891.576,307.440,-171.776,913.536,242.048
-344.528,888.648,307.440,-210.816,905.728,273.280
-345.016,890.600,304.512,-187.392,921.344,234.240
-340.624,890.600,303.536,-156.160,929.152,249.856
-338.672,893.040,305.488,-179.584,913.536,265.472
-336.720,893.040,307.440,-203.008,944.768,273.280
-335.256,891.576,305.488,-210.816,952.576,288.896
-333.792,893.528,308.904,-187.392,913.536,249.856
-332.816,896.456,311.344,-203.008,952.576,257.664
-330.864,895.480,311.832,-171.776,936.960,273.280
-329.400,894.992,312.808,-187.392,929.152,249.856
-327.936,896.456,311.832,-140.544,936.960,273.280
-327.936,895.480,314.760,-171.776,929.152,281.088
-328.424,897.432,318.176,-171.776,929.152,234.240
-330.864,894.016,320.128,-156.160,936.960,242.048
-329.400,894.504,323.544,-171.776,913.536,273.280
-328.424,897.432,322.568,-203.008,921.344,265.472
-327.936,895.968,324.032,-203.008,936.960,288.896
-330.376,899.384,323.544,-171.776,936.960,257.664
-330.864,900.360,325.984,-156.160,952.576,281.088
-332.328,900.848,328.424,-179.584,944.768,257.664
-333.792,902.312,331.352,-171.776,944.768,257.664
-337.208,903.288,329.888,-140.544,929.152,265.472
-336.232,905.240,329.400,-210.816,960.384,288.896
-338.184,906.216,326.960,-195.200,960.384,288.896
-341.112,908.168,326.960,-218.624,921.344,249.856
-342.576,909.144,325.496,-203.008,983.808,288.896
-343.552,909.632,326.960,-187.392,960.384,296.704
-343.552,915.000,328.424,-226.432,929.152,265.472
-345.016,914.024,325.984,-210.816,921.344,288.896
-345.016,916.464,325.496,-195.200,952.576,296.704
-346.968,918.416,325.496,-187.392,944.768,296.704
-348.920,919.880,324.520,-226.432,936.960,242.048
-352.824,922.320,322.080,-210.816,968.192,273.280
-354.288,925.248,321.104,-226.432,960.384,249.856
-355.752,927.688,322.080,-179.584,968.192,273.280
-359.656,928.664,318.664,-226.432,1007.232,257.664
-362.584,928.176,321.104,-195.200,991.616,265.472
-364.536,931.592,319.640,-234.240,968.192,249.856
-366.488,931.104,318.664,-257.664,976.000,273.280
-367.952,931.592,317.688,-195.200,952.576,257.664
-370.880,932.568,317.200,-249.856,983.808,249.856
-373.808,931.104,316.712,-226.432,968.192,257.664
-372.832,933.056,316.712,-226.432,983.808,234.240
-377.712,933.056,312.808,-187.392,1022.848,234.240
-378.688,934.032,312.808,-218.624,952.576,265.472
-381.128,935.984,310.856,-226.432,983.808,257.664
-381.128,938.424,310.368,-234.240,983.808,249.856
-382.592,941.352,311.344,-273.280,952.576,249.856
-382.592,939.400,306.952,-242.048,999.424,242.048
-386.496,941.352,304.024,-242.048,991.616,257.664
-387.472,942.816,304.024,-249.856,991.616,257.664
-386.496,942.816,305.000,-226.432,944.768,234.240
-390.400,943.304,303.048,-281.088,944.768,242.048
-390.400,942.328,298.168,-257.664,991.616,242.048
-392.352,942.328,297.192,-218.624,960.384,226.432
-394.304,943.792,296.704,-249.856,1015.040,265.472
-393.816,941.352,300.120,-242.048,983.808,257.664
-394.792,941.840,297.680,-257.664,960.384,234.240
-397.720,939.888,299.632,-242.048,952.576,249.856
-399.672,941.352,298.168,-226.432,983.808,265.472
-399.672,939.888,297.680,-226.432,1007.232,195.200
-402.112,937.448,300.120,-242.048,968.192,234.240
-402.600,937.448,301.096,-265.472,960.384,249.856
-406.504,936.960,303.048,-249.856,991.616,257.664
-406.992,933.544,302.560,-288.896,976.000,242.048
-409.432,929.640,305.488,-281.088,976.000,234.240
-410.896,930.616,305.976,-257.664,952.576,203.008
-411.384,928.176,306.464,-242.048,944.768,249.856
-412.360,928.176,305.976,-273.280,960.384,249.856
-412.848,926.224,309.392,-273.280,983.808,257.664
-416.752,925.736,309.880,-273.280,944.768,218.624
-420.168,925.248,308.416,-296.704,976.000,265.472
-419.192,924.272,309.880,-281.088,968.192,257.664
-423.096,923.784,312.320,-265.472,952.576,257.664
-426.024,922.808,310.856,-288.896,968.192,265.472
-428.952,924.272,313.296,-257.664,936.960,249.856
-430.904,923.784,313.784,-288.896,952.576,249.856
-431.392,924.760,315.248,-273.280,983.808,249.856
-433.832,923.784,318.176,-249.856,976.000,257.664
-434.320,921.344,315.736,-273.280,960.384,265.472
-437.248,920.856,319.640,-273.280,991.616,273.280
-437.248,919.392,321.104,-312.320,936.960,249.856
-439.200,915.976,323.544,-343.552,960.384,257.664
-441.640,912.560,322.568,-281.088,968.192,249.856
-441.640,911.584,324.032,-296.704,976.000,273.280
-444.568,908.656,321.592,-304.512,976.000,257.664
-445.056,907.192,322.080,-335.744,960.384,288.896
-448.960,904.264,322.080,-273.280,936.960,242.048
-447.496,903.776,320.616,-312.320,952.576,265.472
-449.936,902.312,317.688,-320.128,944.768,257.664
-449.936,900.848,318.664,-343.552,890.112,257.664
-450.424,899.384,318.664,-327.936,936.960,296.704
-451.888,898.896,318.664,-327.936,929.152,288.896
-452.376,897.920,318.176,-304.512,952.576,257.664
-452.864,894.992,317.200,-273.280,936.960,249.856
-452.864,894.016,316.224,-320.128,936.960,249.856
-456.280,893.040,315.736,-304.512,983.808,265.472
-453.840,891.576,317.200,-281.088,929.152,249.856
-454.328,890.600,316.712,-320.128,960.384,265.472
-455.304,889.624,317.688,-281.088,921.344,242.048
-457.744,889.624,319.640,-327.936,929.152,234.240
-457.744,888.648,317.688,-312.320,952.576,234.240
-457.744,887.184,318.176,-327.936,960.384,226.432
-457.744,885.720,318.176,-304.512,936.960,257.664
-459.208,886.696,316.712,-343.552,952.576,273.280
-457.744,885.232,317.200,-304.512,897.920,257.664
-459.208,886.208,315.248,-320.128,921.344,234.240
-462.624,884.744,312.808,-327.936,897.920,249.856
-463.112,884.256,314.760,-312.320,952.576,234.240
-464.088,883.768,313.296,-296.704,913.536,265.472
-465.064,883.768,313.784,-304.512,913.536,257.664
-468.968,883.280,312.320,-327.936,929.152,234.240
-469.944,881.816,312.320,-327.936,929.152,265.472
-472.872,884.256,313.296,-312.320,936.960,242.048
-473.360,887.672,307.928,-343.552,952.576,218.624
-474.824,886.208,306.464,-335.744,913.536,273.280
-478.728,887.184,307.928,-343.552,936.960,257.664
-480.680,886.696,307.928,-327.936,944.768,273.280
-482.144,887.184,310.368,-327.936,913.536,203.008
-484.096,886.696,308.904,-327.936,913.536,226.432
-485.072,885.720,306.952,-351.360,944.768,257.664
